time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2022/11/28/21:56:30.666454,71,1669694190,665407419,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.05099248000000012, 0.48970584000000006, 0.6588460199999999, -1.7266038, -0.5910492, 2.2614650000000003, 0.9729133400000003, 0.04, 0.04)",(),()
2022/11/28/21:56:30.766463,72,1669694190,765451669,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.05099248000000012, 0.48970584000000006, 0.6588460199999999, -1.7266038, -0.5910492, 2.2614650000000003, 0.9729133400000003, 0.04, 0.04)",(),()
2022/11/28/21:56:30.866367,73,1669694190,865428447,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.05099248000000012, 0.48970584000000006, 0.6588460199999999, -1.7266038, -0.5910492, 2.2614650000000003, 0.9729133400000003, 0.04, 0.04)",(),()
2022/11/28/21:56:30.966168,74,1669694190,965336799,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.05041302000000014, 0.48935328, 0.6582665600000004, -1.7266034536207389, -0.5910478854055681, 2.261088, 0.9723338799999999, 0.04, 0.04)",(),()
2022/11/28/21:56:31.066326,75,1669694191,65346717,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.0506270901735774, 0.4805392799999999, 0.6536308800000001, -1.7257031999999999, -0.5869929800000002, 2.252417, 0.9653803599999997, 0.04, 0.04)",(),()
2022/11/28/21:56:31.166615,76,1669694191,165396451,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.049833560000000166, 0.4713727200000002, 0.6489951999999999, -1.7245024, -0.5829367599999999, 2.243746, 0.95842684, 0.04, 0.04)",(),()
2022/11/28/21:56:31.266538,77,1669694191,265440702,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.04989711546557753, 0.46220616000000003, 0.6443595199999996, -1.7233016, -0.5788805400000001, 2.235075, 0.9514733200000003, 0.04, 0.04)",(),()
2022/11/28/21:56:31.366508,78,1669694191,365430355,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.049254099999999745, 0.4530395999999999, 0.6397238400000003, -1.7224009999999998, -0.5742448600000003, 2.2264039999999996, 0.9445198000000001, 0.04, 0.04)",(),()
2022/11/28/21:56:31.466292,79,1669694191,465349674,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.04867463999999977, 0.44387304000000016, 0.63508816, -1.7212002, -0.57018864, 2.217733, 0.9375662800000004, 0.04, 0.04)",(),()
2022/11/28/21:56:31.566251,80,1669694191,565338850,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.048802116531138195, 0.43470648, 0.6304524800000002, -1.7199994, -0.5661324200000002, 2.209062, 0.9306127599999998, 0.04, 0.04)",(),()
