time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2022/11/28/23:03:57.621562,5332,1669698237,621274709,RL_myo,0.709466552339665,0.5061601960214076,-0.22064019156124304,-0.43792347840993606,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-69.9375,368.9375,4.5,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.17138671875,0.2802734375,0.423828125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:03:57.641052,5333,1669698237,640530109,RL_myo,0.7316504126107275,0.5218662741154351,-0.1759086084211326,-0.40174547558219803,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-63.3125,354.3125,56.4375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.279296875,0.287109375,0.36474609375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:03:57.663722,5334,1669698237,663196325,RL_myo,0.7510589348405485,0.5365753024122928,-0.14056795830457403,-0.3581034352466069,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-30.3125,332.25,109.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.20458984375,0.39794921875,0.3837890625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:03:57.682482,5335,1669698237,682119846,RL_myo,0.7655735504210428,0.5523750802288477,-0.11309956062586242,-0.309818332291893,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.625,312.25,140.125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0712890625,0.50439453125,0.38818359375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:03:57.701027,5336,1669698237,700591087,RL_myo,0.7766224089452854,0.5665364036333024,-0.09033332012252612,-0.26025761959625093,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",20.5,290.1875,155.0625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.03564453125,0.56689453125,0.29638671875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:03:57.724087,5337,1669698237,723370075,RL_myo,0.7848145908997048,0.5781430864055066,-0.07275618232636866,-0.2110051361596111,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",24.75,260.5,166.625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.01513671875,0.70458984375,0.2802734375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:03:57.746268,5338,1669698237,745675563,RL_myo,0.7884025119702082,0.5893639897487288,-0.06335540817721422,-0.16449212431367274,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",48.875,213.375,173.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.17919921875,0.6796875,0.36669921875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:03:57.761308,5339,1669698237,760753870,RL_myo,0.7886354624968962,0.5996095335941111,-0.06127931308311151,-0.12152102823553289,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",59.5625,166.5,176.9375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.38037109375,0.69921875,0.2412109375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:03:57.783518,5340,1669698237,783094644,RL_myo,0.7873817146929446,0.6075657045002768,-0.06390609730879945,-0.08252248668719854,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",52.875,129.5625,172.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.5517578125,0.99853515625,0.08984375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:03:57.801917,5341,1669698237,801547288,RL_myo,0.7845716249669614,0.614033806376819,-0.06677465051453678,-0.05432307034546411,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",47.375,90.0,123.8125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.62353515625,1.07958984375,0.1064453125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
