time,.data
2022/11/28/23:04:07.574083,"(-5, -2, -2, 31, -1, -1, 0, 6)"
2022/11/28/23:04:07.574098,"(7, -1, 0, -43, 0, -2, -6, -9)"
2022/11/28/23:04:07.575006,"(-14, -3, 1, 27, 5, -3, -3, -13)"
2022/11/28/23:04:07.575021,"(4, 1, -4, -7, -5, 2, 2, 10)"
2022/11/28/23:04:07.587742,"(-6, -3, -3, -8, -3, -1, 0, -2)"
2022/11/28/23:04:07.587752,"(6, 0, 2, 9, 1, 0, 1, 3)"
2022/11/28/23:04:07.595986,"(-6, -3, -4, -17, -6, 1, -2, 2)"
2022/11/28/23:04:07.596006,"(1, -6, -5, 5, 3, -4, -4, -4)"
2022/11/28/23:04:07.611446,"(-29, -3, 2, 5, -2, -6, -8, -12)"
2022/11/28/23:04:07.611483,"(30, 3, 2, 17, 3, -1, -5, -2)"
2022/11/28/23:04:07.612234,"(-1, -2, 1, -4, -4, 1, 2, 0)"
2022/11/28/23:04:07.612253,"(-18, -13, -4, 0, 1, -2, 0, -1)"
2022/11/28/23:04:07.634232,"(44, 4, -3, -20, -6, -3, 0, 4)"
2022/11/28/23:04:07.634256,"(-25, -11, -2, 9, 0, 4, 1, -6)"
2022/11/28/23:04:07.635130,"(0, -2, -2, -5, -7, -3, -4, -2)"
2022/11/28/23:04:07.635147,"(5, 0, 0, 19, 8, 2, -1, -3)"
2022/11/28/23:04:07.647943,"(-13, -5, 0, -34, 1, 3, 5, -1)"
2022/11/28/23:04:07.647951,"(-2, 1, -1, 13, 1, 0, 1, 6)"
2022/11/28/23:04:07.656483,"(5, -4, -4, -8, -2, 0, 0, -4)"
2022/11/28/23:04:07.656503,"(-12, -3, -2, -2, -4, -1, 1, 0)"
2022/11/28/23:04:07.670990,"(6, 7, -2, 3, 0, 0, 1, 2)"
2022/11/28/23:04:07.671046,"(5, 1, 1, -4, -2, -1, 3, 9)"
2022/11/28/23:04:07.671916,"(10, 16, 3, 15, 4, 0, -3, -7)"
2022/11/28/23:04:07.671924,"(-13, -4, -2, -12, -4, -3, -2, 2)"
2022/11/28/23:04:07.694658,"(-12, -3, -2, 7, -3, -4, -8, -5)"
2022/11/28/23:04:07.694694,"(11, -2, -2, 4, -4, -1, -1, -1)"
2022/11/28/23:04:07.695430,"(-6, -7, -1, -14, 1, -1, -2, -3)"
2022/11/28/23:04:07.695452,"(24, -4, 1, 1, 2, 0, 2, 8)"
2022/11/28/23:04:07.717503,"(-7, 2, -1, 3, -3, 2, -1, -6)"
2022/11/28/23:04:07.717931,"(-2, -3, -1, -5, -1, 2, 0, 0)"
2022/11/28/23:04:07.718555,"(1, -5, 0, 2, -1, -3, -1, 2)"
2022/11/28/23:04:07.718575,"(3, 1, -1, 6, 4, 2, 3, 1)"
2022/11/28/23:04:07.731109,"(2, -1, 0, -22, -3, 1, 1, 5)"
2022/11/28/23:04:07.731311,"(-11, -2, -3, -1, -3, -3, -5, -1)"
2022/11/28/23:04:07.731833,"(-11, -3, -3, 20, -2, -3, -1, -3)"
2022/11/28/23:04:07.731845,"(-3, -3, 4, -9, -1, 0, -2, -6)"
2022/11/28/23:04:07.754266,"(-5, -2, -4, 2, -1, -4, -2, 1)"
2022/11/28/23:04:07.754292,"(-4, -2, -3, -5, -2, 2, 0, -4)"
2022/11/28/23:04:07.755095,"(-25, 3, 2, -7, -1, -1, 2, 6)"
2022/11/28/23:04:07.755104,"(-7, -1, -2, 13, 0, 1, 1, -2)"
2022/11/28/23:04:07.777124,"(10, -17, -4, -9, 0, -2, 1, 4)"
2022/11/28/23:04:07.777141,"(-2, -11, -2, -4, -1, 3, 2, 5)"
2022/11/28/23:04:07.777718,"(16, 14, -1, 1, 3, 3, 2, 6)"
2022/11/28/23:04:07.777941,"(-5, -1, 0, -3, -1, -5, -4, -4)"
2022/11/28/23:04:07.790921,"(31, 10, 2, 4, -5, 0, 1, 2)"
2022/11/28/23:04:07.790933,"(0, -1, -1, -3, -1, -2, 1, -4)"
2022/11/28/23:04:07.791627,"(1, -6, -3, -11, -2, 3, 1, 1)"
2022/11/28/23:04:07.791635,"(-4, 1, 5, -6, -1, 0, -2, -1)"
2022/11/28/23:04:07.814413,"(-1, 3, -2, 9, 0, -1, -1, -3)"
2022/11/28/23:04:07.814438,"(-10, 0, -6, -17, -5, -6, 0, -2)"
2022/11/28/23:04:07.815286,"(2, -4, 1, 10, -3, -6, -6, -5)"
2022/11/28/23:04:07.815302,"(-1, 1, -1, 6, 4, 0, 0, -5)"
2022/11/28/23:04:07.836974,"(-9, -2, -5, -3, -6, 2, -1, 2)"
2022/11/28/23:04:07.837006,"(5, 3, 2, -3, 0, 0, 1, 1)"
2022/11/28/23:04:07.837749,"(-15, 4, -2, 0, -1, -2, -1, -1)"
2022/11/28/23:04:07.837766,"(5, -3, 3, -5, -2, 0, 1, -1)"
2022/11/28/23:04:07.850701,"(-4, -3, 1, 15, 2, 1, 0, -1)"
2022/11/28/23:04:07.850782,"(-6, 7, 1, -1, 2, 1, 2, -3)"
2022/11/28/23:04:07.851408,"(4, 1, 1, -3, 2, -1, -5, -6)"
2022/11/28/23:04:07.851426,"(2, 2, -1, -1, -15, -3, -1, -2)"
2022/11/28/23:04:07.874331,"(-6, 1, 1, 6, 10, 1, -1, -6)"
2022/11/28/23:04:07.874352,"(1, 4, 0, -13, -2, -1, -1, 2)"
2022/11/28/23:04:07.875395,"(-1, -3, 2, -6, 1, -1, -3, 0)"
2022/11/28/23:04:07.875409,"(2, -2, -4, 0, 2, 1, 0, -1)"
2022/11/28/23:04:07.896795,"(-9, -8, -8, 5, -5, -8, -3, 0)"
2022/11/28/23:04:07.896823,"(-8, -3, -10, -14, -7, -10, -7, -2)"
2022/11/28/23:04:07.897186,"(-1, -11, 7, -2, 4, 1, -1, -4)"
2022/11/28/23:04:07.897366,"(-1, -2, -6, -2, -4, 2, 4, 4)"
2022/11/28/23:04:07.910922,"(3, 14, 1, -9, 0, 3, 3, 3)"
2022/11/28/23:04:07.910938,"(5, -2, 8, 24, 4, 5, 1, 3)"
2022/11/28/23:04:07.911986,"(-3, -4, -4, -4, -4, -6, -4, -4)"
2022/11/28/23:04:07.912010,"(-7, -7, -9, -3, -2, -6, -3, -6)"
2022/11/28/23:04:07.933953,"(-1, 0, 1, -9, 2, 1, 0, -1)"
2022/11/28/23:04:07.933987,"(-3, -1, 1, 5, 1, 1, -3, -4)"
2022/11/28/23:04:07.934457,"(8, 6, 2, -1, 0, 2, 3, 5)"
2022/11/28/23:04:07.934480,"(-1, -4, -3, 2, 0, -3, -3, -2)"
2022/11/28/23:04:07.956802,"(1, 4, -4, 1, 0, 3, 4, 6)"
2022/11/28/23:04:07.956820,"(-4, 1, 7, -2, 0, -2, -3, -6)"
2022/11/28/23:04:07.957747,"(6, -4, -7, -8, 1, 3, 4, 3)"
2022/11/28/23:04:07.957859,"(-2, 2, 3, 13, 3, 1, -2, -1)"
2022/11/28/23:04:07.970595,"(-5, -1, 3, -2, -6, -7, -5, -7)"
2022/11/28/23:04:07.970690,"(3, 2, -2, -9, -4, -3, 0, -1)"
2022/11/28/23:04:07.971424,"(-5, -2, 0, 5, 0, 0, 1, -2)"
2022/11/28/23:04:07.971433,"(6, 8, 9, 1, 3, 4, 1, -1)"
2022/11/28/23:04:07.993947,"(3, -1, 7, -7, 0, 2, -2, 2)"
2022/11/28/23:04:07.993984,"(-16, -19, -21, -8, -8, -10, -7, -5)"
2022/11/28/23:04:07.994352,"(-4, -7, -19, 0, -3, -6, 0, -1)"
2022/11/28/23:04:07.994361,"(-1, 3, 4, -10, -1, -1, 0, 1)"
2022/11/28/23:04:08.016852,"(5, 3, 11, 10, 5, 8, 3, 2)"
2022/11/28/23:04:08.017010,"(7, 5, 10, 6, 1, 3, 1, 1)"
2022/11/28/23:04:08.017496,"(-6, -7, -8, -6, -3, -5, -3, -1)"
2022/11/28/23:04:08.017602,"(1, -2, -9, -8, -2, -3, -1, 0)"
2022/11/28/23:04:08.030970,"(-12, -1, 0, 4, -5, -6, -4, -7)"
2022/11/28/23:04:08.031075,"(8, 6, 4, 1, 4, 8, 4, 4)"
2022/11/28/23:04:08.031878,"(-2, -7, 1, -2, -1, 1, 0, -3)"
2022/11/28/23:04:08.031889,"(4, 5, 4, 2, 1, 1, 2, 2)"
2022/11/28/23:04:08.053698,"(-3, 0, -1, -1, -2, -5, -5, -5)"
2022/11/28/23:04:08.053724,"(-6, -6, -16, -6, -8, -8, -4, -2)"
2022/11/28/23:04:08.054219,"(-4, 2, 3, -9, -7, -3, -5, -6)"
2022/11/28/23:04:08.054233,"(-1, -8, 2, 7, 5, 3, 3, 1)"
2022/11/28/23:04:08.077182,"(3, -2, -11, -9, -6, -5, 2, 6)"
2022/11/28/23:04:08.077395,"(-3, 3, 6, 3, -1, 0, -4, -5)"
2022/11/28/23:04:08.077690,"(18, 6, -4, 8, 4, 4, 5, 10)"
2022/11/28/23:04:08.077714,"(-13, -8, -11, -11, -5, -8, -6, -8)"
2022/11/28/23:04:08.091354,"(0, 2, 7, 7, 4, 6, 2, 1)"
2022/11/28/23:04:08.091378,"(0, 5, 8, 1, -2, -2, -2, -1)"
2022/11/28/23:04:08.092092,"(1, -2, 0, 2, 4, 6, 6, 3)"
2022/11/28/23:04:08.092116,"(3, 3, 7, 0, 1, -1, -4, -1)"
2022/11/28/23:04:08.113460,"(-5, -5, 5, 1, -2, -4, -6, -8)"
2022/11/28/23:04:08.113473,"(3, 3, -6, -1, 0, 2, 0, 4)"
2022/11/28/23:04:08.114211,"(-7, 0, -3, -6, -5, -8, -5, -5)"
2022/11/28/23:04:08.114226,"(-1, -2, -2, 0, -1, 0, -1, 1)"
2022/11/28/23:04:08.137229,"(-9, -6, -7, 0, -2, -3, 0, -4)"
2022/11/28/23:04:08.137305,"(7, 1, -2, -3, -2, 1, 1, 4)"
2022/11/28/23:04:08.137705,"(-2, -1, 4, 2, -4, -1, -4, -3)"
2022/11/28/23:04:08.137728,"(-7, -8, -8, -6, -3, -5, -2, -3)"
2022/11/28/23:04:08.151148,"(-3, 2, 2, 1, -4, -1, -3, -5)"
2022/11/28/23:04:08.151161,"(5, -3, -3, 2, 3, 5, 7, 6)"
2022/11/28/23:04:08.152097,"(-2, 0, 2, 0, 1, -1, -1, -1)"
2022/11/28/23:04:08.152118,"(1, 0, -2, -2, -2, -1, -1, 0)"
2022/11/28/23:04:08.173443,"(-2, 0, -3, -1, -1, -2, -1, -3)"
2022/11/28/23:04:08.173766,"(-3, -2, -1, 0, -2, -3, -2, -3)"
2022/11/28/23:04:08.174242,"(4, 2, -1, -2, 0, 3, 0, 2)"
2022/11/28/23:04:08.174254,"(-3, 1, 1, -2, -1, -2, -5, -6)"
2022/11/28/23:04:08.196765,"(-1, -2, -2, 0, -1, -4, -3, -2)"
2022/11/28/23:04:08.196784,"(-2, -2, -2, -1, -1, 1, 5, 2)"
2022/11/28/23:04:08.197623,"(-2, 0, 1, 1, 0, 1, -1, -2)"
2022/11/28/23:04:08.197723,"(2, 2, 3, 1, -1, 1, 1, 0)"
2022/11/28/23:04:08.210686,"(-1, -1, -3, -2, -3, -5, -1, 1)"
2022/11/28/23:04:08.210947,"(-6, -5, -1, -1, -2, -3, -2, -5)"
2022/11/28/23:04:08.211747,"(2, 1, 0, -14, -3, -1, -3, -2)"
2022/11/28/23:04:08.211773,"(-1, -4, -4, 5, 1, 3, 2, 0)"
2022/11/28/23:04:08.233550,"(2, 2, -3, 3, 1, 1, -1, -1)"
2022/11/28/23:04:08.233761,"(-3, -1, 2, -4, -3, -6, -5, -3)"
2022/11/28/23:04:08.234512,"(0, -1, -2, 7, 3, 1, 4, 1)"
2022/11/28/23:04:08.234522,"(0, 2, -1, -4, 0, -1, -4, 1)"
2022/11/28/23:04:08.256801,"(-1, -4, -3, -5, -1, 1, 1, -8)"
2022/11/28/23:04:08.256817,"(0, -2, -1, -2, -2, 1, 10, 13)"
2022/11/28/23:04:08.257536,"(-6, 1, 2, -1, -4, -5, -5, -6)"
2022/11/28/23:04:08.258124,"(-8, -6, -4, -3, -3, -1, -9, 0)"
2022/11/28/23:04:08.279609,"(4, 5, 1, 4, 2, 5, 9, 1)"
2022/11/28/23:04:08.279646,"(-3, -1, -1, -2, 0, -2, -1, -5)"
2022/11/28/23:04:08.280127,"(1, -1, -1, 1, -1, 0, 0, 0)"
2022/11/28/23:04:08.280155,"(-5, 0, 0, -1, -2, -3, -4, -3)"
2022/11/28/23:04:08.293688,"(0, -3, -3, -2, -1, -1, -9, 0)"
2022/11/28/23:04:08.293711,"(5, 0, 1, 2, 3, 2, 0, -2)"
2022/11/28/23:04:08.294827,"(-3, -3, -1, 0, -2, 0, 2, 1)"
2022/11/28/23:04:08.294854,"(2, 3, -2, -2, -1, -1, 0, -1)"
2022/11/28/23:04:08.317131,"(-5, -5, -6, -4, -3, -1, -6, -2)"
2022/11/28/23:04:08.317163,"(2, 0, -2, 0, -3, 2, -5, -3)"
2022/11/28/23:04:08.317925,"(0, -1, -2, 1, -2, -5, -6, -2)"
2022/11/28/23:04:08.318117,"(-1, -2, -1, -2, -1, -1, 2, -2)"
2022/11/28/23:04:08.330563,"(-2, -1, 0, -1, -2, -2, 2, -1)"
2022/11/28/23:04:08.330576,"(0, -1, 2, 4, 2, 3, 0, 2)"
2022/11/28/23:04:08.338656,"(1, 3, 2, 2, 3, 3, 2, 0)"
2022/11/28/23:04:08.338673,"(1, 2, 2, -2, -5, -6, 2, -3)"
2022/11/28/23:04:08.353714,"(-7, -6, -4, -6, -3, -2, 1, 1)"
2022/11/28/23:04:08.353744,"(1, 4, 8, 2, 5, 4, -3, -3)"
2022/11/28/23:04:08.354396,"(2, -2, 0, 1, 1, 1, 1, 0)"
2022/11/28/23:04:08.354409,"(1, -3, -10, -4, -3, -2, 3, 1)"
2022/11/28/23:04:08.377366,"(2, 0, -1, -2, -2, -3, -2, -1)"
2022/11/28/23:04:08.377382,"(-3, -2, -4, -2, 1, -2, -1, -1)"
2022/11/28/23:04:08.378112,"(0, 1, 1, 1, 2, 3, 0, 1)"
2022/11/28/23:04:08.378193,"(1, 2, 6, 2, 3, 5, 1, 0)"
2022/11/28/23:04:08.390135,"(0, -1, 0, 0, 1, 0, -3, 1)"
2022/11/28/23:04:08.390142,"(-3, 0, -2, -2, 1, 0, -3, -3)"
2022/11/28/23:04:08.399270,"(-2, 0, -1, -3, -4, -5, -2, -1)"
2022/11/28/23:04:08.399303,"(-4, -3, 0, -3, -3, -1, -3, -2)"
2022/11/28/23:04:08.413681,"(0, 0, -1, -1, -1, -1, 0, 0)"
2022/11/28/23:04:08.413713,"(2, 1, 1, -2, -1, 0, 0, -1)"
2022/11/28/23:04:08.414356,"(4, 8, 11, 2, 4, 4, 0, -1)"
2022/11/28/23:04:08.414379,"(3, -8, -8, -3, -4, -5, -1, 0)"
2022/11/28/23:04:08.436525,"(-14, -15, -20, -11, -11, -10, -4, -2)"
2022/11/28/23:04:08.436802,"(-6, -4, -2, -10, -8, -7, -5, -6)"
2022/11/28/23:04:08.437727,"(1, -2, -6, 1, 2, 2, 2, 2)"
2022/11/28/23:04:08.437751,"(6, 9, 12, 8, 9, 6, 1, 2)"
2022/11/28/23:04:08.450476,"(8, 11, 13, 6, 5, 6, 1, 2)"
2022/11/28/23:04:08.450516,"(0, -3, -2, 1, -3, -2, -1, 0)"
2022/11/28/23:04:08.458977,"(-7, -7, -9, -8, -8, -5, -4, -5)"
2022/11/28/23:04:08.459341,"(-5, -5, -16, -7, -4, -4, -2, -2)"
2022/11/28/23:04:08.473553,"(0, -3, 2, 3, 1, 1, 0, 2)"
2022/11/28/23:04:08.473573,"(3, 2, 2, 1, 0, 0, -1, 1)"
2022/11/28/23:04:08.474410,"(3, 1, 7, 0, 1, 0, -1, -3)"
2022/11/28/23:04:08.474427,"(0, -3, 1, -1, 0, 0, 3, 1)"
2022/11/28/23:04:08.496780,"(-14, -1, -3, -4, -1, -1, -3, -6)"
2022/11/28/23:04:08.496797,"(2, 2, -1, 3, 3, 6, 8, 7)"
2022/11/28/23:04:08.497614,"(-35, -11, -2, -1, -6, -5, 0, -2)"
2022/11/28/23:04:08.497646,"(43, 9, -4, -3, -2, 0, -2, -6)"
2022/11/28/23:04:08.519602,"(9, 13, 4, 1, -3, -2, 0, -1)"
2022/11/28/23:04:08.519621,"(-9, -12, -2, 1, 0, -4, -7, 1)"
2022/11/28/23:04:08.520291,"(7, -6, -5, -1, 0, 3, 12, 9)"
2022/11/28/23:04:08.520306,"(-29, -6, -2, -3, -4, -5, -12, -44)"
2022/11/28/23:04:08.533438,"(19, 18, 2, 6, 5, 7, -1, 15)"
2022/11/28/23:04:08.533453,"(24, -10, -3, 1, -1, -10, -21, -5)"
2022/11/28/23:04:08.534194,"(-15, -8, -10, -9, -6, -7, 3, -20)"
2022/11/28/23:04:08.534206,"(-35, -19, 5, -3, 0, 7, 15, 20)"
2022/11/28/23:04:08.556674,"(33, 17, 1, 3, 2, 10, 7, -7)"
2022/11/28/23:04:08.556696,"(-29, 1, 0, 1, 4, 1, 18, 25)"
2022/11/28/23:04:08.557397,"(26, -11, -2, 1, -1, -19, -25, -28)"
2022/11/28/23:04:08.557411,"(-23, 10, 7, -3, -10, -9, -29, -18)"
2022/11/28/23:04:08.578187,"(-30, -9, 1, -1, 4, -12, 27, 29)"
2022/11/28/23:04:08.578209,"(33, 15, 1, 3, 2, 28, -1, 2)"
2022/11/28/23:04:08.586050,"(-20, 5, 0, -2, 5, -11, 2, 19)"
2022/11/28/23:04:08.586212,"(-33, -3, -3, 0, -3, 14, 13, -34)"
2022/11/28/23:04:08.593966,"(12, -12, 1, 0, -1, -21, -3, 42)"
2022/11/28/23:04:08.593985,"(6, -26, -7, -8, -10, -17, -33, -52)"
2022/11/28/23:04:08.594484,"(22, 19, 4, 4, 8, 30, 32, 32)"
2022/11/28/23:04:08.594495,"(38, 10, 3, 4, -2, -40, -43, -2)"
2022/11/28/23:04:08.617131,"(-102, -16, -5, -4, -3, 2, -5, -47)"
2022/11/28/23:04:08.619016,"(6, -32, -2, 2, 5, 17, 27, 31)"
2022/11/28/23:04:08.619422,"(29, 36, -1, -1, -3, 8, -13, 43)"
2022/11/28/23:04:08.619438,"(32, 12, 2, -1, 3, 13, 33, 19)"
2022/11/28/23:04:08.641321,"(-35, -2, 3, 0, -1, 12, 8, 5)"
2022/11/28/23:04:08.641656,"(-7, -3, -8, -6, -3, -25, -13, -8)"
2022/11/28/23:04:08.641674,"(-24, -4, 1, 2, -2, 9, -5, -21)"
2022/11/28/23:04:08.641681,"(26, -3, -5, 2, 4, 11, 9, 14)"
2022/11/28/23:04:08.654467,"(74, -6, -6, -2, -1, -5, -22, -29)"
2022/11/28/23:04:08.654477,"(-52, 24, 3, -6, -12, -20, -7, 4)"
2022/11/28/23:04:08.654480,"(25, -3, -2, 1, 1, 4, 7, 9)"
2022/11/28/23:04:08.654484,"(-42, -9, -4, -3, -3, -21, -19, -21)"
2022/11/28/23:04:08.677485,"(13, -9, -2, -2, -4, 2, -24, -28)"
2022/11/28/23:04:08.677504,"(-1, 12, -3, -1, 8, 9, 39, -11)"
2022/11/28/23:04:08.677545,"(9, -3, -2, -5, -13, 15, -20, 19)"
2022/11/28/23:04:08.678503,"(-11, -7, 1, 0, 1, 2, 6, -1)"
2022/11/28/23:04:08.700038,"(10, 3, 2, 1, 3, 9, 11, 7)"
2022/11/28/23:04:08.700080,"(-2, 16, 4, 1, 1, -3, -7, -9)"
2022/11/28/23:04:08.700105,"(-30, -6, 0, -2, 0, -12, -2, -34)"
2022/11/28/23:04:08.700174,"(-11, -6, -4, -2, -2, 6, 2, -5)"
2022/11/28/23:04:08.721852,"(-45, -13, 1, -1, -2, -3, -16, -6)"
2022/11/28/23:04:08.721878,"(82, 29, 2, 2, 0, 7, 12, 15)"
2022/11/28/23:04:08.722573,"(-75, -18, -5, -3, -6, -23, -9, -16)"
2022/11/28/23:04:08.722587,"(28, -6, 0, 2, 4, 16, 7, 12)"
2022/11/28/23:04:08.737014,"(7, 10, 1, -2, -3, -9, 7, 26)"
2022/11/28/23:04:08.737046,"(-9, -2, 0, 0, 0, -1, 7, 11)"
2022/11/28/23:04:08.738050,"(5, -5, -1, 0, 5, 23, 36, 24)"
2022/11/28/23:04:08.738060,"(-3, 4, -1, -3, -6, -14, -34, 5)"
2022/11/28/23:04:08.760101,"(3, 3, -1, -3, 1, -2, 5, 6)"
2022/11/28/23:04:08.760135,"(-12, -11, -5, -3, -1, 5, -2, -7)"
2022/11/28/23:04:08.760592,"(16, 4, 0, 2, 1, 0, 1, -2)"
2022/11/28/23:04:08.760785,"(-24, 4, 2, 2, 1, 9, 20, 9)"
2022/11/28/23:04:08.773407,"(14, -2, -4, -2, -3, -4, -6, -8)"
2022/11/28/23:04:08.773431,"(-18, -7, -1, -3, -4, -7, -13, 3)"
2022/11/28/23:04:08.774264,"(7, -4, 1, 0, -2, -12, -6, -14)"
2022/11/28/23:04:08.774283,"(6, -3, -4, -1, 0, 2, 2, 4)"
2022/11/28/23:04:08.796917,"(0, 0, -1, 0, -3, -5, -6, -1)"
2022/11/28/23:04:08.796931,"(2, 3, 3, 5, -2, -8, 0, -3)"
2022/11/28/23:04:08.797586,"(-5, -3, -3, -5, -3, 1, -3, -4)"
2022/11/28/23:04:08.797598,"(-1, -2, -3, -2, -2, -3, 0, 4)"
2022/11/28/23:04:08.819273,"(4, -3, 0, 0, 4, 6, 9, -3)"
2022/11/28/23:04:08.819529,"(-25, -2, -3, -2, -2, -4, -12, -5)"
2022/11/28/23:04:08.819997,"(15, 0, 3, 0, 1, -10, -6, -9)"
2022/11/28/23:04:08.820009,"(-12, -1, -3, 0, -1, 2, 0, 9)"
2022/11/28/23:04:08.834204,"(2, -5, -2, -1, 0, 1, 6, -8)"
2022/11/28/23:04:08.834225,"(-4, 6, -2, -6, -4, -2, -3, 3)"
2022/11/28/23:04:08.835408,"(5, -2, -1, 0, -2, -8, -9, -6)"
2022/11/28/23:04:08.835437,"(-6, 1, 0, -1, -2, 2, 6, -1)"
2022/11/28/23:04:08.856639,"(1, -2, -2, -1, -2, 2, 1, 0)"
2022/11/28/23:04:08.856664,"(-8, -4, 0, 1, -1, 0, -5, -3)"
2022/11/28/23:04:08.857767,"(18, -16, -3, -2, 0, -4, -4, -2)"
2022/11/28/23:04:08.857783,"(2, 1, 1, 0, 1, 1, 7, 7)"
2022/11/28/23:04:08.879395,"(4, 2, 0, -1, -3, -3, -8, -4)"
2022/11/28/23:04:08.879408,"(0, -3, -2, -4, -1, 1, -8, -5)"
2022/11/28/23:04:08.880350,"(-20, 1, 0, 2, 1, 5, 10, 4)"
2022/11/28/23:04:08.880411,"(4, 12, -1, -1, -2, -3, -6, -8)"
2022/11/28/23:04:08.893476,"(0, -4, -1, -1, 0, 3, 0, -1)"
2022/11/28/23:04:08.893619,"(-6, -5, -1, -1, -1, -2, -5, -8)"
2022/11/28/23:04:08.894236,"(1, 4, 0, -1, 0, 3, 1, 2)"
2022/11/28/23:04:08.894244,"(-2, -7, -1, -3, -1, -4, -5, 2)"
2022/11/28/23:04:08.917097,"(-14, -6, -2, 0, -2, 0, -2, 1)"
2022/11/28/23:04:08.917185,"(9, 6, -2, 0, 1, 3, 3, 1)"
2022/11/28/23:04:08.918117,"(-12, -8, -1, 0, -2, -5, -7, -8)"
2022/11/28/23:04:08.918210,"(0, -2, -1, -1, 1, 1, 4, 3)"
2022/11/28/23:04:08.939444,"(3, -4, -2, -3, -2, -2, -4, -1)"
2022/11/28/23:04:08.939660,"(-6, -6, -1, -1, -1, 0, 1, -2)"
2022/11/28/23:04:08.940214,"(1, 2, -3, -2, -1, -1, -1, -1)"
2022/11/28/23:04:08.940324,"(9, -3, 0, -2, 0, -2, -3, 0)"
2022/11/28/23:04:08.953378,"(1, 3, 1, -1, 0, -2, 1, -1)"
2022/11/28/23:04:08.953527,"(-2, -1, -1, 1, -1, 2, -1, -7)"
2022/11/28/23:04:08.954327,"(23, -4, 0, 0, -1, 1, 8, 24)"
2022/11/28/23:04:08.954350,"(-27, -4, 0, 1, 0, 6, 9, -5)"
2022/11/28/23:04:08.977034,"(4, -2, -2, -2, -2, -3, -4, 4)"
2022/11/28/23:04:08.977060,"(-18, -5, 0, 0, 0, 0, -2, -8)"
2022/11/28/23:04:08.977493,"(7, 2, -1, -2, -2, -4, -8, -7)"
2022/11/28/23:04:08.977512,"(6, -4, 1, 0, 0, -1, 2, 4)"
2022/11/28/23:04:08.999521,"(-1, 25, 2, -1, -1, -2, -4, -6)"
2022/11/28/23:04:08.999559,"(10, -7, -4, -3, -3, -3, -1, 1)"
2022/11/28/23:04:09.000532,"(-22, -5, -2, -1, -1, -3, -5, -18)"
2022/11/28/23:04:09.000554,"(9, 1, 1, 0, 0, -2, -4, 2)"
2022/11/28/23:04:09.012996,"(-10, 1, 0, -2, -3, 1, -1, -9)"
2022/11/28/23:04:09.013020,"(2, -11, -2, -3, -1, -1, 2, 5)"
2022/11/28/23:04:09.021389,"(0, 6, -1, -2, -3, -3, -4, -3)"
2022/11/28/23:04:09.021410,"(0, -3, -2, -1, 0, -1, 1, -2)"
2022/11/28/23:04:09.036911,"(0, -3, -1, 2, 0, 0, 0, 0)"
2022/11/28/23:04:09.036943,"(-2, 5, 2, -1, -1, 2, 2, 6)"
2022/11/28/23:04:09.037644,"(-4, -4, -1, -3, 0, 1, 0, -1)"
2022/11/28/23:04:09.037666,"(10, 3, -1, -2, -4, -5, 2, 6)"
2022/11/28/23:04:09.059407,"(-10, -9, 0, 2, 3, 5, -3, -8)"
2022/11/28/23:04:09.059746,"(-2, 2, -1, 0, -4, -3, 5, 0)"
2022/11/28/23:04:09.060190,"(-16, -7, -2, -3, 0, -5, -10, -13)"
2022/11/28/23:04:09.060205,"(9, 13, -3, -1, -4, 2, 4, 8)"
2022/11/28/23:04:09.073407,"(-24, -9, -3, -4, -1, -10, -4, 1)"
2022/11/28/23:04:09.073448,"(16, 2, -1, -1, 0, 7, 7, 1)"
2022/11/28/23:04:09.074305,"(7, 2, 2, 1, 0, -2, -1, 5)"
2022/11/28/23:04:09.074328,"(-2, -9, 2, 1, 3, 0, -14, -18)"
2022/11/28/23:04:09.096452,"(-16, -1, -2, -4, -7, -6, 11, -7)"
2022/11/28/23:04:09.096474,"(-4, -4, -1, 0, 1, -1, 2, 7)"
2022/11/28/23:04:09.097124,"(4, 8, 0, -2, -3, 0, 0, 2)"
2022/11/28/23:04:09.097140,"(3, -8, -2, -3, -2, 0, 1, 4)"
2022/11/28/23:04:09.121449,"(25, -7, -4, 1, 0, 0, -9, -6)"
2022/11/28/23:04:09.121485,"(-6, 3, 2, -1, 0, -5, -5, -4)"
2022/11/28/23:04:09.121495,"(-8, -6, -3, 2, -1, -1, 1, -7)"
2022/11/28/23:04:09.121521,"(3, 1, -1, 0, 1, 0, 0, 2)"
2022/11/28/23:04:09.134549,"(4, 4, 2, -3, -3, 3, -1, 5)"
2022/11/28/23:04:09.134573,"(-15, -6, -2, 2, 2, 0, -3, -8)"
2022/11/28/23:04:09.134614,"(13, -2, -6, 0, -3, 0, 4, 11)"
2022/11/28/23:04:09.134621,"(-7, -1, -4, -3, -1, -4, 0, -2)"
2022/11/28/23:04:09.156119,"(4, 6, 3, 6, -1, 2, 2, 5)"
2022/11/28/23:04:09.156134,"(-3, -2, 0, -13, 3, 2, -4, -5)"
2022/11/28/23:04:09.156992,"(3, 2, -4, 4, 2, 3, 0, -1)"
2022/11/28/23:04:09.157022,"(-1, -4, -2, 1, -6, -7, -1, 3)"
2022/11/28/23:04:09.179513,"(8, 12, 2, -17, -3, 6, 2, 4)"
