time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2022/11/28/22:58:31.422948,2402,1669697911,422651290,RU_myo,0.41227358778067474,-0.11522909455661198,-0.6083095261894871,-0.6683653678439925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",156.25,102.1875,-0.125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.53759765625,0.50732421875,-0.05712890625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.446222,2403,1669697911,445889711,RU_myo,0.42229032961981794,-0.0975314274797614,-0.616437683069831,-0.6573911172618961,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",113.9375,79.625,-2.25,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.537109375,0.64208984375,-0.12353515625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.468682,2404,1669697911,468317747,RU_myo,0.4276672451593398,-0.08715696105145386,-0.6216342074993401,-0.6504423907040223,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",55.1875,55.1875,2.3125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.52587890625,0.69970703125,-0.12841796875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.483287,2405,1669697911,482752084,RU_myo,0.4301554481927973,-0.08391937305123386,-0.6219798769200904,-0.6488951085677952,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.9375,34.5,4.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.5986328125,0.7548828125,-0.146484375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.506136,2406,1669697911,505800485,RU_myo,0.43029220195520734,-0.08587533732637968,-0.6185221524275278,-0.6518469101959737,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-43.875,16.0,5.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.625,0.80029296875,-0.06591796875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.529255,2407,1669697911,528448581,RU_myo,0.42997530159402864,-0.09087767552498348,-0.6133785352760805,-0.6562234837102904,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-55.5625,2.25,8.1875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.6142578125,0.6865234375,0.0576171875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.542698,2408,1669697911,542438030,RU_myo,0.430341231633841,-0.09899496209191465,-0.609960327463992,-0.657993024853842,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-44.6875,-12.375,20.75,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.6435546875,0.5654296875,0.06982421875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.566379,2409,1669697911,566094398,RU_myo,0.43121204319499956,-0.1045528987959001,-0.6101665669951041,-0.6563700371576823,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-12.375,-13.375,22.75,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.66259765625,0.6318359375,0.099609375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.589027,2410,1669697911,588629961,RU_myo,0.43363566386630265,-0.10802746306028932,-0.6126438837283527,-0.6518877587270906,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",14.875,-9.125,27.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.69677734375,0.66259765625,0.150390625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.603013,2411,1669697911,602630615,RU_myo,0.4357750044393872,-0.10760102700653217,-0.6153338368008265,-0.6479864456768871,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",23.875,-0.5625,21.9375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.64892578125,0.83740234375,0.2197265625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.626614,2412,1669697911,626277685,RU_myo,0.4366394584965054,-0.10693211228485845,-0.616873777889877,-0.6460481783876865,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",14.5,-2.3125,14.125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.63232421875,0.849609375,0.25537109375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
