time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2022/11/28/23:08:17.172439,8974,1669698497,172029018,RL_myo,0.6852556387948787,0.09137148759917461,-0.6612683344351755,-0.29120465419883906,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-244.6875,-80.0,-167.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.04150390625,0.85546875,-0.18310546875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.187503,8975,1669698497,187159061,RL_myo,0.6727140400293009,0.08703413364922728,-0.6519625635631457,-0.33885940394145153,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-208.75,-41.0,-195.1875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.08349609375,0.85693359375,0.0146484375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.210063,8976,1669698497,209548711,RL_myo,0.662101456284471,0.09564094598062003,-0.6364669972469086,-0.38390654130063817,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-156.9375,10.9375,-238.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.23583984375,0.70263671875,0.50048828125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.232590,8977,1669698497,232178449,RL_myo,0.6528710134031886,0.11242296033361443,-0.6168614875634316,-0.424973438003777,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-115.9375,49.3125,-259.8125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.44873046875,0.4443359375,0.87548828125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.247741,8978,1669698497,247220754,RL_myo,0.6470287332944387,0.14367565684134598,-0.5934402767495356,-0.45666153971408263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-36.75,116.25,-274.0625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.54931640625,0.41455078125,1.13720703125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.269849,8979,1669698497,269476890,RL_myo,0.6455578838534627,0.1862150991431327,-0.5668849035861739,-0.476676474699399,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",37.875,181.0,-260.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.369140625,0.3525390625,1.40771484375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.292465,8980,1669698497,292056322,RL_myo,0.647635702557089,0.23717956273083102,-0.5356986675472218,-0.4871763432108835,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",85.25,244.1875,-245.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.0341796875,0.3095703125,1.44287109375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.307849,8981,1669698497,307221174,RL_myo,0.6517880367966115,0.29321001299474875,-0.49730957241490686,-0.49181646226304854,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",99.0,300.75,-239.4375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.6318359375,0.26708984375,1.33349609375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.330124,8982,1669698497,329734325,RL_myo,0.6569319846738392,0.3525447499280958,-0.45258298488864795,-0.48920466943796537,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",111.0625,350.0,-223.8125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2568359375,0.35302734375,1.19580078125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.352689,8983,1669698497,352263689,RL_myo,0.6663159703978209,0.4021577291335753,-0.3965425354652965,-0.48687391186804224,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",29.4375,377.875,-208.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.06396484375,0.3642578125,0.9404296875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.367371,8984,1669698497,366995573,RL_myo,0.6798360806812566,0.44490260298847895,-0.3350960749631979,-0.47706938468348903,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.8125,407.25,-163.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.04150390625,0.41259765625,0.63427734375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.390063,8985,1669698497,389634609,RL_myo,0.6956671397091961,0.4819866118866048,-0.27422639574604474,-0.4566574433500794,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-18.0,422.375,-104.25,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0302734375,0.322265625,0.44873046875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.412553,8986,1669698497,412138700,RL_myo,0.7133782392075124,0.5113520609240708,-0.21368388222668558,-0.42889364193285334,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-41.5625,424.4375,-56.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.05224609375,0.23974609375,0.419921875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.427809,8987,1669698497,427306413,RL_myo,0.7312201489182937,0.5349870288204378,-0.15729167977983663,-0.39289349737788454,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-48.1875,416.8125,-1.875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.16845703125,0.30908203125,0.26611328125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.450030,8988,1669698497,449676990,RL_myo,0.7490287573203331,0.5540200480929485,-0.1069953888186558,-0.3472314700452555,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-46.6875,409.75,62.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.25830078125,0.3994140625,0.181640625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.472633,8989,1669698497,472106695,RL_myo,0.7645410523247884,0.5698351640191781,-0.06323363645285653,-0.2945613219319359,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-35.875,395.9375,111.3125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.28759765625,0.44873046875,0.1689453125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.487659,8990,1669698497,487205266,RL_myo,0.7767656129691908,0.5823605778201358,-0.027161771001987262,-0.238230094878104,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-24.9375,367.4375,147.625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.2734375,0.4853515625,0.2001953125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.510238,8991,1669698497,509773015,RL_myo,0.7831505563676341,0.5939395264604043,0.0012817521380812343,-0.184145057171004,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.8125,324.75,153.9375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.19287109375,0.56494140625,0.24560546875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.533054,8992,1669698497,532413721,RL_myo,0.7858756056869296,0.6028810374656158,0.024598669444025837,-0.13538424026513474,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.0625,281.3125,141.125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.05126953125,0.60107421875,0.31298828125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.547552,8993,1669698497,547179698,RL_myo,0.7842101686291766,0.6134271633501888,0.03808741790353411,-0.08526942758211081,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",37.625,243.75,175.375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.11328125,0.72802734375,0.30322265625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.569978,8994,1669698497,569632530,RL_myo,0.7796782724095468,0.6234862652781838,0.04535000441524137,-0.0361945526490419,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",46.4375,213.0,188.4375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.29443359375,0.98828125,0.23193359375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.592918,8995,1669698497,592336416,RL_myo,0.776039657299838,0.6283272166308426,0.05420192037771403,0.005432399677496113,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",21.5,191.625,148.625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2802734375,1.0810546875,0.22021484375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.608126,8996,1669698497,607567310,RL_myo,0.7734009146090722,0.6297196145546364,0.059633232860315966,0.04181040379663914,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.5,156.9375,138.0625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.23388671875,0.935546875,0.18896484375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.630260,8997,1669698497,629834651,RL_myo,0.7698514681696876,0.6309937745134568,0.06085323981330204,0.0739760548181766,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.0,123.4375,134.625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.30029296875,0.78564453125,0.177734375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.652686,8998,1669698497,652236461,RL_myo,0.763452303368017,0.6350912389306217,0.0597553409815549,0.10113850868890344,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",31.125,94.875,121.0625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.427734375,0.85400390625,0.1650390625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.670668,8999,1669698497,670393705,RL_myo,0.7556185660222259,0.6405574950995426,0.05566880460556345,0.12501064893880914,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",39.3125,74.5625,93.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.537109375,0.92529296875,0.13330078125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.689983,9000,1669698497,689582824,RL_myo,0.7505522276662776,0.6426328767786736,0.05408175615747576,0.1441162824918739,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",20.4375,67.875,67.4375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.46484375,0.90673828125,0.162109375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.712739,9001,1669698497,712162971,RL_myo,0.7475906636235784,0.6425446534916239,0.05298078837567489,0.15949170509866184,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.8125,55.375,57.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.333984375,0.9267578125,0.16357421875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.727796,9002,1669698497,727288007,RL_myo,0.7444917942911077,0.6432282141706726,0.0509064652323345,0.17145834632809065,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.6875,37.8125,48.25,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.3408203125,0.9521484375,0.1640625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.749873,9003,1669698497,749536037,RL_myo,0.7414354557255175,0.6446282907645666,0.04846462104602461,0.17994169123889237,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",10.625,23.1875,34.125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.37353515625,0.98486328125,0.13671875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.772603,9004,1669698497,772061347,RL_myo,0.7391605827199735,0.6455905436357687,0.04712072418330467,0.1861024456410569,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.9375,18.75,23.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.3232421875,1.03076171875,0.1259765625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.787898,9005,1669698497,787297487,RL_myo,0.7388057271843046,0.6448069813264206,0.046327953315671445,0.19037797943554577,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.875,14.25,18.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2177734375,0.97900390625,0.138671875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.810005,9006,1669698497,809575080,RL_myo,0.7388323690402403,0.6440367090006258,0.04468153454539457,0.19325374094360548,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.3125,5.5,15.0625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2216796875,0.951171875,0.11328125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.832570,9007,1669698497,832135200,RL_myo,0.7378415985212521,0.6446347718384301,0.04284950381882188,0.19544745189154938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.4375,1.4375,13.125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2451171875,0.9658203125,0.08935546875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.847659,9008,1669698497,847258567,RL_myo,0.7368465452347036,0.6454121412617425,0.041566641592514345,0.19690746810198423,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.4375,0.0,10.9375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.21142578125,0.96728515625,0.126953125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.870084,9009,1669698497,869611501,RL_myo,0.7365347082155799,0.6453452780279544,0.03967411621282232,0.198675766573441,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.9375,-0.9375,12.75,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.220703125,0.9287109375,0.14990234375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.893227,9010,1669698497,892457962,RL_myo,0.7371008552585014,0.6445054596451238,0.03784386636802508,0.1996569143384033,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-8.4375,-3.125,9.125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.21142578125,0.9501953125,0.16064453125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.907995,9011,1669698497,907434940,RL_myo,0.7366667833452927,0.6451709255083059,0.037538327264674376,0.199166767259565,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.25,-3.6875,0.3125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.201171875,1.01171875,0.17138671875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.929895,9012,1669698497,929437637,RL_myo,0.7362540476958903,0.6459161277332044,0.03796634203837206,0.19819407170191974,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.4375,-2.375,-1.8125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.169921875,1.03125,0.11572265625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.952938,9013,1669698497,952409744,RL_myo,0.7376389285946737,0.6444956100149906,0.037477062652637956,0.19776169868818727,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-12.8125,-2.4375,0.5,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.1650390625,0.9892578125,0.15185546875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.966809,9014,1669698497,966619968,RL_myo,0.7391596257857722,0.6428430370582785,0.03686642559658187,0.1975771848611515,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-13.9375,-2.125,2.1875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.1474609375,0.9150390625,0.15380859375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.990601,9015,1669698497,989944458,RL_myo,0.7395936005739928,0.6423605721251713,0.036561571902601446,0.19757897871238878,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.0625,-1.1875,3.75,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.14599609375,0.919921875,0.14794921875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:18.013201,9016,1669698498,12459278,RL_myo,0.7388787497758944,0.6431693834273936,0.03644036461100446,0.19764472464059032,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.8125,-1.1875,4.3125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.1591796875,0.96923828125,0.14013671875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:18.029655,9017,1669698498,29354333,RL_myo,0.7380100701179412,0.6443167893610939,0.03643966684810279,0.19715263638085764,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.4375,-2.8125,1.4375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.1728515625,1.00390625,0.13232421875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
