time,.data
2022/11/28/23:08:17.213873,"(20, 12, 3, -12, -63, -9, -2, 1)"
2022/11/28/23:08:17.215593,"(0, -42, -35, -26, -37, -13, 7, 8)"
2022/11/28/23:08:17.215604,"(-19, -14, -28, 17, 2, -16, -4, -5)"
2022/11/28/23:08:17.235314,"(-23, -36, 13, 19, 77, -6, -4, -6)"
2022/11/28/23:08:17.235331,"(-8, 19, 12, -3, 18, 13, -1, -3)"
2022/11/28/23:08:17.237202,"(19, 68, 85, 26, 6, 20, 3, -2)"
2022/11/28/23:08:17.237224,"(16, -18, -56, -15, -28, -11, -4, 8)"
2022/11/28/23:08:17.248728,"(-27, -35, -64, -30, -25, -16, -15, -10)"
2022/11/28/23:08:17.248751,"(14, 7, -2, 1, -5, 7, 1, 5)"
2022/11/28/23:08:17.258327,"(5, 7, 23, -4, -6, 0, -2, -2)"
2022/11/28/23:08:17.258340,"(-17, -3, 11, -2, -24, 2, -2, -3)"
2022/11/28/23:08:17.274159,"(2, -9, -4, -1, 2, -4, 3, 1)"
2022/11/28/23:08:17.274175,"(1, -2, 1, -1, 25, 3, 0, -3)"
2022/11/28/23:08:17.276413,"(2, 8, 17, 0, -20, -5, -3, 0)"
2022/11/28/23:08:17.276432,"(-4, 28, 16, 15, 66, 10, 3, -3)"
2022/11/28/23:08:17.295380,"(-6, -23, -1, 6, -23, 0, -4, -4)"
2022/11/28/23:08:17.295680,"(-14, -16, -49, -3, 5, -6, 4, 2)"
2022/11/28/23:08:17.297045,"(5, 15, 12, 5, 0, 3, 5, 1)"
2022/11/28/23:08:17.297062,"(15, 3, 1, -43, -42, -3, 4, 8)"
2022/11/28/23:08:17.308760,"(3, -13, -21, 11, -45, -8, 4, 3)"
2022/11/28/23:08:17.308784,"(1, 51, 119, -19, 80, 29, 1, -4)"
2022/11/28/23:08:17.318130,"(-7, -32, -89, 59, 13, -11, -4, -1)"
2022/11/28/23:08:17.318143,"(-23, -25, -9, -10, -39, -21, -10, -10)"
2022/11/28/23:08:17.332794,"(23, 14, 4, 12, 26, 13, 10, 12)"
2022/11/28/23:08:17.332968,"(-19, -6, -3, -13, -44, -13, -6, -8)"
2022/11/28/23:08:17.334494,"(6, 21, 29, -19, 6, 2, 0, 4)"
2022/11/28/23:08:17.334502,"(7, -7, -13, -6, -20, 6, 2, 3)"
2022/11/28/23:08:17.355359,"(7, 1, -5, -14, -16, -1, -3, -2)"
2022/11/28/23:08:17.355400,"(-4, 2, 5, 1, -7, -4, -4, -2)"
2022/11/28/23:08:17.356906,"(-18, -4, 0, -4, -15, -4, -4, -5)"
2022/11/28/23:08:17.356916,"(7, -5, -18, 8, 2, -6, -1, 2)"
2022/11/28/23:08:17.368539,"(0, -4, 3, -17, 40, 8, -1, -3)"
2022/11/28/23:08:17.368551,"(2, -4, -6, 25, 15, 8, 1, 0)"
2022/11/28/23:08:17.377943,"(-3, 0, -21, -24, -27, -9, -5, -5)"
2022/11/28/23:08:17.377952,"(-6, -11, 12, -2, -14, -6, -1, -4)"
2022/11/28/23:08:17.392691,"(-9, 7, 14, 2, 13, -4, -2, -5)"
2022/11/28/23:08:17.392706,"(-4, -2, 7, 5, -16, 2, -2, -4)"
2022/11/28/23:08:17.394508,"(9, 0, -8, 10, 10, 5, 4, 5)"
2022/11/28/23:08:17.394529,"(0, 0, 9, -2, 8, 2, 0, 0)"
2022/11/28/23:08:17.415580,"(-2, 1, -9, -4, -4, -2, -1, -2)"
2022/11/28/23:08:17.415592,"(-9, -2, -8, 8, -15, -9, -3, -2)"
2022/11/28/23:08:17.417186,"(-7, -2, 2, -7, -4, -2, -2, -4)"
2022/11/28/23:08:17.417197,"(8, 8, 24, 1, 30, 5, 2, 3)"
2022/11/28/23:08:17.428704,"(0, -1, -20, -5, -2, 8, 3, 0)"
2022/11/28/23:08:17.428720,"(-1, 0, -1, -2, -21, -13, -3, -3)"
2022/11/28/23:08:17.437973,"(2, -6, 3, -18, 6, -1, -1, 0)"
2022/11/28/23:08:17.437998,"(0, -4, 0, 11, 10, 6, -2, -4)"
2022/11/28/23:08:17.452667,"(0, 10, 7, 8, -7, -5, -2, 0)"
2022/11/28/23:08:17.452679,"(-3, -13, -12, -6, -13, -5, -1, -3)"
2022/11/28/23:08:17.454401,"(0, 4, 6, -5, 5, -2, -1, -1)"
2022/11/28/23:08:17.454407,"(2, 3, 4, 1, -5, -4, 0, -1)"
2022/11/28/23:08:17.475365,"(2, -1, -1, -1, -6, 2, 1, 0)"
2022/11/28/23:08:17.475383,"(-1, -1, -9, -6, -7, 1, -1, 1)"
2022/11/28/23:08:17.477190,"(2, -3, -5, -11, 17, 5, 0, -1)"
2022/11/28/23:08:17.477214,"(3, 7, 4, 27, -18, -2, 1, 2)"
2022/11/28/23:08:17.488666,"(-6, -5, 3, -2, 27, -2, -2, -5)"
2022/11/28/23:08:17.488683,"(2, -3, -3, -1, -17, 0, 2, 0)"
2022/11/28/23:08:17.498148,"(-3, 1, 6, 1, -1, -2, -1, -2)"
2022/11/28/23:08:17.498157,"(-2, 4, -1, -8, 6, 1, 1, -1)"
2022/11/28/23:08:17.512905,"(0, -1, 5, -2, -20, -3, 2, 1)"
2022/11/28/23:08:17.512921,"(-3, -3, -2, 3, 17, -2, -2, 0)"
2022/11/28/23:08:17.514866,"(-1, -1, 1, -8, -6, 0, 1, 0)"
2022/11/28/23:08:17.514893,"(1, -3, -7, -1, 8, 1, -2, 0)"
2022/11/28/23:08:17.535339,"(0, 2, -2, -4, -11, -3, -2, 0)"
2022/11/28/23:08:17.535453,"(-9, -9, -7, -27, -14, -3, -5, -7)"
2022/11/28/23:08:17.537130,"(3, 9, 16, 40, 14, -2, -2, 1)"
2022/11/28/23:08:17.537147,"(-1, -10, -10, 6, 9, 3, -4, -3)"
2022/11/28/23:08:17.548522,"(0, 7, 4, 1, -7, -1, -4, 1)"
2022/11/28/23:08:17.548542,"(-3, -2, -9, -9, -13, -5, -7, -3)"
2022/11/28/23:08:17.558192,"(-3, -9, -10, -11, -10, -4, -7, -4)"
2022/11/28/23:08:17.558218,"(-1, -5, -8, -21, 1, -3, -3, -4)"
2022/11/28/23:08:17.572889,"(-2, -6, -2, -7, -7, 0, -1, -2)"
2022/11/28/23:08:17.572919,"(2, 6, 7, 11, -16, -4, -2, -1)"
2022/11/28/23:08:17.574485,"(-3, -20, 0, 17, 19, 5, 0, -3)"
2022/11/28/23:08:17.574497,"(6, 16, 5, 17, 37, 5, 3, 4)"
2022/11/28/23:08:17.595521,"(-2, 0, 3, -3, -15, -1, 2, 1)"
2022/11/28/23:08:17.595740,"(-1, -2, 1, -3, 1, -1, 1, -1)"
2022/11/28/23:08:17.597356,"(0, -2, -6, -18, -19, -5, -1, 2)"
2022/11/28/23:08:17.597369,"(0, -4, 0, -3, -8, 0, 1, 0)"
2022/11/28/23:08:17.608968,"(-3, 3, 1, -10, 2, -3, -1, -1)"
2022/11/28/23:08:17.609002,"(0, 0, 3, 6, 2, -2, 0, -4)"
2022/11/28/23:08:17.617948,"(5, 3, 2, 11, 6, 7, 4, -1)"
2022/11/28/23:08:17.617964,"(0, 2, 0, 0, -1, -4, -1, 3)"
2022/11/28/23:08:17.632417,"(-3, -2, -4, -2, -6, -4, -1, -2)"
2022/11/28/23:08:17.632451,"(-4, -4, 0, 1, 2, 0, -1, -3)"
2022/11/28/23:08:17.638588,"(-5, 3, 2, -5, 7, 3, -2, -1)"
2022/11/28/23:08:17.638611,"(-3, 3, 7, 6, -8, -11, -3, -3)"
2022/11/28/23:08:17.655586,"(2, -12, -11, -18, -16, -5, -1, 1)"
2022/11/28/23:08:17.655609,"(-1, -3, -3, -11, 16, 5, 0, 0)"
2022/11/28/23:08:17.657869,"(-4, 0, 5, 29, 10, -5, -3, -2)"
2022/11/28/23:08:17.657882,"(0, -1, -5, 2, -6, 2, 1, 0)"
2022/11/28/23:08:17.668852,"(-1, 0, 0, 5, -1, -1, -1, 0)"
2022/11/28/23:08:17.668882,"(-4, 2, -4, -4, -6, -1, -1, 0)"
2022/11/28/23:08:17.677978,"(2, 6, 0, -13, 11, -1, 1, 0)"
2022/11/28/23:08:17.677990,"(-4, -1, 1, 4, -4, -2, -2, -6)"
2022/11/28/23:08:17.692154,"(-4, -8, -5, -7, -5, -2, -3, -3)"
2022/11/28/23:08:17.692180,"(6, 1, -5, -5, 2, 3, 2, 3)"
2022/11/28/23:08:17.698690,"(5, 6, 5, 8, -19, -3, 0, 1)"
2022/11/28/23:08:17.698728,"(-4, -1, 1, 1, 12, -1, 0, -1)"
2022/11/28/23:08:17.715694,"(-3, -1, 1, -1, 8, 3, -2, -4)"
2022/11/28/23:08:17.715707,"(-6, -5, 1, 5, -4, -5, -6, -5)"
2022/11/28/23:08:17.717140,"(4, -5, -11, -14, -7, 1, 2, 1)"
2022/11/28/23:08:17.717151,"(5, 2, 0, -5, -2, 1, 2, 4)"
2022/11/28/23:08:17.738015,"(-4, 6, 6, 0, 1, -3, -4, -5)"
2022/11/28/23:08:17.738106,"(1, 0, 0, 21, 10, 1, 2, 2)"
2022/11/28/23:08:17.739662,"(-4, -4, -6, -34, -11, -2, -6, -7)"
2022/11/28/23:08:17.739669,"(-4, -19, -13, 2, -14, 0, -2, -2)"
2022/11/28/23:08:17.751761,"(4, 8, 12, 21, 14, 1, 0, 3)"
2022/11/28/23:08:17.752017,"(-4, 2, -1, 5, 5, -8, -1, -1)"
2022/11/28/23:08:17.759019,"(-2, -3, -7, -22, -17, 1, 0, -2)"
2022/11/28/23:08:17.759047,"(-1, 10, 1, -12, -3, -5, -4, -2)"
2022/11/28/23:08:17.775595,"(-2, 0, -2, 23, 21, 1, 0, 0)"
2022/11/28/23:08:17.775618,"(5, -2, -2, 1, -1, 4, 1, 3)"
2022/11/28/23:08:17.777313,"(-3, 0, 4, 9, 0, -4, 0, 2)"
2022/11/28/23:08:17.777325,"(-8, -9, -4, -20, -18, -3, -3, -6)"
2022/11/28/23:08:17.797950,"(6, 2, -3, -2, -2, 3, 2, 2)"
2022/11/28/23:08:17.797984,"(10, 7, 0, -2, 7, 4, 4, 4)"
2022/11/28/23:08:17.800356,"(-1, 0, -1, -6, -1, -3, 0, 0)"
2022/11/28/23:08:17.800378,"(-6, -7, 0, 6, 0, 0, -5, -5)"
2022/11/28/23:08:17.812024,"(-4, 2, -4, -1, -2, -3, -1, -2)"
2022/11/28/23:08:17.812105,"(0, -2, -3, -3, -1, 1, 1, 0)"
2022/11/28/23:08:17.818683,"(-3, 0, 3, 1, -2, -4, -2, -3)"
2022/11/28/23:08:17.818703,"(-1, 1, -3, -20, 3, 1, 1, -2)"
2022/11/28/23:08:17.835351,"(-4, -7, 1, 21, -16, -2, -3, -5)"
2022/11/28/23:08:17.835363,"(2, -1, 3, 0, 11, -3, -1, 2)"
2022/11/28/23:08:17.837143,"(3, 1, -6, 4, -1, 5, 2, 1)"
2022/11/28/23:08:17.837162,"(-3, -2, 2, 1, 11, -4, -1, -1)"
2022/11/28/23:08:17.858203,"(-2, 0, -2, -2, 1, 0, -2, -1)"
2022/11/28/23:08:17.858234,"(-4, -1, -1, -8, -16, -5, -1, -2)"
2022/11/28/23:08:17.859960,"(-4, -3, 1, 4, 1, -2, -2, -2)"
2022/11/28/23:08:17.859976,"(1, 0, -4, -6, -5, 0, -2, 0)"
2022/11/28/23:08:17.873135,"(-5, -2, 1, -13, -7, -3, -3, 0)"
2022/11/28/23:08:17.873149,"(4, 2, -2, 11, 4, 6, 4, 3)"
2022/11/28/23:08:17.878919,"(5, 6, 2, 0, 7, -1, 0, 2)"
2022/11/28/23:08:17.878940,"(1, 1, -2, -2, -7, -3, -1, 0)"
2022/11/28/23:08:17.895726,"(-6, -6, 0, -4, 3, -3, -4, -5)"
2022/11/28/23:08:17.895743,"(2, -7, -12, -12, -2, 1, -1, -2)"
2022/11/28/23:08:17.897310,"(-1, 4, 4, -9, -14, 0, -2, -1)"
2022/11/28/23:08:17.897331,"(-3, 5, 6, 32, 28, -5, -2, 0)"
2022/11/28/23:08:17.918265,"(2, -1, -1, -2, -3, 0, -1, -1)"
2022/11/28/23:08:17.918301,"(-6, -10, -6, -9, -4, -3, -2, -5)"
2022/11/28/23:08:17.920222,"(1, -1, -1, -10, -5, 4, 2, 0)"
2022/11/28/23:08:17.920243,"(-2, -1, -2, 22, -3, 0, 0, -1)"
2022/11/28/23:08:17.931613,"(-2, 2, -2, -13, 0, -6, 0, 0)"
2022/11/28/23:08:17.931641,"(-5, -5, 1, 1, -8, -2, -2, -3)"
2022/11/28/23:08:17.946580,"(0, -5, -6, -4, 2, -5, -2, -2)"
2022/11/28/23:08:17.946598,"(-1, -1, 0, -12, -11, 3, -1, -3)"
2022/11/28/23:08:17.955645,"(4, 2, -5, -4, 13, 4, 3, 2)"
2022/11/28/23:08:17.955677,"(0, 2, 7, 5, -2, -3, -2, -2)"
2022/11/28/23:08:17.957404,"(-4, -1, 1, 7, 2, -4, -3, 0)"
2022/11/28/23:08:17.957419,"(2, 1, 1, -8, -3, 0, 1, 1)"
2022/11/28/23:08:17.979043,"(2, -3, -4, -4, -13, 1, 1, 0)"
2022/11/28/23:08:17.980136,"(-4, -1, 2, 3, 0, -3, -5, -3)"
2022/11/28/23:08:17.980981,"(-4, 1, -1, 12, 17, -1, -2, -3)"
2022/11/28/23:08:17.981174,"(8, 5, 4, 6, 1, 4, 2, 4)"
2022/11/28/23:08:17.992143,"(-1, -2, -3, -11, -3, -2, -1, 1)"
2022/11/28/23:08:17.992178,"(-2, -2, 4, -2, -5, 3, -1, -1)"
2022/11/28/23:08:17.998888,"(-3, 0, 2, 2, -10, -2, -1, -3)"
2022/11/28/23:08:17.998907,"(0, -3, -11, -14, 7, -7, -3, -1)"
2022/11/28/23:08:18.015188,"(2, 3, 2, 2, -2, 0, 1, 0)"
2022/11/28/23:08:18.015200,"(-3, -3, -1, -3, 5, -2, -2, -4)"
2022/11/28/23:08:18.017224,"(0, -3, -5, -9, -7, 2, 1, 0)"
2022/11/28/23:08:18.017246,"(1, -5, -1, 3, -4, 0, -1, -1)"
2022/11/28/23:08:18.037694,"(0, 0, 1, -10, -10, -1, -1, 1)"
2022/11/28/23:08:18.037817,"(-1, -4, -1, 8, -6, -3, 1, -2)"
2022/11/28/23:08:18.039522,"(-2, 0, 9, 29, 30, 2, -1, -2)"
2022/11/28/23:08:18.039542,"(-4, 0, -3, -3, 4, -4, -2, -1)"
2022/11/28/23:08:18.061006,"(-3, -5, 3, 11, 1, 5, 1, -1)"
2022/11/28/23:08:18.061149,"(-3, 2, -5, -21, -25, -3, -1, -1)"
2022/11/28/23:08:18.062635,"(4, 5, -2, 7, 4, -3, 0, 3)"
2022/11/28/23:08:18.062659,"(2, -4, -8, -12, -4, -2, 0, -1)"
2022/11/28/23:08:18.075458,"(0, -2, -1, -8, -6, -1, -1, -1)"
2022/11/28/23:08:18.075884,"(0, -2, -3, -9, 0, -2, -2, 1)"
2022/11/28/23:08:18.077693,"(-3, -2, -4, -5, -5, 2, 0, -2)"
2022/11/28/23:08:18.077713,"(-5, -1, 15, -9, -9, -2, -2, -3)"
2022/11/28/23:08:18.097842,"(1, 1, -16, 2, -1, -4, 0, -1)"
2022/11/28/23:08:18.097867,"(-1, -2, 5, 11, 10, 0, 1, 0)"
2022/11/28/23:08:18.099542,"(-3, -9, -9, -22, -25, -9, -5, -3)"
2022/11/28/23:08:18.099562,"(0, 12, 3, 20, 22, -3, 0, 0)"
2022/11/28/23:08:18.111281,"(-1, -2, 19, 27, 30, 13, 3, 1)"
2022/11/28/23:08:18.111298,"(4, -3, -27, -5, -3, -4, 0, 3)"
2022/11/28/23:08:18.120915,"(0, -6, 2, -20, -20, -4, -1, 0)"
2022/11/28/23:08:18.120938,"(-6, -2, -3, 8, -12, -4, -5, -3)"
2022/11/28/23:08:18.135293,"(-5, -4, -16, -19, -14, -11, -6, -4)"
2022/11/28/23:08:18.135310,"(-2, 5, 16, 10, 17, 5, 0, -1)"
2022/11/28/23:08:18.137349,"(0, -8, -13, -20, -10, -6, -3, -2)"
2022/11/28/23:08:18.137371,"(2, -2, -10, -8, -13, 0, 1, 1)"
2022/11/28/23:08:18.158042,"(2, 0, 2, 8, 7, 1, -2, 0)"
2022/11/28/23:08:18.158160,"(2, 2, 2, 6, 4, 3, 0, 0)"
2022/11/28/23:08:18.160112,"(-3, 2, 0, -5, 1, 1, -2, -3)"
2022/11/28/23:08:18.160140,"(-1, -1, 11, -5, -1, 4, -1, -3)"
2022/11/28/23:08:18.171327,"(4, 3, -11, 5, -10, -2, 4, 2)"
2022/11/28/23:08:18.171335,"(-2, -3, 8, 2, 11, -8, -4, -3)"
2022/11/28/23:08:18.180779,"(-3, -3, 0, 17, 8, 0, -2, -2)"
2022/11/28/23:08:18.180815,"(2, -6, -4, -3, 2, 5, 0, 1)"
2022/11/28/23:08:18.195359,"(-4, -3, -1, -36, -16, -2, 0, -3)"
2022/11/28/23:08:18.195528,"(2, 10, -1, 20, 0, 1, -1, 2)"
2022/11/28/23:08:18.197538,"(0, 3, 5, 14, 8, 3, 1, 1)"
2022/11/28/23:08:18.197556,"(-3, -3, 1, 5, -2, -3, -1, -1)"
2022/11/28/23:08:18.216988,"(2, -4, 2, -3, -3, -2, 0, 1)"
2022/11/28/23:08:18.217001,"(-5, 0, -4, -9, -3, -2, -1, -1)"
2022/11/28/23:08:18.218429,"(-3, -1, -1, 0, 7, 1, 0, 0)"
2022/11/28/23:08:18.218441,"(3, -3, -8, -13, -8, 1, 3, 1)"
2022/11/28/23:08:18.230521,"(-3, -1, -1, -1, 3, -3, -3, -4)"
2022/11/28/23:08:18.230527,"(0, 0, 3, 9, 2, 1, 0, 1)"
2022/11/28/23:08:18.240128,"(-1, -2, -6, -2, -3, 0, 0, -1)"
2022/11/28/23:08:18.240134,"(-3, -3, -2, -5, -6, -4, -2, -1)"
2022/11/28/23:08:18.255253,"(0, 1, -5, -4, 1, -1, -1, -1)"
2022/11/28/23:08:18.255300,"(-1, -4, -4, -6, -8, 2, -2, -3)"
2022/11/28/23:08:18.256951,"(-4, 5, 5, 10, 3, -7, -3, -1)"
2022/11/28/23:08:18.256966,"(2, 4, 1, 3, 5, 0, 0, -1)"
2022/11/28/23:08:18.277886,"(-3, -7, -2, 6, 3, 1, -2, -2)"
2022/11/28/23:08:18.277919,"(6, -12, -12, -10, -8, 5, 2, 3)"
2022/11/28/23:08:18.280049,"(-4, 14, 5, -5, -2, -3, -2, -1)"
2022/11/28/23:08:18.280065,"(-10, 2, 3, -2, 0, -8, -4, -6)"
2022/11/28/23:08:18.290999,"(-3, -3, 4, 5, 4, 1, -1, 0)"
2022/11/28/23:08:18.291007,"(-2, -4, -2, -5, -1, -1, 1, -2)"
2022/11/28/23:08:18.301126,"(6, -7, -4, 8, 2, 3, 1, 1)"
2022/11/28/23:08:18.301156,"(1, -1, -6, -4, -2, 1, 0, 1)"
2022/11/28/23:08:18.315258,"(-4, -2, 0, -13, -2, -1, -1, -2)"
2022/11/28/23:08:18.315274,"(-1, 0, 3, 19, -3, -2, 0, 0)"
2022/11/28/23:08:18.316742,"(0, -1, 1, -2, 1, -1, 1, -1)"
2022/11/28/23:08:18.316753,"(0, 1, 0, -4, -6, -3, -2, -1)"
2022/11/28/23:08:18.337759,"(-4, -2, 2, -3, -5, -5, -3, -3)"
2022/11/28/23:08:18.337770,"(2, 2, 0, -9, 1, 0, 0, 0)"
2022/11/28/23:08:18.339467,"(0, -3, -8, -5, 0, 0, 0, 1)"
2022/11/28/23:08:18.339478,"(-2, -4, -1, 5, 1, 1, 0, 0)"
2022/11/28/23:08:18.351017,"(2, 4, 3, 5, 4, 1, 1, 0)"
2022/11/28/23:08:18.351037,"(-7, 5, 5, -1, -1, -3, -3, -2)"
2022/11/28/23:08:18.360806,"(1, -10, -5, -3, -6, -6, 1, -1)"
2022/11/28/23:08:18.360828,"(-2, -2, -10, -6, -3, 0, 0, 1)"
2022/11/28/23:08:18.375249,"(-1, -4, 2, 7, -12, -2, -1, -2)"
2022/11/28/23:08:18.375277,"(1, -2, 0, 6, 30, 2, 2, 0)"
2022/11/28/23:08:18.376958,"(-1, 8, 8, -10, -2, 1, 0, 0)"
2022/11/28/23:08:18.376971,"(-3, -2, -6, -7, -3, -1, 2, -2)"
2022/11/28/23:08:18.398087,"(0, -6, -6, -5, -7, 0, 0, 1)"
2022/11/28/23:08:18.398129,"(1, 3, -2, -14, -12, -1, -1, 1)"
2022/11/28/23:08:18.400021,"(-2, -1, -1, 19, 12, -2, -4, -2)"
2022/11/28/23:08:18.400037,"(-2, -4, 3, 5, -2, 0, 1, 0)"
2022/11/28/23:08:18.411594,"(2, 12, 1, -11, 4, 2, 2, 1)"
2022/11/28/23:08:18.411611,"(-4, -8, -6, 0, -12, -4, -3, -2)"
2022/11/28/23:08:18.420502,"(2, 0, -4, -10, 7, 5, 1, 3)"
2022/11/28/23:08:18.420517,"(-5, 1, 2, -10, -12, -1, -4, -3)"
2022/11/28/23:08:18.435285,"(-1, 1, 0, 10, 8, -1, -2, -1)"
2022/11/28/23:08:18.435375,"(-3, -7, 0, 1, -1, -2, -2, -2)"
2022/11/28/23:08:18.437192,"(-4, -5, -7, -2, -7, 0, -2, -2)"
2022/11/28/23:08:18.437202,"(-1, -3, -1, -2, -9, -3, -3, -1)"
2022/11/28/23:08:18.458270,"(7, -2, -9, 0, 17, 6, 2, 4)"
2022/11/28/23:08:18.458297,"(-2, 18, 13, 2, -7, -5, 0, -2)"
2022/11/28/23:08:18.460508,"(-4, -3, -4, -9, -20, -1, -2, -2)"
2022/11/28/23:08:18.460539,"(1, -8, -4, -7, 30, 5, -2, -2)"
2022/11/28/23:08:18.471013,"(-6, -5, 1, 13, -29, -9, -6, -4)"
2022/11/28/23:08:18.471033,"(1, 6, 2, 13, 19, -5, 1, -1)"
2022/11/28/23:08:18.480555,"(1, -2, 4, 12, 4, 5, 3, 1)"
2022/11/28/23:08:18.480565,"(0, 1, -5, -14, -12, 1, 1, 2)"
2022/11/28/23:08:18.495180,"(1, -6, 0, -2, -3, -1, -2, 0)"
2022/11/28/23:08:18.495191,"(1, -5, -6, -17, -11, -1, -1, -2)"
2022/11/28/23:08:18.497040,"(-3, -1, 2, -5, -9, -3, -1, -2)"
2022/11/28/23:08:18.497054,"(-1, -3, -2, 1, 2, -1, -2, -2)"
2022/11/28/23:08:18.517767,"(7, 7, 0, -5, 6, 3, 4, 4)"
2022/11/28/23:08:18.517798,"(-2, -1, -2, 2, -2, 0, -3, -2)"
2022/11/28/23:08:18.519773,"(3, -1, -1, 8, 11, 0, 1, 0)"
2022/11/28/23:08:18.519786,"(0, 4, 8, 4, -5, -2, -1, -2)"
2022/11/28/23:08:18.531577,"(-4, 3, 1, 4, 6, -5, -2, -1)"
2022/11/28/23:08:18.531605,"(0, -2, -3, -6, -3, 0, 3, 0)"
2022/11/28/23:08:18.540809,"(-1, -14, -7, -1, 3, 4, 0, -1)"
2022/11/28/23:08:18.540823,"(2, 14, 6, 8, 0, -1, 0, 3)"
2022/11/28/23:08:18.555574,"(-2, -7, -1, -1, 1, 0, -3, -2)"
2022/11/28/23:08:18.555611,"(1, -5, -9, -7, 5, 3, 1, 1)"
2022/11/28/23:08:18.557056,"(-4, 4, 6, -11, 0, -1, 0, -1)"
2022/11/28/23:08:18.557075,"(-1, -4, -2, 9, -2, 0, 0, -2)"
2022/11/28/23:08:18.577766,"(-2, 7, 9, 16, 1, -3, -1, -2)"
