time,.data
2022/11/28/22:58:31.591277,"(-3, -3, 2, 6, 0, 2, 5, 7)"
2022/11/28/22:58:31.599596,"(-7, 0, 6, -7, 4, -7, 11, 19)"
2022/11/28/22:58:31.599628,"(4, -1, 2, 17, 0, 3, -17, -12)"
2022/11/28/22:58:31.615275,"(6, 2, -2, -13, -3, -4, -2, 2)"
2022/11/28/22:58:31.615455,"(14, -3, -4, 7, 2, 2, -3, 3)"
2022/11/28/22:58:31.616267,"(-9, -4, 2, -7, -4, -10, -5, -5)"
2022/11/28/22:58:31.616467,"(-3, -2, -4, -8, 1, 0, 9, 4)"
2022/11/28/22:58:31.637989,"(4, 5, 8, 6, -2, 0, -4, -4)"
2022/11/28/22:58:31.638097,"(-5, 0, -13, -16, -6, 0, 0, -5)"
2022/11/28/22:58:31.638540,"(12, -2, 6, 13, 3, 1, -15, -21)"
2022/11/28/22:58:31.638657,"(-2, 1, -3, 2, 3, 1, 9, 9)"
2022/11/28/22:58:31.651214,"(8, -1, 6, -5, -2, -1, 5, 6)"
2022/11/28/22:58:31.651237,"(-20, -7, -6, -6, -3, -2, 9, 10)"
2022/11/28/22:58:31.659758,"(-5, -10, -9, -3, -5, -6, -2, -1)"
2022/11/28/22:58:31.660568,"(5, 11, -4, -2, 3, -1, 4, 0)"
2022/11/28/22:58:31.674753,"(3, -3, -5, -1, 2, 0, 0, 11)"
2022/11/28/22:58:31.674797,"(-17, -5, 1, 0, -3, -6, -7, -5)"
2022/11/28/22:58:31.675330,"(2, 5, 5, 8, 1, 1, -9, -13)"
2022/11/28/22:58:31.675348,"(30, -1, 6, 4, 0, 1, 7, 19)"
2022/11/28/22:58:31.699576,"(-59, -3, -5, -7, 0, 0, 1, -9)"
2022/11/28/22:58:31.699594,"(-6, 1, 3, -5, -2, -1, 2, 3)"
2022/11/28/22:58:31.699920,"(5, 0, -1, 1, -1, -2, -29, 0)"
2022/11/28/22:58:31.699979,"(-11, -2, -2, 0, -2, -1, 12, -6)"
2022/11/28/22:58:31.720830,"(18, 0, 3, 12, -4, 0, -20, -10)"
2022/11/28/22:58:31.720859,"(-1, 0, -1, -5, 9, -3, 9, 4)"
2022/11/28/22:58:31.721350,"(-3, 1, -8, -7, -3, 2, 12, 2)"
2022/11/28/22:58:31.721502,"(10, 2, 5, 7, 0, -3, -15, -9)"
2022/11/28/22:58:31.734325,"(1, -12, -6, -9, -1, 0, -1, -4)"
2022/11/28/22:58:31.734349,"(2, 3, 2, 3, 2, 3, -6, -7)"
2022/11/28/22:58:31.735126,"(10, 5, 3, -5, -4, -3, 2, 4)"
2022/11/28/22:58:31.735138,"(-10, -4, -1, 0, 4, -2, -6, -10)"
2022/11/28/22:58:31.757600,"(2, -2, -2, 0, 1, -2, 0, -2)"
2022/11/28/22:58:31.757626,"(1, -3, -3, 3, -3, -1, -8, -2)"
2022/11/28/22:58:31.758359,"(-1, 0, 1, -5, 1, -3, -2, 2)"
2022/11/28/22:58:31.758370,"(-13, -1, -3, -8, -6, -2, 2, -18)"
2022/11/28/22:58:31.780897,"(-1, 1, 3, 3, 1, -5, -8, -4)"
2022/11/28/22:58:31.781344,"(1, 5, -6, -6, -5, -1, -3, -1)"
2022/11/28/22:58:31.781578,"(-8, -28, -16, -9, -6, 0, 14, 9)"
2022/11/28/22:58:31.781789,"(-19, -7, -3, 2, -9, -2, 3, 2)"
2022/11/28/22:58:31.794191,"(8, 7, 15, 6, 7, 1, 7, -3)"
2022/11/28/22:58:31.794207,"(34, -2, -15, -2, 0, 2, 1, 18)"
2022/11/28/22:58:31.794807,"(-39, 25, 22, 5, -3, -3, -6, -28)"
2022/11/28/22:58:31.794826,"(-2, -9, -6, -9, 1, 0, 3, -4)"
2022/11/28/22:58:31.817687,"(32, -2, -8, -2, 0, 2, 14, -1)"
2022/11/28/22:58:31.817703,"(-20, -18, -3, -3, -3, -3, -8, 8)"
2022/11/28/22:58:31.818423,"(9, 17, -2, -3, 1, 2, 9, 15)"
2022/11/28/22:58:31.818582,"(5, -11, -17, -2, 0, 0, 2, 46)"
2022/11/28/22:58:31.840067,"(55, 17, 26, 4, 1, 0, -6, -1)"
2022/11/28/22:58:31.840106,"(-78, -8, 0, -5, -3, -4, -6, -35)"
2022/11/28/22:58:31.840989,"(54, -21, -16, 1, -4, -1, -3, -3)"
2022/11/28/22:58:31.840997,"(7, 27, 21, 8, 5, 0, -5, 11)"
2022/11/28/22:58:31.854382,"(-45, 22, -13, 2, -5, -3, 13, 8)"
2022/11/28/22:58:31.854401,"(32, -6, 5, -12, 0, 4, 13, 29)"
2022/11/28/22:58:31.855139,"(-21, -5, 8, 2, 1, 0, -19, 7)"
2022/11/28/22:58:31.855148,"(24, -12, -11, -4, 1, 2, 19, 53)"
2022/11/28/22:58:31.878113,"(-9, -12, -17, 4, 1, 1, -3, -22)"
2022/11/28/22:58:31.878163,"(-11, 10, 23, 5, -3, -4, -5, -17)"
2022/11/28/22:58:31.878691,"(11, 1, -14, -4, -3, 2, 19, 24)"
2022/11/28/22:58:31.878942,"(19, 2, 2, 0, -2, -4, -13, -27)"
2022/11/28/22:58:31.900380,"(-27, -8, -5, -4, -1, -2, -15, -2)"
2022/11/28/22:58:31.900430,"(10, 4, -3, -2, -2, -3, -5, 21)"
2022/11/28/22:58:31.901370,"(-2, -4, 1, 0, 2, 2, 3, -17)"
2022/11/28/22:58:31.901383,"(-5, -4, 2, 2, -1, -2, -3, -9)"
2022/11/28/22:58:31.914369,"(0, -2, 1, -5, -3, -1, 1, -14)"
2022/11/28/22:58:31.914602,"(-2, -8, -12, -9, -4, -2, -4, -15)"
2022/11/28/22:58:31.915306,"(1, -2, 6, 16, 3, 1, -7, -41)"
2022/11/28/22:58:31.915328,"(0, 5, 0, 1, -1, -6, -26, 19)"
2022/11/28/22:58:31.937033,"(-8, -7, 0, -9, -1, -1, -3, -27)"
2022/11/28/22:58:31.937433,"(8, -3, -1, 1, 1, 5, 14, 11)"
2022/11/28/22:58:31.937852,"(-7, 4, -2, -8, 1, -2, -15, 13)"
2022/11/28/22:58:31.937878,"(-22, -4, 0, 3, -3, 2, 10, -8)"
2022/11/28/22:58:31.960372,"(-1, -8, -4, -4, -2, -5, -8, -1)"
2022/11/28/22:58:31.960555,"(15, 0, -5, -5, -2, -2, 0, -26)"
2022/11/28/22:58:31.961077,"(-1, 2, -3, 3, 1, 9, 24, 16)"
2022/11/28/22:58:31.961174,"(-14, 1, 6, -2, 1, -11, -35, -26)"
2022/11/28/22:58:31.974550,"(4, -2, -1, -6, 0, 5, 7, 13)"
2022/11/28/22:58:31.974573,"(-6, 5, 4, 7, -1, -6, -8, -15)"
2022/11/28/22:58:31.975299,"(-2, -3, -5, -5, -5, -4, -9, 3)"
2022/11/28/22:58:31.975321,"(3, -7, -4, -10, -2, 3, 17, 3)"
2022/11/28/22:58:31.997333,"(-5, 2, 3, 17, -3, -1, -4, 3)"
2022/11/28/22:58:31.997371,"(-1, 0, 1, -2, 3, 15, 0, 11)"
2022/11/28/22:58:31.998007,"(0, -3, -3, -6, -7, -26, -15, -9)"
2022/11/28/22:58:31.998022,"(-6, -1, 1, -5, 3, 3, 5, -1)"
2022/11/28/22:58:32.020301,"(1, -2, 2, 14, 1, 0, 3, 9)"
2022/11/28/22:58:32.020664,"(10, -1, -4, -2, -3, -3, 2, -21)"
2022/11/28/22:58:32.021475,"(5, 0, -3, -10, -1, -1, -3, -6)"
2022/11/28/22:58:32.021557,"(5, 2, 6, 0, 2, 17, 2, 2)"
2022/11/28/22:58:32.034620,"(-14, -3, -5, -2, 5, 34, 7, -5)"
2022/11/28/22:58:32.034648,"(38, 2, 1, 8, 0, -30, 15, 30)"
2022/11/28/22:58:32.035426,"(-44, -4, -1, -8, -1, 2, 3, -4)"
2022/11/28/22:58:32.035439,"(-8, 3, 0, 0, -7, -8, -8, -12)"
2022/11/28/22:58:32.057000,"(-7, 0, -8, -9, -1, 0, -10, -5)"
2022/11/28/22:58:32.057023,"(2, -1, 8, -4, 0, 6, 7, 4)"
2022/11/28/22:58:32.057631,"(15, 4, 10, 16, 3, 1, 1, 8)"
2022/11/28/22:58:32.057649,"(10, -1, -2, 1, 0, -5, 10, 0)"
2022/11/28/22:58:32.081021,"(-12, -7, -9, -10, -5, -6, -2, -11)"
2022/11/28/22:58:32.081061,"(10, 11, 0, 4, 5, 2, -12, 18)"
2022/11/28/22:58:32.081479,"(26, -2, -1, -2, -2, -3, -5, 10)"
2022/11/28/22:58:32.081696,"(-13, -6, 2, 0, 0, 4, -1, 17)"
2022/11/28/22:58:32.094498,"(-4, 2, 1, 5, -1, -16, -18, -66)"
2022/11/28/22:58:32.094525,"(-9, -11, -11, -10, -6, -2, -2, -16)"
2022/11/28/22:58:32.095368,"(20, -3, -6, 2, -2, 5, 6, 13)"
2022/11/28/22:58:32.095380,"(-19, 1, 3, 12, 4, 2, 15, -10)"
2022/11/28/22:58:32.116885,"(28, 7, 6, -4, -3, -6, -2, 48)"
2022/11/28/22:58:32.117000,"(13, -1, 1, 6, -1, -1, -2, 5)"
2022/11/28/22:58:32.117754,"(-30, 9, -9, -7, -1, 5, 2, -31)"
2022/11/28/22:58:32.117773,"(11, -11, -5, -6, -5, -8, -2, -8)"
2022/11/28/22:58:32.140487,"(-9, 2, 5, 3, -3, -6, 8, 22)"
2022/11/28/22:58:32.140519,"(-13, -3, 6, 5, 2, 8, -3, -14)"
2022/11/28/22:58:32.141031,"(9, 8, 4, -6, -2, -1, 1, 11)"
2022/11/28/22:58:32.141048,"(1, -1, -9, -5, 1, -3, -6, -13)"
2022/11/28/22:58:32.154468,"(7, 8, -1, 14, 8, 0, 2, 9)"
2022/11/28/22:58:32.154497,"(-14, -4, 1, 1, -2, -2, -11, -6)"
2022/11/28/22:58:32.155275,"(0, -6, 0, -1, 0, 0, -3, -2)"
2022/11/28/22:58:32.155307,"(-11, 0, -3, -3, -4, -5, -20, -3)"
2022/11/28/22:58:32.177359,"(0, -7, -7, -12, -4, 0, -1, 10)"
2022/11/28/22:58:32.177400,"(-17, -1, -1, -1, -3, -1, 0, -37)"
2022/11/28/22:58:32.177921,"(-1, -12, 1, 3, -2, -3, 1, 11)"
2022/11/28/22:58:32.177940,"(14, 17, 9, 8, 2, 7, 21, 48)"
2022/11/28/22:58:32.200455,"(-3, -37, -14, -2, -1, -5, -6, -17)"
2022/11/28/22:58:32.200651,"(-37, 13, -3, -7, -4, 0, 6, 11)"
2022/11/28/22:58:32.201021,"(13, 26, 26, 6, 3, 3, -5, 0)"
2022/11/28/22:58:32.201029,"(-11, -2, -8, -8, -1, 0, 0, -21)"
2022/11/28/22:58:32.214391,"(-2, -23, -13, -10, -2, -3, 2, 11)"
2022/11/28/22:58:32.214414,"(18, -5, -11, 1, 2, 0, 2, 8)"
2022/11/28/22:58:32.215231,"(-15, -13, -9, 0, -1, -3, 0, -21)"
2022/11/28/22:58:32.215241,"(-8, -2, 0, -1, -1, -2, 3, -4)"
2022/11/28/22:58:32.236921,"(10, 14, -7, -9, -4, -1, 9, 2)"
2022/11/28/22:58:32.236940,"(1, -25, -12, -4, -3, -6, -13, -7)"
2022/11/28/22:58:32.237695,"(-20, 5, -2, -4, -2, -1, 0, 2)"
2022/11/28/22:58:32.237715,"(-12, -1, -6, -4, -2, 0, 12, -6)"
2022/11/28/22:58:32.261035,"(30, 6, 7, -3, -2, -2, 0, 8)"
2022/11/28/22:58:32.261069,"(-15, -4, 1, 7, -3, 4, 4, -4)"
2022/11/28/22:58:32.261271,"(-1, -3, 0, -2, 0, -2, -3, -3)"
2022/11/28/22:58:32.261284,"(-17, -11, -2, 3, -1, -3, -1, -25)"
2022/11/28/22:58:32.274220,"(54, 14, 7, -5, -1, 0, 1, -22)"
2022/11/28/22:58:32.275333,"(-38, -4, -2, -18, -2, 0, -6, -14)"
2022/11/28/22:58:32.275355,"(-16, 8, 7, 28, 0, -1, 2, -6)"
2022/11/28/22:58:32.275366,"(13, 17, 7, -15, -1, -1, -4, -8)"
2022/11/28/22:58:32.297531,"(-17, -9, -2, 0, -2, -5, 1, 9)"
2022/11/28/22:58:32.297580,"(14, 22, -1, -2, -1, 0, -3, 7)"
2022/11/28/22:58:32.298098,"(9, -19, -14, -12, -2, 0, -7, -9)"
2022/11/28/22:58:32.298108,"(1, -6, -6, -5, -3, -2, -14, 2)"
2022/11/28/22:58:32.321166,"(-13, 13, 12, 5, 1, 0, -15, -17)"
2022/11/28/22:58:32.321445,"(0, 0, 9, 8, 3, 3, 0, 9)"
2022/11/28/22:58:32.321733,"(11, 3, -2, -4, 1, -2, -10, -3)"
2022/11/28/22:58:32.321862,"(39, -7, -2, 5, -2, -1, 1, 4)"
2022/11/28/22:58:32.333539,"(-26, -7, -5, -13, -6, 0, 5, 8)"
2022/11/28/22:58:32.333570,"(16, 2, -1, 4, -1, -1, -9, 9)"
2022/11/28/22:58:32.342333,"(-5, -4, -2, -6, -3, -3, -2, -6)"
2022/11/28/22:58:32.342353,"(21, -1, 3, 3, 3, 2, -1, 2)"
2022/11/28/22:58:32.358050,"(-2, -1, -3, 8, -3, -1, 10, 20)"
2022/11/28/22:58:32.358084,"(-10, -2, 0, -7, -2, -3, 2, -30)"
2022/11/28/22:58:32.358747,"(11, -3, -4, -1, -4, 0, 1, 12)"
2022/11/28/22:58:32.358772,"(-3, 8, 11, -4, 0, -3, -18, -18)"
2022/11/28/22:58:32.381011,"(-12, -8, -3, 8, 0, 2, 5, -2)"
2022/11/28/22:58:32.381052,"(13, 7, -4, 5, 0, 1, 3, 15)"
2022/11/28/22:58:32.381818,"(7, -5, 1, -8, 3, 1, 8, 35)"
2022/11/28/22:58:32.382126,"(-18, 2, -14, -8, -5, -1, 6, 2)"
2022/11/28/22:58:32.393559,"(-12, -7, 5, 0, 1, -3, -5, -6)"
2022/11/28/22:58:32.393568,"(8, 0, 3, -1, -1, 1, -4, 0)"
2022/11/28/22:58:32.401806,"(32, -12, -10, -1, -2, 1, 7, 6)"
2022/11/28/22:58:32.401818,"(-31, 14, 6, 7, 2, -1, 0, -20)"
2022/11/28/22:58:32.417238,"(7, 7, 3, -12, -2, -1, -4, 17)"
2022/11/28/22:58:32.417282,"(-4, -16, -11, 3, -6, -3, 6, 3)"
2022/11/28/22:58:32.417946,"(4, 17, 15, -1, 3, 5, 1, -12)"
2022/11/28/22:58:32.417961,"(7, -16, -4, 2, -1, -2, 11, 20)"
2022/11/28/22:58:32.440120,"(-4, 1, -5, -4, -3, -3, -11, 9)"
2022/11/28/22:58:32.440136,"(4, -7, -5, -2, -2, -2, 1, -12)"
2022/11/28/22:58:32.440902,"(-18, -2, 1, 0, -1, -2, -3, -12)"
2022/11/28/22:58:32.441101,"(1, -3, -2, 3, 2, 4, 13, 24)"
2022/11/28/22:58:32.453704,"(-12, -1, -2, -5, 1, 2, 9, 2)"
2022/11/28/22:58:32.453731,"(-7, 4, 1, -6, 0, 2, 3, 2)"
2022/11/28/22:58:32.462540,"(17, -2, -5, 12, 3, -4, -9, -12)"
2022/11/28/22:58:32.462575,"(-36, -7, -5, -4, -5, -1, 0, -6)"
2022/11/28/22:58:32.477254,"(12, 2, 7, 2, 1, -1, -3, -14)"
2022/11/28/22:58:32.477293,"(-12, -10, -2, 0, -1, 2, 0, 3)"
2022/11/28/22:58:32.477957,"(1, -13, -3, -9, -2, 0, -1, -3)"
2022/11/28/22:58:32.477965,"(15, -4, -1, 4, 3, -2, -1, -10)"
2022/11/28/22:58:32.500487,"(2, 6, -4, 8, 2, -4, -14, -10)"
2022/11/28/22:58:32.500511,"(-9, 1, 2, -4, -1, -3, -5, -1)"
2022/11/28/22:58:32.500907,"(-35, 3, -9, -10, -7, -1, 13, 11)"
2022/11/28/22:58:32.500928,"(27, 1, 10, 5, 1, 0, 1, 43)"
2022/11/28/22:58:32.513585,"(-23, -6, 0, 0, -3, -2, -8, -63)"
2022/11/28/22:58:32.513598,"(14, 5, 1, 1, 0, -4, -10, 1)"
2022/11/28/22:58:32.522420,"(-34, -25, -20, -15, -3, -5, -7, -25)"
2022/11/28/22:58:32.522440,"(2, 10, 5, 13, -2, -3, -4, -11)"
2022/11/28/22:58:32.536999,"(2, 16, 0, -13, 2, 4, 7, -8)"
2022/11/28/22:58:32.537024,"(-21, -9, 1, 9, -3, -2, 0, 8)"
2022/11/28/22:58:32.537771,"(14, 13, 3, -8, -1, 1, -3, -7)"
2022/11/28/22:58:32.537795,"(5, 4, -7, 1, 0, 0, -5, -9)"
2022/11/28/22:58:32.560188,"(-12, -13, 4, -2, -3, -3, 4, 13)"
2022/11/28/22:58:32.560341,"(10, 1, -3, -10, -3, -3, -5, -10)"
2022/11/28/22:58:32.561207,"(3, 3, 0, 10, -1, 1, -5, 9)"
2022/11/28/22:58:32.561239,"(-1, 6, -1, -9, 0, -2, -2, -9)"
2022/11/28/22:58:32.573491,"(-5, -9, -14, -3, -2, -2, 6, 17)"
2022/11/28/22:58:32.573509,"(2, 4, 5, -3, -2, 2, 11, 23)"
2022/11/28/22:58:32.582002,"(7, -6, -2, 4, 2, 0, -7, 2)"
2022/11/28/22:58:32.582031,"(-12, 4, 0, -5, -2, -2, -1, -5)"
2022/11/28/22:58:32.596727,"(-8, -19, -5, -12, -4, 0, 4, 15)"
2022/11/28/22:58:32.596944,"(11, 20, 10, 18, 1, -3, -7, -1)"
2022/11/28/22:58:32.597461,"(-13, 0, 9, -7, 0, -6, -2, -28)"
2022/11/28/22:58:32.597482,"(-7, -12, -1, 0, -3, 1, -3, -11)"
2022/11/28/22:58:32.620560,"(-3, 3, 2, -1, 4, 3, 2, 11)"
2022/11/28/22:58:32.621076,"(13, -7, -3, 4, -1, -1, 2, -3)"
2022/11/28/22:58:32.621105,"(-11, 16, -2, -7, -3, -2, -9, 0)"
2022/11/28/22:58:32.621116,"(-1, -14, -2, -3, 2, 1, 4, 3)"
2022/11/28/22:58:32.642956,"(21, 8, 2, 3, -1, -4, -10, 2)"
2022/11/28/22:58:32.642995,"(-6, 2, -9, -4, 1, -1, -3, -10)"
2022/11/28/22:58:32.645716,"(5, 10, 7, 6, 2, 0, 4, 1)"
2022/11/28/22:58:32.645723,"(-5, -19, -6, -5, 0, 1, -5, -3)"
2022/11/28/22:58:32.656475,"(-14, 1, 1, 2, -2, -1, -5, 5)"
2022/11/28/22:58:32.656490,"(8, 16, 8, 1, 2, 0, 1, 3)"
2022/11/28/22:58:32.657468,"(0, -8, -9, -3, 0, 1, -4, 2)"
2022/11/28/22:58:32.657496,"(9, 13, 15, 2, -2, 0, 6, 9)"
2022/11/28/22:58:32.680736,"(-5, -7, -4, 3, -2, -1, 4, -1)"
2022/11/28/22:58:32.680773,"(11, -3, -2, -4, 1, -2, -5, 5)"
2022/11/28/22:58:32.681206,"(-22, -8, -1, -2, -2, 2, 3, 5)"
2022/11/28/22:58:32.681318,"(-13, -12, -14, -7, -6, -3, 2, 3)"
2022/11/28/22:58:32.702836,"(-1, 7, 2, 2, 0, -1, -4, -11)"
2022/11/28/22:58:32.703122,"(-23, -12, -3, -8, -2, -5, 9, 5)"
2022/11/28/22:58:32.703972,"(14, -1, -1, 3, -1, 0, -6, 11)"
2022/11/28/22:58:32.703995,"(-7, -5, -10, -5, -3, 0, 6, -25)"
2022/11/28/22:58:32.717041,"(17, 8, 3, 2, 1, -3, -9, 2)"
2022/11/28/22:58:32.717065,"(-3, -6, -6, -5, -2, 3, 4, -1)"
2022/11/28/22:58:32.717793,"(5, -5, 2, 3, 0, -5, -5, -14)"
2022/11/28/22:58:32.717808,"(-8, 2, 1, -1, -1, -4, -3, -2)"
2022/11/28/22:58:32.740485,"(0, 4, 1, 1, -2, 2, 9, 1)"
2022/11/28/22:58:32.740731,"(19, -3, 0, -2, 0, 1, -4, -2)"
2022/11/28/22:58:32.741420,"(-6, 5, -1, -1, 0, 0, 3, 6)"
2022/11/28/22:58:32.741434,"(4, -16, -5, -2, -1, 2, 6, 7)"
2022/11/28/22:58:32.763104,"(8, 1, -5, -2, -3, -4, -17, -11)"
2022/11/28/22:58:32.763152,"(1, -4, 1, 1, -2, -6, -9, -25)"
2022/11/28/22:58:32.763887,"(-10, 0, 2, -2, -2, 2, 1, 3)"
2022/11/28/22:58:32.763900,"(3, 4, -2, 2, 1, -2, 1, 0)"
2022/11/28/22:58:32.777351,"(17, 4, 4, 2, 3, 3, 6, 12)"
2022/11/28/22:58:32.777388,"(-12, -6, -4, -3, 0, -14, -1, -3)"
2022/11/28/22:58:32.778296,"(-1, 0, -2, -4, -5, 20, -9, -2)"
2022/11/28/22:58:32.778320,"(17, 2, 0, -4, -5, -28, -5, -3)"
2022/11/28/22:58:32.800716,"(37, 5, 2, 1, 0, 4, -6, 0)"
2022/11/28/22:58:32.800758,"(-55, 0, 1, 4, 5, 3, -7, 4)"
2022/11/28/22:58:32.801328,"(-8, -5, -3, -10, -3, 1, 19, 1)"
2022/11/28/22:58:32.801432,"(10, -4, -2, 5, -2, 5, 9, -19)"
2022/11/28/22:58:32.822941,"(-11, -5, -5, -4, -5, -3, 0, 2)"
2022/11/28/22:58:32.823003,"(19, 3, 3, -4, -4, 1, 0, 6)"
2022/11/28/22:58:32.824304,"(0, 1, 1, 8, 5, -4, -3, 7)"
2022/11/28/22:58:32.825030,"(-22, -1, -3, -3, 1, 4, -10, -7)"
2022/11/28/22:58:32.836974,"(-8, -6, -4, -7, -4, -4, 15, 10)"
2022/11/28/22:58:32.837000,"(11, 5, 3, 7, 4, 5, -13, 9)"
2022/11/28/22:58:32.837727,"(-6, -5, -3, -2, -1, -4, 3, -7)"
2022/11/28/22:58:32.837737,"(2, 5, -1, -2, -2, -4, -6, -5)"
2022/11/28/22:58:32.860554,"(-13, -3, -2, 2, 1, 2, 0, 0)"
2022/11/28/22:58:32.860575,"(-2, -5, -3, -9, -4, 2, 6, 4)"
2022/11/28/22:58:32.861402,"(5, -1, -3, 0, -1, -6, 4, -16)"
2022/11/28/22:58:32.861411,"(-8, -1, 1, 1, -1, 4, 2, 24)"
2022/11/28/22:58:32.882959,"(-9, 6, -1, -4, -3, -2, -3, 9)"
2022/11/28/22:58:32.883245,"(-12, -13, -1, 1, 1, 1, 3, -14)"
2022/11/28/22:58:32.883739,"(35, 1, 0, 1, -1, -4, -3, 5)"
2022/11/28/22:58:32.883783,"(-15, -1, 2, -1, 2, 2, -11, -3)"
2022/11/28/22:58:32.896979,"(-16, -6, -4, -3, -2, -2, 6, -8)"
2022/11/28/22:58:32.896994,"(0, 3, -5, -5, -4, -1, 2, 4)"
2022/11/28/22:58:32.897738,"(10, 3, 1, 5, 4, -3, -4, 4)"
2022/11/28/22:58:32.897761,"(10, 0, 4, -4, 1, 2, 5, 5)"
2022/11/28/22:58:32.920150,"(-16, -2, -4, 2, 1, 1, 3, 5)"
2022/11/28/22:58:32.920167,"(18, 4, 0, 1, 1, 0, -2, 9)"
2022/11/28/22:58:32.920815,"(-11, -3, -1, -2, -3, -1, -1, -1)"
2022/11/28/22:58:32.921054,"(10, -5, -2, 0, 1, 0, -4, -4)"
2022/11/28/22:58:32.942660,"(-17, 5, -1, -3, -3, -4, 2, -1)"
2022/11/28/22:58:32.942685,"(13, 1, 9, 4, 2, -1, -9, -12)"
2022/11/28/22:58:32.943419,"(-1, 3, -1, 0, 0, 0, 0, 48)"
2022/11/28/22:58:32.943676,"(-16, -3, 1, 0, -2, 0, -3, -7)"
2022/11/28/22:58:32.958859,"(12, -2, -4, -2, 4, 0, 1, 5)"
2022/11/28/22:58:32.958888,"(0, -3, 3, 5, 1, 3, 7, 2)"
2022/11/28/22:58:32.959759,"(-1, -7, -8, -7, -4, -5, 4, 15)"
2022/11/28/22:58:32.959773,"(7, 8, 11, 5, 5, 0, -7, -13)"
2022/11/28/22:58:32.980524,"(5, 7, 2, 1, 1, -2, -6, 11)"
2022/11/28/22:58:32.980549,"(24, 15, -6, -2, -3, -1, 0, -12)"
2022/11/28/22:58:32.981322,"(-31, -31, -10, -5, -1, -2, -1, -31)"
2022/11/28/22:58:32.981335,"(-27, 25, 10, -2, -4, 0, 4, 10)"
2022/11/28/22:58:33.002836,"(27, -15, -1, 6, 2, -1, -12, -32)"
