time,.data
2022/11/28/23:04:09.854470,"(-5, 3, 4, 8, -3, 1, 1, -3)"
2022/11/28/23:04:09.866407,"(11, 5, -1, -6, 3, 2, -11, -3)"
2022/11/28/23:04:09.866417,"(3, -5, 1, 6, -1, -2, 0, 2)"
2022/11/28/23:04:09.873360,"(3, 5, 7, 4, -1, -1, 0, 1)"
2022/11/28/23:04:09.873376,"(26, 9, 8, -1, 2, -1, -3, -4)"
2022/11/28/23:04:09.889764,"(-68, -3, 10, 8, 1, 1, 3, 2)"
2022/11/28/23:04:09.889780,"(5, 0, 8, 9, 7, 1, 4, 8)"
2022/11/28/23:04:09.891784,"(-7, -6, -14, -5, -2, -2, -6, -4)"
2022/11/28/23:04:09.891812,"(7, -3, -15, -15, -2, 1, 0, -3)"
2022/11/28/23:04:09.913459,"(28, 9, 8, 17, -1, -5, -12, -8)"
2022/11/28/23:04:09.913484,"(-18, -1, -1, -5, -3, -3, -2, -7)"
2022/11/28/23:04:09.915165,"(0, -11, -3, 2, 2, 4, -1, 7)"
2022/11/28/23:04:09.915177,"(3, -4, 1, -4, 1, -3, -1, 1)"
2022/11/28/23:04:09.925930,"(10, -4, -7, -9, -2, 1, 7, 0)"
2022/11/28/23:04:09.925951,"(5, -1, 6, 4, 0, 3, 0, -2)"
2022/11/28/23:04:09.935381,"(12, 11, 3, -2, 2, -4, -15, -14)"
2022/11/28/23:04:09.935395,"(-6, 3, 7, 7, -5, 0, -4, 2)"
2022/11/28/23:04:09.949933,"(4, -9, -19, -17, -2, -2, 1, -18)"
2022/11/28/23:04:09.951301,"(18, 6, 5, 10, -1, 1, -3, 6)"
2022/11/28/23:04:09.952151,"(1, 11, -4, -11, -1, -1, 2, -5)"
2022/11/28/23:04:09.952173,"(-7, -9, 2, 1, 1, -1, -3, 1)"
2022/11/28/23:04:09.972141,"(44, 11, 24, 20, 2, -1, -3, 1)"
2022/11/28/23:04:09.972242,"(-53, -7, -5, -15, 3, 1, 2, -4)"
2022/11/28/23:04:09.973999,"(-8, -9, -8, -1, -3, -4, -7, -13)"
2022/11/28/23:04:09.974009,"(13, 0, -6, -2, -1, -1, -2, 6)"
2022/11/28/23:04:09.985942,"(-20, -1, -9, -11, -1, 1, 5, 35)"
2022/11/28/23:04:09.985964,"(11, -1, 5, 4, 0, 0, -8, -44)"
2022/11/28/23:04:09.995539,"(-2, -3, -2, 5, 0, -1, 1, 3)"
2022/11/28/23:04:09.995565,"(4, 1, -5, -2, 0, -1, -1, -2)"
2022/11/28/23:04:10.009802,"(-30, -4, -1, -7, -4, -2, 2, -1)"
2022/11/28/23:04:10.009856,"(23, 4, 11, 6, -2, -2, 1, 14)"
2022/11/28/23:04:10.012003,"(-32, -3, -1, 0, 1, 2, 3, 3)"
2022/11/28/23:04:10.012022,"(-2, 1, -2, -5, 0, 1, -5, -5)"
2022/11/28/23:04:10.032737,"(10, -1, -4, -9, -2, -1, 3, -1)"
2022/11/28/23:04:10.032765,"(-3, -3, 11, 21, 0, 1, 0, 5)"
2022/11/28/23:04:10.034317,"(8, 1, 0, -9, -2, -3, -2, 6)"
2022/11/28/23:04:10.034331,"(-3, 3, 11, 6, 0, -1, 1, -15)"
2022/11/28/23:04:10.045916,"(-3, -19, -17, -11, -2, 0, -3, -3)"
2022/11/28/23:04:10.045927,"(-6, -6, 6, -3, -2, -2, 0, 0)"
2022/11/28/23:04:10.055068,"(7, 20, 9, 1, 0, -2, -7, 3)"
2022/11/28/23:04:10.055091,"(16, 9, -7, 1, 0, 0, 2, 10)"
2022/11/28/23:04:10.069617,"(-58, -19, -6, -3, -3, -5, -8, -10)"
2022/11/28/23:04:10.069763,"(0, -6, -1, -12, -2, -1, 2, -1)"
2022/11/28/23:04:10.071455,"(4, -12, -13, 7, -3, 0, -5, -1)"
2022/11/28/23:04:10.071478,"(-9, -17, -8, -6, -2, -6, -9, 9)"
2022/11/28/23:04:10.092901,"(23, 57, 30, -6, -1, 2, 8, -7)"
2022/11/28/23:04:10.092927,"(8, -12, 3, 15, 3, -1, -13, -13)"
2022/11/28/23:04:10.094416,"(2, -16, -19, -28, -1, -2, 0, -22)"
2022/11/28/23:04:10.094437,"(-3, 18, 14, 18, 0, 0, -1, -4)"
2022/11/28/23:04:10.105775,"(-10, -15, -20, -1, 0, 2, 7, 11)"
2022/11/28/23:04:10.105798,"(57, 29, 34, 2, 1, 1, 7, -9)"
2022/11/28/23:04:10.115541,"(-52, 0, -8, -2, 1, -1, -9, 16)"
2022/11/28/23:04:10.115567,"(2, -37, -38, -6, -4, -4, -2, 14)"
2022/11/28/23:04:10.130584,"(-22, 9, 29, -2, 0, -3, -10, -14)"
2022/11/28/23:04:10.130624,"(0, -3, -20, -7, -3, -1, 1, 0)"
2022/11/28/23:04:10.132231,"(-1, -6, 2, 7, -2, 2, 6, -30)"
2022/11/28/23:04:10.132264,"(11, -6, -11, -11, -4, -2, 5, 1)"
2022/11/28/23:04:10.152805,"(-16, -2, 6, 9, -2, 1, 3, 30)"
2022/11/28/23:04:10.152826,"(14, -22, -24, -13, -3, -6, -18, -13)"
2022/11/28/23:04:10.158241,"(12, 18, 19, 11, 3, 0, -6, -4)"
2022/11/28/23:04:10.158268,"(-17, -9, 3, -6, -2, -2, -4, -5)"
2022/11/28/23:04:10.165961,"(39, 27, 28, 21, 3, 1, 7, -12)"
2022/11/28/23:04:10.165979,"(-71, -13, -15, -9, -1, 3, 8, 6)"
2022/11/28/23:04:10.175334,"(60, 5, -4, 2, 0, -5, 1, 11)"
2022/11/28/23:04:10.175364,"(-20, -15, 4, -9, -1, -2, -7, -21)"
2022/11/28/23:04:10.189745,"(31, -14, -19, -5, -1, -1, -4, 17)"
2022/11/28/23:04:10.189761,"(27, 19, 9, -5, -3, 0, 6, 10)"
2022/11/28/23:04:10.191582,"(-39, -3, -3, -5, -3, -3, -6, -7)"
2022/11/28/23:04:10.191598,"(-13, -13, -1, 10, -2, 0, 3, 5)"
2022/11/28/23:04:10.213010,"(29, -6, 3, -5, 1, -2, -3, -14)"
2022/11/28/23:04:10.213062,"(-23, -8, -11, -8, -2, 1, 3, -2)"
2022/11/28/23:04:10.218312,"(17, 2, 11, 16, -2, -1, 4, 3)"
2022/11/28/23:04:10.218338,"(5, 42, 7, -8, 2, 4, -3, -6)"
2022/11/28/23:04:10.225673,"(-10, -39, -20, -9, 1, -1, -3, 2)"
2022/11/28/23:04:10.225698,"(0, 3, 5, 12, -5, -3, -4, -3)"
2022/11/28/23:04:10.236121,"(-38, -2, 8, -4, -3, 1, 0, 10)"
2022/11/28/23:04:10.236139,"(3, 6, 5, 4, -4, -3, 6, 2)"
2022/11/28/23:04:10.257375,"(-8, -6, -17, -6, -5, -3, 17, -13)"
2022/11/28/23:04:10.257389,"(4, 1, -8, -5, -3, -4, -2, 12)"
2022/11/28/23:04:10.259288,"(12, -8, -2, 1, 4, -2, 9, 8)"
2022/11/28/23:04:10.259307,"(-10, 1, 1, 0, -4, -3, -19, -7)"
2022/11/28/23:04:10.272189,"(-1, 5, -3, -7, 1, 9, 9, 4)"
2022/11/28/23:04:10.272214,"(-4, -6, 0, 8, 3, -12, -8, -1)"
2022/11/28/23:04:10.274171,"(-1, -2, -4, 0, -1, 11, -1, -6)"
2022/11/28/23:04:10.274194,"(-8, 8, 7, -3, -7, -21, 8, -2)"
2022/11/28/23:04:10.285897,"(30, -7, -2, 0, -1, -2, -7, -7)"
2022/11/28/23:04:10.285914,"(-9, 0, -4, -4, -5, 10, 7, 5)"
2022/11/28/23:04:10.295396,"(10, -1, -3, -5, -2, -12, -18, -9)"
2022/11/28/23:04:10.295403,"(-10, 0, -1, 2, 2, 5, 5, 22)"
2022/11/28/23:04:10.309774,"(18, 12, 9, 8, 4, 2, -22, 8)"
2022/11/28/23:04:10.309797,"(-4, -3, -5, -3, 0, -4, -4, -29)"
2022/11/28/23:04:10.311575,"(-15, -6, -2, -10, -3, 0, 3, 2)"
2022/11/28/23:04:10.311601,"(-22, -7, 5, 5, 1, 7, -2, -6)"
2022/11/28/23:04:10.332625,"(-3, 5, -4, 7, -3, -4, 9, 11)"
2022/11/28/23:04:10.332762,"(-5, -4, -6, -5, 1, 2, 1, 14)"
2022/11/28/23:04:10.334274,"(39, 12, 5, 0, 1, -1, -1, -3)"
2022/11/28/23:04:10.334296,"(8, -9, -5, -3, -1, -1, 6, 0)"
2022/11/28/23:04:10.345826,"(-29, -18, -3, -1, -4, -3, -8, -18)"
2022/11/28/23:04:10.345857,"(13, 4, -1, -1, 0, -1, -3, 15)"
2022/11/28/23:04:10.355050,"(4, 1, -2, -10, 0, -1, 5, 10)"
2022/11/28/23:04:10.355076,"(-12, 3, 2, 11, 3, -4, -17, -34)"
2022/11/28/23:04:10.369863,"(1, 6, -6, -5, 0, -1, 0, 2)"
2022/11/28/23:04:10.369889,"(27, -1, -1, -10, -2, -1, -4, 8)"
2022/11/28/23:04:10.371624,"(-74, -12, 2, 11, 1, 1, 3, -11)"
2022/11/28/23:04:10.371636,"(-6, 3, 9, 1, 2, 3, 4, 8)"
2022/11/28/23:04:10.392653,"(10, -2, 0, -4, -4, -3, -3, 1)"
2022/11/28/23:04:10.392667,"(-12, -1, -4, 4, 3, 3, 2, 4)"
2022/11/28/23:04:10.394064,"(8, -5, -8, -14, -1, -2, 0, -6)"
2022/11/28/23:04:10.394077,"(0, -2, -5, 2, -1, -1, -2, -12)"
2022/11/28/23:04:10.405832,"(-20, 0, -1, -1, 0, -2, 1, -2)"
2022/11/28/23:04:10.405847,"(8, -13, -6, -2, -2, -2, 3, 18)"
2022/11/28/23:04:10.415115,"(10, 9, 9, 5, 0, -1, -5, 3)"
2022/11/28/23:04:10.415124,"(23, 1, 0, -3, -4, 2, 5, -1)"
2022/11/28/23:04:10.429815,"(12, 2, -6, -4, 0, -3, -18, -8)"
2022/11/28/23:04:10.429833,"(-29, -11, -1, -3, -1, -2, 1, 5)"
2022/11/28/23:04:10.431516,"(44, 1, -5, 0, -1, 2, 5, -12)"
2022/11/28/23:04:10.431537,"(-60, -8, -3, 8, 1, 0, -1, 3)"
2022/11/28/23:04:10.451970,"(-13, 3, -5, 2, -2, -5, -1, -1)"
2022/11/28/23:04:10.451998,"(4, 5, 15, 0, -3, -2, -2, -7)"
2022/11/28/23:04:10.453634,"(7, -7, -5, -7, 0, -2, -1, 7)"
2022/11/28/23:04:10.453646,"(8, -16, 0, 5, 1, -1, 1, 11)"
2022/11/28/23:04:10.465819,"(2, 6, -12, -4, -1, 0, 4, -11)"
2022/11/28/23:04:10.465844,"(-18, 10, -11, -2, -2, -6, -2, -9)"
2022/11/28/23:04:10.475100,"(22, 11, 14, 7, 3, 3, 4, 4)"
2022/11/28/23:04:10.475107,"(9, -15, -2, -3, -2, 2, -1, -5)"
2022/11/28/23:04:10.489139,"(-6, -7, -3, 0, 0, 0, 0, 6)"
2022/11/28/23:04:10.489161,"(8, 4, -2, -6, 0, 1, -6, -13)"
2022/11/28/23:04:10.496288,"(13, 4, -10, -3, -5, -1, -9, 7)"
2022/11/28/23:04:10.496322,"(11, 4, -2, -4, -2, -2, -5, -16)"
2022/11/28/23:04:10.512598,"(-30, -8, -4, -14, -2, 1, 3, 12)"
2022/11/28/23:04:10.512642,"(-1, 11, 5, 9, 1, -1, -3, -5)"
2022/11/28/23:04:10.514566,"(-8, -3, -14, 3, -2, -1, 2, -11)"
2022/11/28/23:04:10.514575,"(18, 3, 15, -6, 1, 2, 2, 7)"
2022/11/28/23:04:10.534791,"(26, 10, 3, 7, -1, -3, -5, 5)"
2022/11/28/23:04:10.535163,"(-19, -5, -4, -7, -1, 0, 0, -5)"
2022/11/28/23:04:10.536908,"(-1, -5, 3, 1, -1, -3, -4, 31)"
2022/11/28/23:04:10.536917,"(-19, -10, -8, -8, -2, -4, 1, -27)"
2022/11/28/23:04:10.549726,"(10, 12, 1, 3, 0, -1, 2, -6)"
2022/11/28/23:04:10.549760,"(-12, -11, 2, 1, -1, 0, -3, 1)"
2022/11/28/23:04:10.552127,"(0, -10, -18, -4, -3, -1, 7, 2)"
2022/11/28/23:04:10.552140,"(24, 17, 10, -6, 0, -2, -6, -4)"
2022/11/28/23:04:10.572376,"(-24, -7, 2, 1, -2, 0, -3, -35)"
2022/11/28/23:04:10.572404,"(10, 4, 9, 16, 3, 1, -5, -14)"
2022/11/28/23:04:10.574323,"(-11, -12, -3, -6, 1, 1, 14, 47)"
2022/11/28/23:04:10.574336,"(20, 6, -5, 0, 2, 1, -12, -29)"
2022/11/28/23:04:10.585922,"(24, 2, -1, -3, -1, -2, -4, 0)"
2022/11/28/23:04:10.585947,"(3, -4, -10, -10, -4, -2, 1, -6)"
2022/11/28/23:04:10.595491,"(-1, 0, 10, 7, -4, -5, -3, -17)"
2022/11/28/23:04:10.595505,"(-26, -4, -11, -3, -2, 2, 16, 24)"
2022/11/28/23:04:10.609447,"(17, 6, 15, 8, 2, 3, -1, 14)"
2022/11/28/23:04:10.609468,"(27, 5, 1, -1, 1, 2, 0, 34)"
2022/11/28/23:04:10.611155,"(-44, -3, 4, 0, -2, -2, -5, -22)"
2022/11/28/23:04:10.611164,"(-12, -6, -9, -6, -3, -3, -1, -5)"
2022/11/28/23:04:10.632767,"(-23, -23, -2, 1, -2, 1, 7, 10)"
2022/11/28/23:04:10.632785,"(10, 15, -4, -2, -1, 2, 3, -2)"
2022/11/28/23:04:10.634253,"(-5, 0, 7, 1, -1, -8, -10, -5)"
2022/11/28/23:04:10.634261,"(8, -2, -3, -1, -2, 0, -8, -12)"
2022/11/28/23:04:10.645904,"(-6, -5, -5, -7, -1, -4, 6, 6)"
2022/11/28/23:04:10.645926,"(-14, -4, -8, -1, -4, 0, 12, 0)"
2022/11/28/23:04:10.655263,"(7, 4, 6, 17, 2, 2, 1, 8)"
2022/11/28/23:04:10.655289,"(44, 14, 5, -3, 1, -1, -7, 7)"
2022/11/28/23:04:10.669807,"(-69, -10, 1, 4, -1, 0, 0, -6)"
2022/11/28/23:04:10.669830,"(4, -1, 0, -12, -1, -2, 0, 15)"
2022/11/28/23:04:10.671829,"(6, 1, -2, -1, -2, 4, 2, 2)"
2022/11/28/23:04:10.671837,"(-20, -2, -4, 4, -1, -4, -4, 7)"
2022/11/28/23:04:10.692418,"(18, 4, -3, -7, -2, -2, -8, -23)"
2022/11/28/23:04:10.692560,"(-2, -6, -6, 1, -1, -4, -5, -18)"
2022/11/28/23:04:10.694232,"(-10, -2, 5, -3, 1, 2, 1, -2)"
2022/11/28/23:04:10.694247,"(2, -5, 2, -1, -1, 1, 14, -5)"
2022/11/28/23:04:10.715335,"(17, 1, -4, -5, -4, -6, -9, 12)"
2022/11/28/23:04:10.715467,"(-32, -3, -5, -1, -1, -3, 3, -2)"
2022/11/28/23:04:10.717357,"(35, -12, 0, -4, -2, -1, 3, 17)"
2022/11/28/23:04:10.717367,"(3, -9, 1, -4, -1, 1, 2, 6)"
2022/11/28/23:04:10.729915,"(-27, 0, -3, 7, -1, -2, -6, -18)"
2022/11/28/23:04:10.729929,"(2, -4, 2, 5, 2, -1, 4, -10)"
2022/11/28/23:04:10.732052,"(-6, 6, -6, -8, -3, 0, 3, -7)"
2022/11/28/23:04:10.732080,"(10, 5, -1, 0, -2, -10, -13, -17)"
2022/11/28/23:04:10.752161,"(-15, -12, -5, -6, -5, -1, 9, 3)"
2022/11/28/23:04:10.752175,"(19, 4, 2, 1, 0, 0, -7, 10)"
2022/11/28/23:04:10.754217,"(-13, -7, -4, -6, -2, -1, 10, -2)"
2022/11/28/23:04:10.754226,"(-8, 1, -4, -2, 2, -2, -14, -5)"
2022/11/28/23:04:10.775125,"(48, 5, 3, 2, 2, 1, 3, 4)"
2022/11/28/23:04:10.775151,"(-6, -5, 3, -2, -2, 0, 2, -6)"
2022/11/28/23:04:10.776786,"(-14, -4, -4, -4, -5, -3, -7, -25)"
2022/11/28/23:04:10.776796,"(-11, -5, -4, -4, -4, 1, 13, 15)"
2022/11/28/23:04:10.790099,"(6, 3, 1, 0, 0, 1, 4, 12)"
2022/11/28/23:04:10.790118,"(10, 2, 4, 3, 3, -2, -13, 11)"
2022/11/28/23:04:10.791910,"(0, 4, -3, -3, 3, -1, -7, -6)"
2022/11/28/23:04:10.791937,"(3, -4, -4, 3, 0, 0, 3, 15)"
2022/11/28/23:04:10.812640,"(-16, -2, -2, -4, 0, 1, -2, -4)"
2022/11/28/23:04:10.812908,"(-6, -3, 10, -1, -3, -2, -1, -7)"
2022/11/28/23:04:10.814544,"(25, 0, -3, -1, -1, -3, -11, -13)"
2022/11/28/23:04:10.814569,"(-48, 9, 3, 0, -1, -1, -3, 3)"
2022/11/28/23:04:10.834676,"(10, 3, 2, -2, -1, -1, -5, -3)"
2022/11/28/23:04:10.834688,"(0, -4, -7, -1, 0, 0, 8, 0)"
2022/11/28/23:04:10.836672,"(-3, 0, 1, 1, -3, -5, -15, -4)"
2022/11/28/23:04:10.836689,"(29, -1, 0, -2, -2, 0, 0, 4)"
2022/11/28/23:04:10.849690,"(4, 0, 0, 0, 1, -2, 3, 9)"
2022/11/28/23:04:10.849723,"(-4, 0, -1, -1, -1, 0, -5, 2)"
2022/11/28/23:04:10.858157,"(1, 0, 3, -1, 0, 5, 5, -1)"
2022/11/28/23:04:10.858182,"(-2, -4, -7, -3, -2, -7, -2, 5)"
2022/11/28/23:04:10.872330,"(-3, 1, 3, 0, -2, 0, -4, -4)"
2022/11/28/23:04:10.872479,"(5, -4, -4, 1, 0, -1, 4, -4)"
2022/11/28/23:04:10.874203,"(-8, 0, -1, -2, 2, 2, 0, -8)"
2022/11/28/23:04:10.874212,"(17, 4, 2, 4, 2, 1, -9, 5)"
2022/11/28/23:04:10.895405,"(-12, -1, 1, -3, -5, -1, -2, -1)"
2022/11/28/23:04:10.895526,"(7, -3, -2, -2, 1, -1, -5, -4)"
2022/11/28/23:04:10.897236,"(0, 1, 0, -1, -2, -5, -8, -6)"
2022/11/28/23:04:10.897278,"(-1, -4, 0, -3, -2, 1, 1, -18)"
2022/11/28/23:04:10.909003,"(-39, 14, -4, -1, 3, -2, -3, 3)"
2022/11/28/23:04:10.909079,"(-1, -23, 2, -1, -2, 0, -5, -12)"
2022/11/28/23:04:10.915365,"(-4, -6, -6, -4, -4, -2, 16, -2)"
2022/11/28/23:04:10.915373,"(8, 2, 1, 1, 1, 1, -4, -1)"
2022/11/28/23:04:10.932773,"(17, -4, -3, -2, 2, 1, -1, -4)"
2022/11/28/23:04:10.932796,"(-16, 9, -4, -4, -3, -2, 4, 0)"
2022/11/28/23:04:10.934696,"(-18, -3, 0, 0, 0, 0, 5, -3)"
2022/11/28/23:04:10.934726,"(-6, 2, 4, -4, -3, -1, 3, 0)"
2022/11/28/23:04:10.954838,"(9, -5, -3, 3, 2, -2, -4, -3)"
2022/11/28/23:04:10.954869,"(3, -1, -1, 0, -1, -1, -4, 3)"
2022/11/28/23:04:10.957123,"(3, 14, 2, 0, -3, -2, -7, -11)"
2022/11/28/23:04:10.957147,"(-18, -19, -4, 1, 2, 0, -1, 1)"
2022/11/28/23:04:10.968096,"(27, 4, -2, -2, -2, 0, 1, 10)"
2022/11/28/23:04:10.968107,"(-7, 23, -1, -1, 0, -1, -2, -3)"
2022/11/28/23:04:10.977807,"(4, -25, -4, -2, -2, -2, -4, -6)"
2022/11/28/23:04:10.977813,"(6, 2, -1, -2, -3, 1, 5, -2)"
2022/11/28/23:04:10.992300,"(-27, -5, 0, 3, 1, -2, -6, -7)"
2022/11/28/23:04:10.992314,"(12, 3, -2, -4, -1, -2, -4, -1)"
2022/11/28/23:04:10.994017,"(-9, 2, 2, 3, 1, 1, 1, 10)"
2022/11/28/23:04:10.994035,"(-3, 16, 1, 1, -3, -2, -4, -2)"
2022/11/28/23:04:11.015810,"(31, -17, 0, -2, -3, -1, -2, -19)"
2022/11/28/23:04:11.015894,"(3, 15, 6, 4, 4, 1, -15, 18)"
2022/11/28/23:04:11.017691,"(15, 3, -6, -3, -3, -4, -5, 12)"
2022/11/28/23:04:11.017703,"(42, 16, 8, 5, 5, 3, 1, 0)"
2022/11/28/23:04:11.028157,"(-14, -17, 1, -8, -2, 0, -4, -3)"
2022/11/28/23:04:11.028170,"(-5, 15, -2, 1, 0, 0, 3, -9)"
2022/11/28/23:04:11.037904,"(-20, -28, -8, -1, -2, 0, 13, -22)"
2022/11/28/23:04:11.037911,"(3, 1, -6, -1, 0, 1, 2, 26)"
2022/11/28/23:04:11.052342,"(2, 19, -3, -4, -2, 0, 6, 6)"
2022/11/28/23:04:11.052371,"(-7, -36, -3, -4, -2, -1, 2, -5)"
2022/11/28/23:04:11.054367,"(-7, -1, -3, -3, 3, -1, -4, 2)"
2022/11/28/23:04:11.054393,"(-36, 3, -9, -3, -3, -2, 0, -9)"
2022/11/28/23:04:11.075000,"(12, 9, 6, 3, 1, -1, -10, -3)"
2022/11/28/23:04:11.075032,"(-5, 6, -9, -3, -4, 0, 11, 14)"
2022/11/28/23:04:11.076711,"(14, -18, -3, 0, 1, 2, -4, -5)"
2022/11/28/23:04:11.076732,"(-9, -20, 7, 2, -1, -2, -2, 0)"
2022/11/28/23:04:11.088205,"(-19, 28, 9, 1, -3, -3, -5, -8)"
2022/11/28/23:04:11.088217,"(0, -24, -6, 0, -1, 0, -2, -17)"
2022/11/28/23:04:11.097814,"(29, 10, 9, 4, 2, 3, 2, 60)"
2022/11/28/23:04:11.097858,"(-19, -11, -17, -7, -4, -2, 1, -4)"
2022/11/28/23:04:11.112946,"(21, 5, -1, 2, 0, -1, -14, 8)"
2022/11/28/23:04:11.112964,"(1, 5, 8, 0, -2, -2, -3, -27)"
2022/11/28/23:04:11.114674,"(21, 9, 2, 0, -2, -1, -2, -7)"
2022/11/28/23:04:11.114783,"(-11, -13, -2, 0, 0, 0, 0, 1)"
2022/11/28/23:04:11.134115,"(-25, -3, 8, -1, 0, 1, 12, -19)"
2022/11/28/23:04:11.134130,"(12, -18, -5, -1, 0, 1, 0, 5)"
2022/11/28/23:04:11.135502,"(-3, 21, -1, -3, -3, -3, -12, -21)"
2022/11/28/23:04:11.135507,"(10, -7, 3, 1, 1, 0, 2, 12)"
2022/11/28/23:04:11.148434,"(-47, -6, -11, -5, -4, -5, -4, -53)"
2022/11/28/23:04:11.148445,"(-10, -7, -4, -1, -2, 2, 8, 44)"
2022/11/28/23:04:11.158324,"(-15, -10, -6, -3, -1, -3, 3, -2)"
2022/11/28/23:04:11.158339,"(4, 34, 15, -2, 0, 0, 1, 0)"
2022/11/28/23:04:11.172346,"(5, -16, -8, -1, -3, 0, 0, -7)"
2022/11/28/23:04:11.172373,"(14, -29, -3, -1, -3, -3, -2, 12)"
2022/11/28/23:04:11.174037,"(-24, -9, 6, 2, 1, 1, -3, 11)"
2022/11/28/23:04:11.174049,"(37, 17, -1, -2, 0, -5, -24, -1)"
2022/11/28/23:04:11.195222,"(23, 9, 0, -1, -1, 0, -5, 25)"
2022/11/28/23:04:11.195251,"(23, 28, 3, -1, 0, -4, -5, -20)"
2022/11/28/23:04:11.196958,"(-8, 12, -3, -1, -1, -2, -9, 22)"
2022/11/28/23:04:11.196968,"(-1, -30, -4, -3, 3, 0, 3, 20)"
2022/11/28/23:04:11.208266,"(1, 1, 1, 1, -3, 1, 12, 17)"
2022/11/28/23:04:11.208282,"(-10, -1, -2, -12, -5, -1, -11, -55)"
2022/11/28/23:04:11.218125,"(4, 6, -2, 13, 3, 2, 7, 8)"
2022/11/28/23:04:11.218140,"(-22, -5, -3, -5, -2, -3, -1, -16)"
2022/11/28/23:04:11.232394,"(33, -4, -1, -2, 0, -3, -2, 60)"
2022/11/28/23:04:11.232685,"(-14, 7, -1, -2, -2, -2, -6, -6)"
2022/11/28/23:04:11.234653,"(-14, -10, -2, -11, -7, -1, 12, -10)"
2022/11/28/23:04:11.234663,"(6, 1, -2, 2, 1, 2, 6, 31)"
2022/11/28/23:04:11.254669,"(6, -5, -3, 1, 0, -2, -2, -12)"
2022/11/28/23:04:11.254780,"(-19, 0, 1, 0, -2, -3, -3, -1)"
2022/11/28/23:04:11.256575,"(2, 11, 3, -4, 0, 4, 11, 42)"
2022/11/28/23:04:11.256598,"(5, -12, -6, 3, -1, 0, 14, -13)"
2022/11/28/23:04:11.268132,"(-17, 5, -3, -4, -1, 2, 5, 3)"
2022/11/28/23:04:11.268142,"(1, -16, 0, 2, 1, -1, 3, 7)"
2022/11/28/23:04:11.278347,"(11, 5, 1, 3, -1, -2, -14, 2)"
2022/11/28/23:04:11.278354,"(-12, 1, -4, -2, -3, 1, 7, -12)"
2022/11/28/23:04:11.292861,"(6, 14, 0, 1, 1, -2, -4, -9)"
2022/11/28/23:04:11.292897,"(-14, -5, -2, -4, -3, -1, 4, 1)"
2022/11/28/23:04:11.294319,"(-1, -22, -2, -1, 2, 0, 2, -14)"
2022/11/28/23:04:11.294330,"(4, 6, 6, 1, 1, 0, -13, -16)"
2022/11/28/23:04:11.315503,"(-1, -4, -1, -4, -3, -2, 0, -8)"
2022/11/28/23:04:11.315551,"(-3, 4, 0, 5, 6, 0, -5, -18)"
2022/11/28/23:04:11.317436,"(12, 6, -2, -3, -1, -4, -17, -15)"
2022/11/28/23:04:11.317450,"(-24, 4, -1, 0, -3, -3, 10, -12)"
2022/11/28/23:04:11.328408,"(21, -4, -2, -2, 1, 1, 1, -4)"
2022/11/28/23:04:11.328418,"(-1, -4, 0, -1, -4, 0, -2, -8)"
2022/11/28/23:04:11.338484,"(-35, -5, -3, -3, -1, -3, -2, -27)"
2022/11/28/23:04:11.338503,"(-21, -8, 0, -1, -1, 0, -4, -11)"
2022/11/28/23:04:11.352020,"(8, -3, -4, -4, -4, -3, -2, 7)"
2022/11/28/23:04:11.352037,"(-3, 4, -4, -1, -1, -2, -1, -6)"
2022/11/28/23:04:11.353932,"(9, 6, 2, -2, -1, -1, 2, -11)"
2022/11/28/23:04:11.353948,"(6, 4, 2, 0, -1, -2, -9, 0)"
2022/11/28/23:04:11.374902,"(-14, -9, -2, 0, 2, -1, 1, -18)"
2022/11/28/23:04:11.374928,"(20, 6, 1, 0, 1, -1, -10, 20)"
2022/11/28/23:04:11.376953,"(-3, 2, -1, -2, -1, -2, 1, -11)"
2022/11/28/23:04:11.376963,"(0, -2, 1, -4, -4, -2, -2, -12)"
2022/11/28/23:04:11.388296,"(12, 2, 6, 3, 1, -2, -15, 0)"
2022/11/28/23:04:11.388321,"(-9, 17, 0, -1, -4, -3, -2, -23)"
2022/11/28/23:04:11.403322,"(1, -27, 0, 1, 2, 2, 8, 21)"
2022/11/28/23:04:11.403333,"(9, -4, -6, -4, -2, -3, -3, 2)"
2022/11/28/23:04:11.412715,"(-5, -11, -3, -2, -1, 0, 2, 2)"
2022/11/28/23:04:11.412905,"(-22, 3, -2, 0, 0, -1, 2, -1)"
2022/11/28/23:04:11.414299,"(-6, 3, -4, -3, -5, -1, -3, -21)"
2022/11/28/23:04:11.414308,"(3, 4, 0, 0, -1, -2, 1, 1)"
2022/11/28/23:04:11.434851,"(-12, -7, -2, 0, -1, 1, 5, 6)"
2022/11/28/23:04:11.434873,"(4, -1, 0, -2, -2, 1, -3, 0)"
2022/11/28/23:04:11.437182,"(7, 8, -4, -1, -3, -2, -5, -11)"
2022/11/28/23:04:11.437200,"(-7, -12, 0, 1, 1, 1, -1, -5)"
2022/11/28/23:04:11.457846,"(6, -4, -3, 0, -1, -1, 1, -5)"
2022/11/28/23:04:11.458347,"(1, 7, 0, -3, -2, 0, 3, 22)"
2022/11/28/23:04:11.460005,"(-2, -13, 4, 2, 1, 1, -1, -6)"
2022/11/28/23:04:11.460030,"(3, 8, 2, -2, -2, -1, -9, -9)"
