time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2022/11/28/23:08:16.974674,8947,1669698496,973413228,RU_myo,0.711347358492579,-0.04388320469808359,-0.6825394688994003,-0.16186127796845298,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.5,0.625,-2.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.9990234375,0.16796875,0.0537109375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:16.996921,8948,1669698496,996447086,RU_myo,0.7100132389020342,-0.04449408159198684,-0.6835243069254604,-0.163389103459189,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-8.6875,-4.0,-5.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.02685546875,0.1611328125,-0.01318359375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.010556,8949,1669698497,10254859,RU_myo,0.7065888410011452,-0.04516504641451563,-0.6865087055006376,-0.16552379172454917,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-10.75,-14.4375,-12.3125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.1025390625,0.1533203125,-0.103515625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.033718,8950,1669698497,33342123,RU_myo,0.7019288118836564,-0.04663248802427074,-0.6902706898775887,-0.16925639959594602,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-21.4375,-15.875,-16.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.125,0.17578125,-0.2109375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.056325,8951,1669698497,55962562,RU_myo,0.6957278887630713,-0.051512793939471196,-0.6936527288176424,-0.17931823293147675,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-61.625,-21.8125,-14.3125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.08251953125,0.3935546875,-0.224609375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.077390,8952,1669698497,76861619,RU_myo,0.6895675196637161,-0.06298758012860285,-0.6945723467669578,-0.19518825702642625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-110.5625,-30.4375,-21.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.0400390625,0.40625,-0.25341796875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.093974,8953,1669698497,93539237,RU_myo,0.6807774112428702,-0.07696434602629185,-0.6957308329529744,-0.21581754762011734,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-140.375,-43.8125,-35.625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.05810546875,0.25341796875,-0.22705078125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.116233,8954,1669698497,115885972,RU_myo,0.6704743260415129,-0.09484907625566782,-0.6959871406328058,-0.2388927184457425,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-166.6875,-50.9375,-31.25,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.97509765625,0.22314453125,-0.16796875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.137161,8955,1669698497,136777162,RU_myo,0.6595917054548602,-0.11065418358375698,-0.6962119537451273,-0.2607361678267015,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-153.5,-53.75,-34.875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.94091796875,0.2666015625,-0.01416015625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/23:08:17.154032,8956,1669698497,153739690,RU_myo,0.6476172230705858,-0.12322487733291045,-0.6971146849413091,-0.28184867930826174,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-138.625,-54.5625,-44.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.8505859375,0.41552734375,-0.1181640625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
