time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2022/11/28/22:58:31.400954,2402,1669697911,400654077,RL_myo,0.6992776269070065,0.5764142365811092,-0.2503654382100498,-0.34069719066028714,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",46.5625,173.5625,117.3125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2109375,0.64794921875,0.0126953125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.420776,2403,1669697911,420352458,RL_myo,0.7093650225570509,0.5828365686110204,-0.2474415592364726,-0.30963764923695747,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",28.6875,142.25,120.5,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.26953125,0.75439453125,0.0126953125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.441522,2404,1669697911,441091060,RL_myo,0.7164978263072397,0.5875294382855004,-0.2473165680379023,-0.28332761817175284,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",29.9375,107.8125,107.875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.30126953125,0.81396484375,0.0078125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.459852,2405,1669697911,459408044,RL_myo,0.7210051434498638,0.5908787601572955,-0.2506092541272446,-0.2611682899197466,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",27.0,77.8125,78.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.4248046875,0.87158203125,0.044921875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.480804,2406,1669697911,480450630,RL_myo,0.725002473344865,0.5922460851039927,-0.25287803056640645,-0.24427175436320508,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",13.625,60.75,54.875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.45556640625,0.90478515625,0.072265625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.501360,2407,1669697911,500952005,RL_myo,0.7290142507664206,0.5916832005132017,-0.25543575347098707,-0.23065512840307292,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.4375,44.875,50.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.3994140625,0.91943359375,0.03759765625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.519740,2408,1669697911,519317150,RL_myo,0.7314227152081247,0.5913396699437797,-0.2583753945986808,-0.22040953222202606,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.125,29.3125,41.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.33740234375,1.01953125,0.021484375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.540368,2409,1669697911,539995193,RL_myo,0.7315948485787298,0.592185317946841,-0.2608740516290248,-0.21454662879644879,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.4375,13.6875,21.375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2900390625,1.03857421875,0.05419921875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.561537,2410,1669697911,561064958,RL_myo,0.7330521386946177,0.5905922143221582,-0.2620920802293662,-0.212469150274435,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-12.8125,3.4375,11.4375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.20947265625,0.9619140625,0.0751953125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.579728,2411,1669697911,579315662,RL_myo,0.7321971745734633,0.5908970362658968,-0.26270228737614093,-0.21381182915395483,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.4375,-7.8125,-3.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.125,1.1357421875,0.14453125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.600554,2412,1669697911,600235939,RL_myo,0.7310998322265961,0.5919357299159734,-0.26050543362356926,-0.21735235452988053,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.75,-3.3125,-19.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0576171875,1.12060546875,0.10302734375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.621870,2413,1669697911,621219158,RL_myo,0.7326843182595857,0.5896753747672323,-0.25928382072365214,-0.2196099780987995,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-24.875,-3.25,-3.5625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0595703125,1.037109375,0.1083984375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:58:31.639530,2414,1669697911,639285326,RL_myo,0.7340580992892419,0.5880521976178743,-0.25667007379937323,-0.2224270508739396,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-15.3125,-0.3125,-9.3125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00927734375,0.9541015625,0.22265625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
