time,.data
2022/11/28/22:58:31.529716,"(-2, -6, 6, -8, -3, 4, -2, 0)"
2022/11/28/22:58:31.541740,"(3, 5, 7, 10, -5, 2, 1, 3)"
2022/11/28/22:58:31.541842,"(0, -4, -2, 7, 3, -1, 1, 1)"
2022/11/28/22:58:31.549181,"(-4, -1, -5, -18, -7, -3, -1, -5)"
2022/11/28/22:58:31.549217,"(-2, -2, -3, 7, 7, -5, -4, -5)"
2022/11/28/22:58:31.565325,"(4, 4, -1, 4, 0, 2, 2, 6)"
2022/11/28/22:58:31.565346,"(-1, 7, 2, -9, 0, -1, 1, -1)"
2022/11/28/22:58:31.567208,"(0, -8, -3, -2, -3, -1, -1, 0)"
2022/11/28/22:58:31.567234,"(1, 2, 0, -8, -3, -3, 1, 1)"
2022/11/28/22:58:31.588419,"(-7, -5, -1, -2, 3, 1, 2, 1)"
2022/11/28/22:58:31.588440,"(4, 2, 3, 4, 1, 1, 0, -1)"
2022/11/28/22:58:31.589763,"(-2, 6, 1, -4, 0, -6, -2, -4)"
2022/11/28/22:58:31.589777,"(-5, -4, -2, 1, -1, -3, 0, -2)"
2022/11/28/22:58:31.602044,"(4, 0, -3, 0, -2, 0, 1, 2)"
2022/11/28/22:58:31.602059,"(-1, -6, -4, 2, -1, 0, 1, 2)"
2022/11/28/22:58:31.608988,"(-7, 7, 5, 1, -2, -5, -4, -5)"
2022/11/28/22:58:31.609000,"(1, -6, -9, -9, -3, 2, -2, -1)"
2022/11/28/22:58:31.625658,"(1, 1, 1, 2, -2, -1, -1, 1)"
2022/11/28/22:58:31.626033,"(-7, -3, 0, 1, 4, -3, -4, -3)"
2022/11/28/22:58:31.627449,"(3, 0, 0, 14, 2, 0, 1, 0)"
2022/11/28/22:58:31.627471,"(-2, -5, -8, -11, -6, 0, -4, -4)"
2022/11/28/22:58:31.647884,"(6, 6, 6, 9, -2, 2, 1, 3)"
2022/11/28/22:58:31.647912,"(-7, -3, 3, -5, 2, -3, -3, -4)"
2022/11/28/22:58:31.649948,"(0, 0, -8, -7, -2, -1, -2, 0)"
2022/11/28/22:58:31.649962,"(0, 1, 2, 3, -1, -1, 0, -3)"
2022/11/28/22:58:31.662560,"(-1, -4, -3, 1, -2, -1, 0, -1)"
2022/11/28/22:58:31.662582,"(0, -3, 3, 4, 1, -2, -1, 0)"
2022/11/28/22:58:31.668540,"(-3, -1, -1, -1, -3, -3, -2, -2)"
2022/11/28/22:58:31.668553,"(-7, -5, -4, -6, -6, -2, -2, -4)"
2022/11/28/22:58:31.685639,"(5, 10, 0, -6, 1, 2, -1, 2)"
2022/11/28/22:58:31.685660,"(-2, -9, 3, 3, -3, 0, -1, 0)"
2022/11/28/22:58:31.687082,"(1, -2, -3, -3, -1, -2, -3, -2)"
2022/11/28/22:58:31.687099,"(0, 2, 0, 0, -1, 1, 1, 0)"
2022/11/28/22:58:31.707917,"(-4, -2, -1, 0, 1, 0, -2, -3)"
2022/11/28/22:58:31.707947,"(-2, 0, -2, 0, -2, -2, -1, -1)"
2022/11/28/22:58:31.709548,"(-1, 2, 1, -2, -3, -4, 1, -1)"
2022/11/28/22:58:31.709562,"(0, 0, 3, -5, 3, 1, 1, 0)"
2022/11/28/22:58:31.721934,"(0, -2, -4, 2, -1, -1, 0, -2)"
2022/11/28/22:58:31.721952,"(-2, -2, -3, 2, -2, 2, -2, -1)"
2022/11/28/22:58:31.728101,"(-1, -4, -2, -10, 4, -2, -4, -3)"
2022/11/28/22:58:31.728118,"(1, 3, -1, 21, -1, -2, 1, 0)"
2022/11/28/22:58:31.745400,"(0, -4, 1, -7, 2, 0, 0, -1)"
2022/11/28/22:58:31.745422,"(1, -2, 1, -4, -5, -5, -2, -1)"
2022/11/28/22:58:31.747469,"(0, 2, -3, -5, -3, 2, 2, 1)"
2022/11/28/22:58:31.747486,"(-2, 0, 1, -3, -1, -1, -1, -2)"
2022/11/28/22:58:31.767694,"(-3, -5, -4, -6, -2, -2, -2, -2)"
2022/11/28/22:58:31.767778,"(-1, -3, -6, -5, -2, 3, 2, 0)"
2022/11/28/22:58:31.769640,"(1, 4, 6, 12, -4, 2, 0, 0)"
2022/11/28/22:58:31.769665,"(-1, -1, -3, -7, 8, -3, -1, -2)"
2022/11/28/22:58:31.782120,"(-3, -6, -5, -4, 2, 0, 0, 0)"
2022/11/28/22:58:31.782233,"(0, 0, 5, 5, 0, -3, 0, -2)"
2022/11/28/22:58:31.788576,"(-2, 6, 1, 13, 3, 0, 0, -1)"
2022/11/28/22:58:31.788596,"(-5, -4, 6, 7, -4, -1, -3, -4)"
2022/11/28/22:58:31.805528,"(6, 5, -7, -18, -6, -1, 1, 1)"
2022/11/28/22:58:31.805554,"(-5, -8, -7, -17, -8, -3, -4, -5)"
2022/11/28/22:58:31.807587,"(3, -4, -1, 22, 4, 1, -1, 3)"
2022/11/28/22:58:31.807598,"(-3, 6, 1, -2, -1, -1, 1, 1)"
2022/11/28/22:58:31.827735,"(-2, -4, 0, -1, 0, -1, -3, -3)"
2022/11/28/22:58:31.827755,"(5, 3, 1, -9, -2, 4, 1, 3)"
2022/11/28/22:58:31.829339,"(-3, -1, -3, -11, 1, -3, -2, -1)"
2022/11/28/22:58:31.829350,"(2, -3, 2, 2, -1, 5, 0, 0)"
2022/11/28/22:58:31.841111,"(-2, -2, -7, -7, 0, 0, -1, 0)"
2022/11/28/22:58:31.841116,"(1, 5, 1, 14, 3, -4, -1, 0)"
2022/11/28/22:58:31.850405,"(-8, -4, -5, -55, -20, -4, -5, -6)"
2022/11/28/22:58:31.850449,"(5, 1, -5, 29, 15, 4, 4, 3)"
2022/11/28/22:58:31.865557,"(-4, -2, 8, 41, 4, -4, -4, -2)"
2022/11/28/22:58:31.865589,"(4, 0, 6, 3, 5, 9, 3, 0)"
2022/11/28/22:58:31.867439,"(-3, -8, -8, -6, -4, -8, 0, -1)"
2022/11/28/22:58:31.867455,"(-2, -2, -11, -31, -13, -3, -2, 0)"
2022/11/28/22:58:31.887798,"(2, -4, 2, -4, -7, 1, -2, -1)"
2022/11/28/22:58:31.888013,"(-3, 7, -4, 14, 6, 0, 0, 0)"
2022/11/28/22:58:31.889759,"(-1, -1, 3, -4, 6, 1, -3, -2)"
2022/11/28/22:58:31.889782,"(-4, -3, -2, -2, -4, -4, -1, -1)"
2022/11/28/22:58:31.901411,"(-4, -3, -5, -7, -2, -7, -2, -4)"
2022/11/28/22:58:31.901420,"(-3, -8, -2, -8, -6, -1, 0, -2)"
2022/11/28/22:58:31.910330,"(5, 4, 6, 21, 6, 5, 1, 2)"
2022/11/28/22:58:31.910343,"(-2, -5, 3, 4, -1, 1, -1, -3)"
2022/11/28/22:58:31.925286,"(-2, 1, 0, 3, -1, -1, -2, -3)"
2022/11/28/22:58:31.925315,"(-2, 0, -6, -20, -8, -7, -2, 0)"
2022/11/28/22:58:31.927022,"(1, -6, -5, 0, 0, 1, 3, 3)"
2022/11/28/22:58:31.927040,"(-2, 3, -2, 4, 2, -3, -3, -2)"
2022/11/28/22:58:31.947869,"(-9, -3, 2, -9, -5, -5, -3, -4)"
2022/11/28/22:58:31.947894,"(-4, -1, -1, -3, -4, 0, -3, -4)"
2022/11/28/22:58:31.949593,"(1, 1, 3, 11, 11, -1, 0, -1)"
2022/11/28/22:58:31.949606,"(2, -2, -5, -3, -6, 0, 2, 3)"
2022/11/28/22:58:31.961472,"(1, 2, -4, -6, 3, 0, 1, 0)"
2022/11/28/22:58:31.961498,"(0, 1, 2, 5, 2, -2, 0, 0)"
2022/11/28/22:58:31.970368,"(-1, -2, -3, -7, -3, -1, -2, -2)"
2022/11/28/22:58:31.970391,"(-1, -1, 1, -14, -6, -2, 0, 0)"
2022/11/28/22:58:31.985301,"(4, 2, 2, 16, 1, 2, 0, 0)"
2022/11/28/22:58:31.985322,"(3, -4, 1, 11, 7, 4, 0, 1)"
2022/11/28/22:58:31.987344,"(-3, 2, 0, 0, -4, -3, 1, -1)"
2022/11/28/22:58:31.987367,"(-6, 1, -1, -12, -3, -5, -3, -4)"
2022/11/28/22:58:32.007991,"(1, -4, -5, -7, -2, 4, 3, 2)"
2022/11/28/22:58:32.008008,"(0, 2, 4, 10, -1, 0, -1, 0)"
2022/11/28/22:58:32.009669,"(-1, -4, -1, -5, -3, -2, -1, -1)"
2022/11/28/22:58:32.009682,"(-2, -6, -8, 1, -2, -1, -1, 0)"
2022/11/28/22:58:32.021279,"(-2, 0, 9, -2, 0, 0, -3, -2)"
2022/11/28/22:58:32.021299,"(-5, -1, -8, -6, -1, -4, 0, -3)"
2022/11/28/22:58:32.030675,"(1, 6, 3, 3, 0, -3, 0, 1)"
2022/11/28/22:58:32.030722,"(-1, -1, 4, 4, 1, -1, 0, -4)"
2022/11/28/22:58:32.045454,"(3, -4, -1, -2, 0, -1, -2, 2)"
2022/11/28/22:58:32.045480,"(0, -1, -4, -4, 1, 2, -1, 0)"
2022/11/28/22:58:32.047142,"(-3, 1, -2, 2, -3, -2, -3, -1)"
2022/11/28/22:58:32.047159,"(-3, -3, 1, -2, -5, -6, -2, -2)"
2022/11/28/22:58:32.067999,"(-4, 10, 0, -5, -1, -1, -2, -1)"
2022/11/28/22:58:32.068090,"(-3, -15, -3, 2, -1, -1, 0, 1)"
2022/11/28/22:58:32.069838,"(1, -1, -3, 3, 3, 2, 0, 1)"
2022/11/28/22:58:32.069850,"(0, -3, 1, -1, 1, 3, -2, -1)"
2022/11/28/22:58:32.081504,"(0, 3, 0, -9, -2, -3, 1, 1)"
2022/11/28/22:58:32.081512,"(5, 7, 0, 0, -2, -2, -1, 1)"
2022/11/28/22:58:32.090984,"(-7, -6, -2, 7, -1, -1, -1, -3)"
2022/11/28/22:58:32.091017,"(-2, -6, 0, -2, 1, 0, -3, -2)"
2022/11/28/22:58:32.105237,"(5, -1, -3, 5, 4, 2, 1, 3)"
2022/11/28/22:58:32.105249,"(-7, 5, 1, -11, -5, -3, -2, -4)"
2022/11/28/22:58:32.106856,"(2, -3, -5, -3, 0, 0, 2, 2)"
2022/11/28/22:58:32.106872,"(-1, -3, -4, -9, 0, -1, -2, -1)"
2022/11/28/22:58:32.127845,"(-4, -2, 3, 2, -4, 0, -2, -3)"
2022/11/28/22:58:32.127873,"(4, -6, -5, 12, -2, 2, -1, 0)"
2022/11/28/22:58:32.129852,"(-3, 6, 0, -5, -2, -8, -3, -3)"
2022/11/28/22:58:32.129872,"(-9, -5, -5, 0, -4, -4, 0, -3)"
2022/11/28/22:58:32.141171,"(8, 2, -1, 0, 7, 4, 1, 2)"
2022/11/28/22:58:32.141178,"(-1, -1, 2, -9, -2, -3, -3, -1)"
2022/11/28/22:58:32.158178,"(-3, -7, -1, 6, -5, 2, -2, -4)"
2022/11/28/22:58:32.158202,"(4, 8, 3, -3, -2, -1, -1, 1)"
2022/11/28/22:58:32.165034,"(-8, -10, -5, 0, -1, -4, -2, -4)"
2022/11/28/22:58:32.165058,"(-3, 1, -3, -8, -4, -1, -1, -2)"
2022/11/28/22:58:32.167168,"(-1, -6, -2, -1, 0, 2, -3, -1)"
2022/11/28/22:58:32.167192,"(4, 9, 3, 9, 5, 2, 2, 2)"
2022/11/28/22:58:32.187922,"(-6, -10, -2, -5, -6, -7, -3, -1)"
2022/11/28/22:58:32.187942,"(-1, 4, -2, 4, 3, -2, -1, -1)"
2022/11/28/22:58:32.189941,"(1, -4, -6, -45, -25, -3, -2, -1)"
2022/11/28/22:58:32.189952,"(-1, 6, 10, 16, 19, 5, 0, 1)"
2022/11/28/22:58:32.201202,"(1, 0, -5, 28, 12, -1, 1, 1)"
2022/11/28/22:58:32.201221,"(-2, -15, 1, 1, 3, 2, -2, -4)"
2022/11/28/22:58:32.210315,"(3, 4, 1, 8, 4, 1, -1, 2)"
2022/11/28/22:58:32.210348,"(-7, 5, -5, -24, -20, -5, -3, -4)"
2022/11/28/22:58:32.225256,"(-2, -1, 1, -11, -7, -3, -1, -1)"
2022/11/28/22:58:32.226586,"(-1, 0, -3, 0, 1, -4, 0, 0)"
2022/11/28/22:58:32.227508,"(-3, -7, -2, 3, -1, 2, -1, -2)"
2022/11/28/22:58:32.227520,"(3, -4, -1, -3, 0, 1, -3, -1)"
2022/11/28/22:58:32.248029,"(-2, 5, 5, 9, 2, -2, -2, -1)"
2022/11/28/22:58:32.248402,"(3, 2, -1, 1, -2, -2, 1, 3)"
2022/11/28/22:58:32.249953,"(0, 1, -1, 6, 6, 1, 0, -1)"
2022/11/28/22:58:32.249970,"(-3, -3, 2, -3, -5, -3, -3, -3)"
2022/11/28/22:58:32.261678,"(1, 2, -1, -7, 1, 3, 0, -1)"
2022/11/28/22:58:32.261694,"(0, 2, -4, -3, -2, -2, -1, 1)"
2022/11/28/22:58:32.270432,"(-1, -4, 0, 4, 3, 0, 0, 1)"
2022/11/28/22:58:32.270438,"(4, -7, -2, 9, 2, -2, -1, 0)"
2022/11/28/22:58:32.285648,"(-1, 3, 3, -11, -6, -1, -1, -4)"
2022/11/28/22:58:32.285725,"(-5, -2, -6, -8, -9, -2, -1, -3)"
2022/11/28/22:58:32.287494,"(-2, 1, -2, -3, 9, -4, -3, -3)"
2022/11/28/22:58:32.287513,"(-3, -5, 2, 28, -1, 0, -2, 0)"
2022/11/28/22:58:32.307642,"(5, -10, 3, -3, 3, 4, -1, 0)"
2022/11/28/22:58:32.307666,"(0, 11, -2, -9, -1, -4, -2, -1)"
2022/11/28/22:58:32.309709,"(-13, 0, -2, -7, -9, -8, -3, -4)"
2022/11/28/22:58:32.309730,"(3, 1, -4, 0, 0, 0, 3, 2)"
2022/11/28/22:58:32.321460,"(-2, -2, -2, 2, -1, -1, 1, 1)"
2022/11/28/22:58:32.321484,"(3, -7, -2, -5, 1, 2, -2, 3)"
2022/11/28/22:58:32.330269,"(2, 0, 3, 4, -2, -1, 0, 0)"
2022/11/28/22:58:32.330291,"(-6, -5, -4, -6, -2, -3, -1, -3)"
2022/11/28/22:58:32.345575,"(0, 5, -2, 0, -8, -1, 0, -1)"
2022/11/28/22:58:32.345708,"(-2, -2, 0, 2, 20, -3, -4, -2)"
2022/11/28/22:58:32.347180,"(0, 3, 3, 6, -4, 1, -1, -1)"
2022/11/28/22:58:32.347193,"(2, 2, -2, -5, 1, 3, 1, -1)"
2022/11/28/22:58:32.367802,"(-4, -2, -7, -24, -10, -3, -2, -1)"
2022/11/28/22:58:32.367827,"(0, 8, 12, 33, -3, -3, 0, -2)"
2022/11/28/22:58:32.369881,"(-2, -9, -1, 4, 10, 2, 3, 2)"
2022/11/28/22:58:32.369909,"(-1, -4, -8, -4, -1, -2, 0, 1)"
2022/11/28/22:58:32.390318,"(2, -3, 1, -5, 1, 3, -1, -1)"
2022/11/28/22:58:32.390334,"(-5, 2, -4, -11, -8, -3, 1, -1)"
2022/11/28/22:58:32.391818,"(1, 4, -1, 7, 5, -1, 1, -1)"
2022/11/28/22:58:32.391830,"(2, 3, 1, -2, 3, 1, 0, 1)"
2022/11/28/22:58:32.405039,"(-4, -7, -5, 2, 4, -2, -1, 0)"
2022/11/28/22:58:32.405259,"(-3, -1, 4, -3, 1, 1, -3, -3)"
2022/11/28/22:58:32.406629,"(-3, -1, 0, -4, -9, -1, -2, -3)"
2022/11/28/22:58:32.406646,"(-2, -1, 1, -10, -4, -4, -2, -2)"
2022/11/28/22:58:32.428252,"(2, 6, 0, 6, 3, -1, 2, 1)"
2022/11/28/22:58:32.428291,"(0, -6, -4, -4, -3, 1, 2, 0)"
2022/11/28/22:58:32.430135,"(1, 2, -1, -7, 2, 3, -1, 1)"
2022/11/28/22:58:32.430157,"(-1, -1, -1, 2, 0, -3, -3, -2)"
2022/11/28/22:58:32.450384,"(-3, 0, -1, 3, -5, -6, -4, -2)"
2022/11/28/22:58:32.450422,"(0, 7, -1, -3, -1, 1, -1, -1)"
2022/11/28/22:58:32.452090,"(-5, -18, -8, -3, -2, 0, 0, -1)"
2022/11/28/22:58:32.452103,"(1, 1, 0, -1, 1, 2, 1, 0)"
2022/11/28/22:58:32.465193,"(-1, -2, 4, 1, -3, -1, -1, -3)"
2022/11/28/22:58:32.465761,"(-2, -1, -1, -2, 0, 2, 0, -1)"
2022/11/28/22:58:32.467276,"(-3, 4, -5, -1, -3, -4, 0, -1)"
2022/11/28/22:58:32.467286,"(-1, -4, -2, -17, -5, -2, -1, -1)"
2022/11/28/22:58:32.487774,"(-2, -3, -2, 1, 0, 2, -1, -2)"
2022/11/28/22:58:32.487930,"(4, 0, 4, 24, 4, 4, 3, 2)"
2022/11/28/22:58:32.489457,"(-1, 1, -3, -4, 5, -1, 0, -1)"
2022/11/28/22:58:32.489480,"(-2, -5, -4, -3, -4, -2, -1, 0)"
2022/11/28/22:58:32.510359,"(-4, 0, -3, -7, -2, -1, 0, -2)"
2022/11/28/22:58:32.510389,"(-3, -13, -8, -7, -2, -4, -3, -2)"
2022/11/28/22:58:32.511890,"(1, 6, 5, 8, -2, 2, 1, 0)"
2022/11/28/22:58:32.511898,"(0, 2, -2, -6, -1, 0, -1, -1)"
2022/11/28/22:58:32.524320,"(-3, 1, 0, -7, -1, 0, -4, -1)"
2022/11/28/22:58:32.524348,"(2, -4, -3, -3, -2, 0, -2, 1)"
2022/11/28/22:58:32.533112,"(-1, -5, 4, 7, 3, -1, 0, -2)"
2022/11/28/22:58:32.533133,"(0, 0, -5, 1, 0, -4, -1, 1)"
2022/11/28/22:58:32.547851,"(-3, -4, 2, -4, -12, -5, 0, -2)"
2022/11/28/22:58:32.547947,"(0, 5, -1, -3, 5, 0, 1, -1)"
2022/11/28/22:58:32.549810,"(-1, 7, 1, -10, 3, -1, -2, -3)"
2022/11/28/22:58:32.549819,"(0, -10, -1, 9, 2, 6, 1, 3)"
2022/11/28/22:58:32.570158,"(-1, -3, -2, 6, 4, -1, -2, -2)"
2022/11/28/22:58:32.570178,"(-2, -3, -5, -9, -10, -5, -3, 2)"
2022/11/28/22:58:32.571795,"(0, -3, -2, 1, -1, 0, -2, -2)"
2022/11/28/22:58:32.571809,"(-4, 1, -1, -8, 1, 1, 0, -3)"
2022/11/28/22:58:32.584402,"(2, 7, -4, 3, -5, -2, 2, 2)"
2022/11/28/22:58:32.584551,"(-3, -5, 6, 4, -2, -1, 0, -3)"
2022/11/28/22:58:32.591199,"(1, -2, 1, 1, 4, -1, -1, 0)"
2022/11/28/22:58:32.591209,"(-9, 0, -5, 0, -2, -1, -2, -2)"
2022/11/28/22:58:32.607714,"(-1, -9, -7, -10, -1, -6, -2, -1)"
2022/11/28/22:58:32.607733,"(3, 4, 0, -3, -1, 2, 1, 1)"
2022/11/28/22:58:32.609446,"(4, -5, 1, -1, -2, 1, 0, 2)"
2022/11/28/22:58:32.609458,"(0, 3, 3, 1, 1, 0, 0, -3)"
2022/11/28/22:58:32.630486,"(-5, 0, -1, 15, -1, -5, -3, -1)"
2022/11/28/22:58:32.630516,"(-5, -4, -1, -10, -3, -4, -2, -3)"
2022/11/28/22:58:32.632429,"(4, 1, -4, 2, 0, 0, 1, 1)"
2022/11/28/22:58:32.632458,"(-1, -3, 2, -2, 0, 0, -2, -2)"
2022/11/28/22:58:32.645263,"(0, -2, -2, -2, 2, 2, 2, 0)"
2022/11/28/22:58:32.645412,"(4, 1, -1, 6, 3, 3, 1, 1)"
2022/11/28/22:58:32.650498,"(0, 5, 0, -5, -2, 0, 2, 1)"
2022/11/28/22:58:32.650518,"(-4, 1, -1, -4, -5, -6, -4, -4)"
2022/11/28/22:58:32.667798,"(-1, -3, 4, 5, 3, 1, -3, -1)"
2022/11/28/22:58:32.667838,"(-5, -7, -6, -6, -7, -3, -2, -3)"
2022/11/28/22:58:32.669618,"(-2, 2, -1, -3, -3, 0, 1, 1)"
2022/11/28/22:58:32.669631,"(3, -4, -2, 4, 1, -1, 1, 2)"
2022/11/28/22:58:32.690340,"(2, 3, 0, -6, -1, 1, -1, -1)"
2022/11/28/22:58:32.690353,"(0, 1, 0, -4, 2, 0, 1, -2)"
2022/11/28/22:58:32.692202,"(-5, -7, -2, 2, -5, -3, -3, -3)"
2022/11/28/22:58:32.692213,"(1, 5, -1, -5, -4, -3, 2, 1)"
2022/11/28/22:58:32.704527,"(-3, -1, 1, -5, 2, 1, 0, 0)"
2022/11/28/22:58:32.704821,"(-1, 0, 1, 5, 1, -1, 1, 1)"
2022/11/28/22:58:32.711199,"(2, 2, -2, -7, -3, -3, -3, -2)"
2022/11/28/22:58:32.711231,"(-3, -1, 1, 8, 0, -1, -2, -5)"
2022/11/28/22:58:32.728008,"(-2, 1, -3, -3, -5, 1, -1, -3)"
2022/11/28/22:58:32.728062,"(-3, -5, 1, -2, 9, -1, -3, -1)"
2022/11/28/22:58:32.729677,"(11, 2, -1, 0, -3, 2, 2, 3)"
2022/11/28/22:58:32.729706,"(-3, -5, -1, -2, -1, -1, 0, 0)"
2022/11/28/22:58:32.750184,"(1, 5, -2, -6, -2, 0, 0, 1)"
2022/11/28/22:58:32.750205,"(-5, -3, 0, 2, -3, -2, -1, 0)"
2022/11/28/22:58:32.752084,"(-8, -6, -2, 0, -1, -2, 1, -1)"
2022/11/28/22:58:32.752103,"(6, 5, 2, -1, -1, 0, -2, 1)"
2022/11/28/22:58:32.764925,"(-2, 5, 3, 6, 3, 0, -3, -5)"
2022/11/28/22:58:32.764936,"(-7, -12, -6, -7, -5, -1, -2, 0)"
2022/11/28/22:58:32.771038,"(-1, 2, 1, 3, 3, 0, 1, 0)"
2022/11/28/22:58:32.771062,"(-7, 0, 0, 2, -2, -1, -4, -3)"
2022/11/28/22:58:32.787847,"(4, -5, -3, -4, 0, -3, 0, 0)"
2022/11/28/22:58:32.787867,"(3, -1, -3, -10, -3, 1, 0, -1)"
2022/11/28/22:58:32.789631,"(4, 8, 1, -9, 5, 5, 3, 2)"
2022/11/28/22:58:32.789642,"(-9, -5, 1, 14, -4, -3, -6, -7)"
2022/11/28/22:58:32.810463,"(5, 5, -1, -1, 1, -2, 1, 0)"
2022/11/28/22:58:32.810487,"(-13, -11, 0, 6, 0, -4, -1, -5)"
2022/11/28/22:58:32.812304,"(-1, -2, -3, -4, -5, -2, 1, 2)"
2022/11/28/22:58:32.812318,"(3, 0, 2, -7, 1, -2, -1, 0)"
2022/11/28/22:58:32.823784,"(0, -2, -3, -6, -1, -1, -1, -1)"
2022/11/28/22:58:32.823795,"(3, 7, 1, -1, -3, -1, -2, -4)"
2022/11/28/22:58:32.833100,"(-2, -1, -3, -1, 1, 0, -1, 0)"
2022/11/28/22:58:32.833119,"(4, -1, -2, -11, -9, -2, -2, 1)"
2022/11/28/22:58:32.848024,"(-9, -6, -3, 0, 7, -3, -3, -3)"
2022/11/28/22:58:32.848322,"(3, 5, 5, 14, 1, 2, 1, 4)"
2022/11/28/22:58:32.849899,"(1, -2, -2, 4, 1, -1, -4, 0)"
2022/11/28/22:58:32.849916,"(-15, -2, 1, 3, 2, -1, 1, 0)"
2022/11/28/22:58:32.870263,"(0, -1, -4, -13, -13, -3, -1, 1)"
2022/11/28/22:58:32.870283,"(0, -2, -3, -10, 4, -3, -2, -5)"
2022/11/28/22:58:32.871912,"(-6, 0, 2, -4, 0, -2, -4, -6)"
2022/11/28/22:58:32.871922,"(6, 0, 1, 25, 2, 2, 3, 2)"
2022/11/28/22:58:32.883765,"(-3, -2, -1, -23, -21, -1, -1, 1)"
2022/11/28/22:58:32.883783,"(2, 2, 0, 13, 17, -3, -4, -2)"
2022/11/28/22:58:32.893529,"(-3, -4, -2, 2, -6, -3, -4, 0)"
2022/11/28/22:58:32.893553,"(3, 4, 2, -2, 6, 3, 4, 4)"
2022/11/28/22:58:32.910498,"(-1, -2, 0, 3, 0, -1, 0, -4)"
2022/11/28/22:58:32.910518,"(4, 4, -4, -9, -9, 1, -2, 3)"
2022/11/28/22:58:32.910539,"(-3, -6, 0, -1, -2, -2, -2, -3)"
2022/11/28/22:58:32.910550,"(3, -1, -1, 0, 2, 0, 0, 2)"
2022/11/28/22:58:32.938191,"(-1, -4, -13, -44, -14, -3, -5, -4)"
2022/11/28/22:58:32.938208,"(2, 1, 6, 39, 16, 1, 3, 3)"
2022/11/28/22:58:32.939671,"(-2, 9, 5, 4, 12, -3, -3, -4)"
2022/11/28/22:58:32.939698,"(-4, -13, -4, -28, -9, -1, 0, -2)"
2022/11/28/22:58:32.943489,"(-11, -4, 6, 46, 22, -1, -1, -2)"
2022/11/28/22:58:32.943506,"(9, 4, -14, -21, -19, 0, -1, 1)"
2022/11/28/22:58:32.952729,"(-1, 1, 2, -10, -13, -1, -1, -1)"
2022/11/28/22:58:32.952739,"(-7, 3, 3, 8, 4, -1, -2, -4)"
2022/11/28/22:58:32.967787,"(-3, -4, -2, -29, -1, -4, -2, 4)"
2022/11/28/22:58:32.967809,"(-4, -5, -7, 5, -2, 2, 4, 4)"
2022/11/28/22:58:32.969415,"(-3, -1, -1, 16, -2, -2, -2, 0)"
2022/11/28/22:58:32.969438,"(0, -3, -5, -13, 0, 0, -2, -9)"
2022/11/28/22:58:32.990891,"(1, -2, -8, -71, -3, 1, -1, -1)"
2022/11/28/22:58:32.990921,"(2, 8, 11, 78, -9, -4, -3, -3)"
2022/11/28/22:58:32.992570,"(-6, -11, 4, -1, 1, 0, -1, 0)"
2022/11/28/22:58:32.992580,"(1, 3, -2, 12, 13, 0, 0, 3)"
2022/11/28/22:58:33.003565,"(0, -1, 6, 45, 14, 1, -1, -8)"
2022/11/28/22:58:33.003576,"(3, 6, -4, -57, -9, 3, 3, 1)"
2022/11/28/22:58:33.013279,"(6, -2, -3, 0, -14, -4, 0, 6)"
