time,.data
2022/11/28/23:08:17.084433,"(-76, -10, -12, -3, -3, -6, 3, -90)"
2022/11/28/23:08:17.105539,"(31, -1, 6, 2, 1, 6, 12, 68)"
2022/11/28/23:08:17.105557,"(-4, -24, -36, -5, -3, -4, -22, -2)"
2022/11/28/23:08:17.106292,"(69, 57, 16, -1, 0, -1, -14, 3)"
2022/11/28/23:08:17.106299,"(-6, -31, -4, -1, 0, -1, 13, 8)"
2022/11/28/23:08:17.120969,"(45, -11, -12, 0, 4, 2, 8, -24)"
2022/11/28/23:08:17.120992,"(-51, 69, -5, -14, -2, -1, -3, 31)"
2022/11/28/23:08:17.121273,"(52, -104, 10, 1, -1, 3, 28, 81)"
2022/11/28/23:08:17.121279,"(-84, 28, 3, 29, 1, -1, 0, -2)"
2022/11/28/23:08:17.143093,"(-47, -34, 2, -6, 5, 0, -28, 20)"
2022/11/28/23:08:17.143118,"(85, -51, -33, -12, -6, -13, -21, -111)"
2022/11/28/23:08:17.143952,"(-19, 16, 1, -14, -6, 1, -7, -53)"
2022/11/28/23:08:17.143959,"(-2, -20, 13, 5, 0, -3, 9, -27)"
2022/11/28/23:08:17.165501,"(-23, -25, -12, -8, -3, -1, 0, 54)"
2022/11/28/23:08:17.165526,"(34, 23, 20, 19, 1, 2, 1, -87)"
2022/11/28/23:08:17.166358,"(68, 6, -79, -53, 0, -1, 10, 4)"
2022/11/28/23:08:17.166381,"(-74, 3, 81, 14, -6, -6, -31, 1)"
2022/11/28/23:08:17.180866,"(76, -47, -5, 82, 1, 4, 21, 49)"
2022/11/28/23:08:17.180895,"(55, -48, -71, -70, -5, -2, -3, -6)"
2022/11/28/23:08:17.181551,"(-78, 59, -30, -57, -5, -9, -22, -71)"
2022/11/28/23:08:17.181560,"(55, 34, 23, 66, 8, 7, 13, 34)"
2022/11/28/23:08:17.202944,"(79, -23, -45, -97, 2, -3, -6, -13)"
2022/11/28/23:08:17.203085,"(-73, 69, 85, 68, 2, 3, 15, 25)"
2022/11/28/23:08:17.203788,"(-23, 60, 27, -34, -7, 0, 19, -29)"
2022/11/28/23:08:17.203795,"(-81, -27, -49, -46, -4, -2, -20, 16)"
2022/11/28/23:08:17.226215,"(-3, 126, 127, 52, -8, -7, -20, -90)"
2022/11/28/23:08:17.226250,"(11, -54, -4, 20, 8, 4, 21, 24)"
2022/11/28/23:08:17.227055,"(66, 3, 11, 61, 2, 0, -17, -1)"
2022/11/28/23:08:17.227065,"(-38, -34, -128, -104, -7, -6, -16, -59)"
2022/11/28/23:08:17.240539,"(-16, -79, 71, 41, -2, -3, 6, -42)"
2022/11/28/23:08:17.240708,"(-7, -33, -60, -103, -3, 4, 8, 27)"
2022/11/28/23:08:17.241770,"(61, -2, 112, 127, 3, 0, -6, -10)"
2022/11/28/23:08:17.241781,"(44, 58, 69, -29, 1, -5, -7, 27)"
2022/11/28/23:08:17.263510,"(-37, -47, -49, 11, -2, 0, -1, -14)"
2022/11/28/23:08:17.263539,"(-17, 11, 18, 19, -8, -8, 1, 4)"
2022/11/28/23:08:17.264156,"(-94, -44, -29, -38, 5, 1, 2, -15)"
2022/11/28/23:08:17.264167,"(117, -1, -89, -34, -6, 1, -5, 18)"
2022/11/28/23:08:17.286577,"(-16, 21, -7, -30, -1, -1, 3, -15)"
2022/11/28/23:08:17.286611,"(-26, 6, -28, 38, 9, -1, -1, 24)"
2022/11/28/23:08:17.286634,"(6, -11, 10, 64, -5, 0, -3, -1)"
2022/11/28/23:08:17.286641,"(11, 9, 15, -15, -1, -2, 1, 8)"
2022/11/28/23:08:17.300252,"(5, 46, -1, -4, 2, -2, 1, -1)"
2022/11/28/23:08:17.300263,"(-8, -22, 1, -15, -4, 3, 12, 13)"
2022/11/28/23:08:17.301003,"(-8, 9, -4, -5, 4, 4, -16, -13)"
2022/11/28/23:08:17.301013,"(7, -13, 29, 17, 4, -1, 7, 7)"
2022/11/28/23:08:17.323633,"(-19, -26, -26, -56, -9, -2, -1, -11)"
2022/11/28/23:08:17.323735,"(15, 13, -87, 38, -5, 6, -6, 7)"
2022/11/28/23:08:17.324340,"(-5, 31, 97, -41, 14, 3, -3, -1)"
2022/11/28/23:08:17.324356,"(3, -11, 12, 70, -1, 8, 17, 17)"
2022/11/28/23:08:17.346036,"(4, 4, -4, -27, 4, 4, -7, -6)"
2022/11/28/23:08:17.346070,"(1, 17, -25, 9, -4, -13, -6, 1)"
2022/11/28/23:08:17.346641,"(-13, -12, 16, -80, 11, 11, -2, -1)"
2022/11/28/23:08:17.346664,"(-5, -38, -18, 69, -3, 23, -13, -6)"
2022/11/28/23:08:17.360526,"(6, 26, -4, -9, 10, -20, 5, -2)"
2022/11/28/23:08:17.360538,"(-1, 13, 55, 2, -2, 11, 16, 4)"
2022/11/28/23:08:17.361313,"(-8, -24, -57, 22, -6, -6, -8, -4)"
2022/11/28/23:08:17.361331,"(9, -8, 12, -32, 3, 6, 32, 0)"
2022/11/28/23:08:17.383435,"(2, 17, 1, 58, 3, 2, 4, 3)"
2022/11/28/23:08:17.383461,"(-5, 4, 25, -31, 2, 5, -7, 5)"
2022/11/28/23:08:17.383896,"(-3, -13, -38, -13, -2, -12, -3, -3)"
2022/11/28/23:08:17.383905,"(2, -1, 16, 3, 1, -20, -34, 1)"
2022/11/28/23:08:17.405822,"(-2, 7, -27, -20, -8, 9, -2, -3)"
2022/11/28/23:08:17.405845,"(-2, -3, 17, 5, 5, -16, -15, -1)"
2022/11/28/23:08:17.406612,"(-4, -3, -7, -8, -6, 15, 19, -3)"
2022/11/28/23:08:17.406632,"(3, -2, 4, 11, -3, -25, -6, 1)"
2022/11/28/23:08:17.420490,"(-2, -3, -20, -7, -3, -8, -15, -3)"
2022/11/28/23:08:17.420514,"(3, 7, 32, 14, 3, 13, -7, 6)"
2022/11/28/23:08:17.421246,"(-6, -6, -22, -4, -16, -32, -2, -10)"
2022/11/28/23:08:17.421254,"(8, -6, -4, -8, 2, 13, 9, 7)"
2022/11/28/23:08:17.443675,"(-9, 1, 0, 16, 0, -15, -13, -12)"
2022/11/28/23:08:17.443702,"(-7, 5, 14, -14, -5, 4, 6, -8)"
2022/11/28/23:08:17.444283,"(0, 0, -6, 11, 0, 16, 6, 18)"
2022/11/28/23:08:17.444299,"(2, -9, -11, -19, -7, -28, -1, -15)"
2022/11/28/23:08:17.465967,"(5, 2, 0, -18, -9, 4, 5, -2)"
2022/11/28/23:08:17.465994,"(19, 4, -5, 23, 2, -3, -17, 11)"
2022/11/28/23:08:17.467435,"(-38, -9, 2, 0, -7, -4, -3, -36)"
2022/11/28/23:08:17.467452,"(-3, -10, 2, -2, 2, 5, 4, -3)"
2022/11/28/23:08:17.480334,"(10, 16, 0, -2, -3, 3, -3, 23)"
2022/11/28/23:08:17.480358,"(-5, -43, -22, -9, -8, -7, 4, 0)"
2022/11/28/23:08:17.481110,"(15, 71, 41, 12, 4, 2, -3, 9)"
2022/11/28/23:08:17.481126,"(5, -20, -13, -8, -1, 6, 7, 3)"
2022/11/28/23:08:17.503168,"(-4, 10, 14, 0, -1, 3, 16, -7)"
2022/11/28/23:08:17.503193,"(25, 7, 7, -23, -3, -2, 1, -1)"
2022/11/28/23:08:17.504032,"(-47, -26, -34, 22, -6, -4, -2, 1)"
2022/11/28/23:08:17.504061,"(24, 4, 15, -15, -5, -1, -7, 16)"
2022/11/28/23:08:17.525607,"(-29, -2, -2, 10, 11, 5, 6, -1)"
2022/11/28/23:08:17.525619,"(-20, -3, 9, 4, 1, -5, -4, -11)"
2022/11/28/23:08:17.526357,"(24, -1, -9, -1, -4, -1, -1, 5)"
2022/11/28/23:08:17.526368,"(16, -4, -9, -3, 0, 9, 5, 8)"
2022/11/28/23:08:17.540353,"(-6, -9, -5, -14, -4, -9, 7, -6)"
2022/11/28/23:08:17.540797,"(-16, -1, 6, 3, -3, 0, 4, 4)"
2022/11/28/23:08:17.541535,"(-1, -31, -20, -8, 4, -3, -8, -14)"
2022/11/28/23:08:17.541564,"(-21, 27, 28, 2, -8, 4, 9, 10)"
2022/11/28/23:08:17.563675,"(62, 17, 22, 22, 2, 4, -10, -11)"
2022/11/28/23:08:17.563697,"(-20, -14, -15, -13, -1, -7, -1, 18)"
2022/11/28/23:08:17.564490,"(25, 13, 1, 2, 3, 6, 20, 18)"
2022/11/28/23:08:17.564515,"(5, -8, -10, -6, 0, -3, -13, -4)"
2022/11/28/23:08:17.585664,"(-58, -3, -7, 0, -2, 1, -5, 6)"
2022/11/28/23:08:17.585688,"(2, 6, -1, -3, 8, -2, 0, -16)"
2022/11/28/23:08:17.586354,"(26, -5, -1, 3, -3, 0, -9, 8)"
2022/11/28/23:08:17.586361,"(-47, -2, 5, 7, 7, -1, 2, -23)"
2022/11/28/23:08:17.600681,"(-5, -12, -7, -10, -8, -6, -26, 10)"
2022/11/28/23:08:17.600703,"(44, 14, 3, 5, -1, 1, 1, -9)"
2022/11/28/23:08:17.601563,"(17, 2, -6, -4, 0, -2, 1, 3)"
2022/11/28/23:08:17.601582,"(-28, -9, -13, -3, 2, -1, -11, -11)"
2022/11/28/23:08:17.624808,"(15, 3, 2, 9, -1, 2, 2, -10)"
2022/11/28/23:08:17.624970,"(-5, -3, 3, -15, -8, -9, -1, 8)"
2022/11/28/23:08:17.625535,"(0, 0, 5, 9, 0, 4, -5, 0)"
2022/11/28/23:08:17.625556,"(28, 9, -27, -38, -5, -2, 5, -3)"
2022/11/28/23:08:17.645853,"(-2, -17, -18, 17, -2, -1, 4, 14)"
2022/11/28/23:08:17.646046,"(2, 3, 32, -6, -1, -1, 4, 3)"
2022/11/28/23:08:17.646579,"(-32, -4, 14, 28, 8, 2, 12, 4)"
2022/11/28/23:08:17.646590,"(2, -9, -13, 2, -2, 1, -3, -4)"
2022/11/28/23:08:17.668857,"(25, 19, 15, -13, 4, -1, -10, -18)"
2022/11/28/23:08:17.669083,"(15, 27, -13, 2, -3, -2, -7, -9)"
2022/11/28/23:08:17.669779,"(-52, -39, -30, -16, -7, -8, -13, -11)"
2022/11/28/23:08:17.669797,"(42, -29, -2, 4, -1, 0, 2, 13)"
2022/11/28/23:08:17.683284,"(1, 38, 13, -6, -2, 0, 4, -4)"
2022/11/28/23:08:17.683308,"(-85, -13, 7, 8, -1, 3, 4, 1)"
2022/11/28/23:08:17.683987,"(-10, -21, -3, -4, 4, 2, -3, -7)"
2022/11/28/23:08:17.683996,"(5, 3, 1, 2, -1, -6, -8, -3)"
2022/11/28/23:08:17.705820,"(2, -13, -11, -9, 1, 1, 5, 9)"
2022/11/28/23:08:17.705851,"(5, 8, 2, 4, -1, 2, 1, -8)"
2022/11/28/23:08:17.706613,"(28, 7, -5, -5, -1, -1, 16, 2)"
2022/11/28/23:08:17.706619,"(-31, -1, -2, -1, 0, -2, -25, 11)"
2022/11/28/23:08:17.720711,"(-4, -3, 0, 1, -5, -1, 22, -9)"
2022/11/28/23:08:17.720734,"(-9, -11, -5, 7, 1, -1, 1, 14)"
2022/11/28/23:08:17.721528,"(3, -3, -10, -2, 0, 3, -3, -16)"
2022/11/28/23:08:17.721560,"(16, 19, 31, 9, -8, -5, -8, -20)"
2022/11/28/23:08:17.743080,"(-16, -17, -9, -6, 0, 1, -1, 3)"
2022/11/28/23:08:17.743301,"(11, 2, -2, 2, 0, 0, -3, 5)"
2022/11/28/23:08:17.743978,"(8, 0, -7, -9, -6, 1, 14, 1)"
2022/11/28/23:08:17.744014,"(-36, 4, 4, 0, 0, 2, 2, 1)"
2022/11/28/23:08:17.765676,"(3, -9, -6, 3, 2, 0, -1, 3)"
2022/11/28/23:08:17.765696,"(-1, -9, 5, 1, 0, 0, 1, -5)"
2022/11/28/23:08:17.766447,"(12, 17, 1, 1, 1, -3, -11, 1)"
2022/11/28/23:08:17.766459,"(19, 0, -8, -7, 1, 1, 7, 1)"
2022/11/28/23:08:17.780726,"(-7, -4, 16, 5, -1, -1, 1, 2)"
2022/11/28/23:08:17.780740,"(31, 5, 0, 15, 1, -1, -8, -4)"
2022/11/28/23:08:17.781176,"(-8, -4, -7, -6, -1, -4, -7, -3)"
2022/11/28/23:08:17.781188,"(-12, -3, -5, -3, -3, -2, 4, 9)"
2022/11/28/23:08:17.803151,"(-9, -12, -5, -3, 1, 2, -3, -5)"
2022/11/28/23:08:17.803162,"(17, 10, 1, -4, -1, -1, -3, -1)"
2022/11/28/23:08:17.803917,"(-1, -28, -4, -1, -3, -3, -3, 4)"
2022/11/28/23:08:17.803927,"(15, 32, 15, 4, 0, -7, -16, -16)"
2022/11/28/23:08:17.826991,"(-27, 2, -9, 0, -2, -2, -22, -8)"
2022/11/28/23:08:17.827100,"(-5, 1, -4, -9, 0, 1, 4, -1)"
2022/11/28/23:08:17.827123,"(-12, -5, 8, 9, 1, -1, 2, -1)"
2022/11/28/23:08:17.827131,"(6, -12, -25, -4, 1, 2, 11, 11)"
2022/11/28/23:08:17.841500,"(15, 14, 21, -6, -3, -1, 3, 2)"
2022/11/28/23:08:17.841511,"(-35, -23, 5, 14, 1, -2, -10, -6)"
2022/11/28/23:08:17.841515,"(-5, 35, -5, -19, 0, -1, -6, -2)"
2022/11/28/23:08:17.841544,"(29, -2, 12, 5, -3, -2, 3, -3)"
2022/11/28/23:08:17.863043,"(-6, 0, -6, 4, 1, 0, 1, 5)"
2022/11/28/23:08:17.863452,"(17, -3, -8, -14, -5, 2, 5, 1)"
2022/11/28/23:08:17.863819,"(7, -1, -2, 2, 0, -5, -8, -5)"
2022/11/28/23:08:17.863839,"(-20, -8, -4, 6, -1, 3, 7, 2)"
2022/11/28/23:08:17.885938,"(4, -12, -13, -15, -2, -1, 6, 2)"
2022/11/28/23:08:17.885966,"(-6, 2, -1, -2, -3, 0, 5, 1)"
2022/11/28/23:08:17.886618,"(1, -2, 2, -2, -4, -2, -5, 0)"
2022/11/28/23:08:17.886638,"(28, 7, -1, 0, 4, 3, -10, -5)"
2022/11/28/23:08:17.900594,"(-54, -17, -13, -22, -4, -3, -15, -6)"
2022/11/28/23:08:17.900618,"(1, 7, 0, 18, 0, -1, 17, -7)"
2022/11/28/23:08:17.901300,"(2, 6, 14, -11, 1, 0, -4, -10)"
2022/11/28/23:08:17.901310,"(6, -1, 5, 2, -1, -1, -7, 5)"
2022/11/28/23:08:17.923534,"(25, -12, -6, 1, -2, -1, -5, 3)"
2022/11/28/23:08:17.923544,"(-11, 3, -4, -19, -1, 0, -1, -16)"
2022/11/28/23:08:17.923863,"(-7, -7, -11, 6, -2, 0, -7, 7)"
2022/11/28/23:08:17.923874,"(-8, -7, 18, 3, 0, 1, 16, 0)"
2022/11/28/23:08:17.945904,"(22, 10, -2, 3, 1, -2, -2, -5)"
2022/11/28/23:08:17.946126,"(4, -1, 0, -8, -1, -4, -8, 3)"
2022/11/28/23:08:17.946980,"(-7, -4, -2, 5, -2, -2, 6, 3)"
2022/11/28/23:08:17.946999,"(-20, 0, -10, -5, 0, -3, -5, -4)"
2022/11/28/23:08:17.960590,"(8, -6, -4, 0, -1, 0, 3, -1)"
2022/11/28/23:08:17.960785,"(10, 1, 9, 1, 1, 0, -5, 5)"
2022/11/28/23:08:17.961742,"(12, 12, 1, -4, -5, -1, -2, -2)"
2022/11/28/23:08:17.961762,"(-18, -20, -14, -1, 0, -2, -1, -3)"
2022/11/28/23:08:17.983241,"(0, 5, 9, 2, 2, 1, 5, -2)"
2022/11/28/23:08:17.983268,"(1, -9, -4, 10, 0, -2, -9, -3)"
2022/11/28/23:08:17.984099,"(3, -1, 3, 0, -2, -1, 2, 5)"
2022/11/28/23:08:17.984115,"(10, 6, -3, -1, -5, -3, -6, -13)"
2022/11/28/23:08:18.005505,"(-1, -4, -9, -7, -4, -3, 0, -4)"
2022/11/28/23:08:18.005522,"(-4, 4, 0, 9, 1, 2, 0, 8)"
2022/11/28/23:08:18.006624,"(11, -2, 7, -5, -2, -7, -14, 1)"
2022/11/28/23:08:18.006639,"(-10, -16, 0, 6, 2, 1, 3, 5)"
2022/11/28/23:08:18.020133,"(8, 12, -2, -1, 1, -1, -3, -16)"
2022/11/28/23:08:18.020144,"(-12, -19, -6, -6, -2, 1, 3, 2)"
2022/11/28/23:08:18.029139,"(-9, -4, -5, -8, -2, 0, 0, -7)"
2022/11/28/23:08:18.029164,"(-10, -1, -22, -7, -2, -2, 7, 1)"
2022/11/28/23:08:18.043803,"(1, 0, 16, 9, 0, -1, -12, -1)"
2022/11/28/23:08:18.043827,"(3, 30, 14, -9, 0, -3, 0, -3)"
2022/11/28/23:08:18.044368,"(6, -20, -7, 15, 13, 2, 3, 7)"
2022/11/28/23:08:18.044382,"(-15, 10, 5, -10, 4, -2, -1, -5)"
2022/11/28/23:08:18.065590,"(36, 3, -28, 10, 1, 4, 9, 10)"
2022/11/28/23:08:18.065617,"(-71, -1, 22, -7, -4, 0, -3, 3)"
2022/11/28/23:08:18.066371,"(5, -5, -5, 10, 0, 1, -1, -7)"
2022/11/28/23:08:18.066401,"(34, -12, -5, -11, -4, -2, -1, 2)"
2022/11/28/23:08:18.080571,"(-36, -3, 0, 7, 4, -1, -7, 4)"
2022/11/28/23:08:18.080596,"(5, 8, -21, -11, -6, -2, -6, -17)"
2022/11/28/23:08:18.081424,"(20, 30, 5, -16, -5, -2, 12, -4)"
2022/11/28/23:08:18.081445,"(-24, -44, 5, 30, -1, 0, -20, -23)"
2022/11/28/23:08:18.104061,"(30, 11, 5, -9, -1, -1, 12, 9)"
2022/11/28/23:08:18.104073,"(-14, -3, -13, 7, 1, 1, 5, 14)"
2022/11/28/23:08:18.104078,"(-14, -18, 1, -13, -4, -1, -5, -1)"
2022/11/28/23:08:18.104107,"(26, 14, 2, -7, -2, 1, 11, 7)"
2022/11/28/23:08:18.126425,"(-3, 13, 2, 16, -1, -3, -3, 6)"
2022/11/28/23:08:18.127090,"(11, -31, 10, -14, 0, -1, -5, 8)"
2022/11/28/23:08:18.127109,"(6, -5, -6, 6, -1, 0, -3, -3)"
2022/11/28/23:08:18.127126,"(-14, 21, -7, -9, -2, 1, 4, 6)"
2022/11/28/23:08:18.139900,"(7, -5, 11, 1, -4, -1, -3, -1)"
2022/11/28/23:08:18.139910,"(9, -2, -11, 1, 3, -2, 0, -12)"
2022/11/28/23:08:18.147511,"(4, 2, 0, 1, -4, -1, -1, 18)"
2022/11/28/23:08:18.147536,"(-18, 1, 1, -5, 0, 0, 6, -2)"
2022/11/28/23:08:18.162849,"(-11, -2, -18, -16, -4, -2, -13, -7)"
2022/11/28/23:08:18.163591,"(17, 9, -3, -2, 1, 1, 9, -6)"
2022/11/28/23:08:18.163812,"(-3, -1, 16, 7, 2, 2, 0, 2)"
2022/11/28/23:08:18.163825,"(-11, -4, 7, 15, 1, -1, 5, 1)"
2022/11/28/23:08:18.185899,"(0, 8, 1, -2, -2, 0, 4, 0)"
2022/11/28/23:08:18.185923,"(29, 1, 1, 2, 0, -3, -12, 5)"
2022/11/28/23:08:18.186577,"(-59, -4, -4, 0, 3, 0, -4, -1)"
2022/11/28/23:08:18.186587,"(1, 2, -12, -7, -3, -1, -3, -13)"
2022/11/28/23:08:18.200161,"(6, -14, -16, -21, -6, -1, 6, 1)"
2022/11/28/23:08:18.200204,"(7, 0, 9, 19, 4, -5, -10, 0)"
2022/11/28/23:08:18.207504,"(5, 2, -1, -6, -2, 4, 10, -6)"
2022/11/28/23:08:18.207523,"(-1, 9, 4, 1, -6, -7, -22, 10)"
2022/11/28/23:08:18.222310,"(-13, -11, 10, 7, 11, 2, -1, -11)"
2022/11/28/23:08:18.222315,"(0, 7, -6, -16, -7, -1, 2, -2)"
2022/11/28/23:08:18.222972,"(-1, -7, -9, 12, 4, -4, -9, -4)"
2022/11/28/23:08:18.222981,"(-3, 0, 7, -4, 0, 0, 3, 7)"
2022/11/28/23:08:18.245811,"(3, -2, -2, -4, -2, 2, 5, 1)"
2022/11/28/23:08:18.245835,"(3, 1, -4, 1, -8, -8, -9, -6)"
2022/11/28/23:08:18.246600,"(9, 5, 1, 1, 6, 5, -13, -4)"
2022/11/28/23:08:18.246611,"(-6, -4, -7, -5, -3, -2, 10, 5)"
2022/11/28/23:08:18.259610,"(-1, 4, 9, 5, 1, -1, -2, -19)"
2022/11/28/23:08:18.259622,"(-5, -4, -3, -3, -2, 0, -2, -1)"
2022/11/28/23:08:18.267226,"(0, 3, 2, -8, -7, -4, 5, 10)"
2022/11/28/23:08:18.267239,"(4, -2, 0, 6, 3, 0, -7, -12)"
2022/11/28/23:08:18.282820,"(6, -7, -9, -6, -3, -4, 1, 2)"
2022/11/28/23:08:18.282845,"(-25, -11, -1, 16, 1, -1, -6, -11)"
2022/11/28/23:08:18.283649,"(3, 0, 8, 6, 0, 3, 12, 8)"
2022/11/28/23:08:18.283666,"(8, 9, 4, -8, -3, -5, 17, 1)"
2022/11/28/23:08:18.305458,"(-20, -7, -6, -1, -5, -3, -4, -1)"
2022/11/28/23:08:18.305583,"(12, -7, -10, -17, -5, 2, 3, 4)"
2022/11/28/23:08:18.306337,"(8, 2, -8, 1, 2, -1, -3, -13)"
2022/11/28/23:08:18.306349,"(-17, 0, -5, -2, 0, 0, -4, 9)"
2022/11/28/23:08:18.319767,"(-1, 5, 3, -1, -2, -1, -4, -8)"
2022/11/28/23:08:18.319790,"(6, -9, 0, 15, 8, -1, 0, -6)"
2022/11/28/23:08:18.327727,"(1, -4, -6, -9, -15, -5, 12, 27)"
2022/11/28/23:08:18.327756,"(3, 1, 5, 5, 4, 6, -1, 9)"
2022/11/28/23:08:18.343129,"(-8, -3, -6, -3, -3, 0, 3, -11)"
2022/11/28/23:08:18.343237,"(-3, 1, 1, -12, -7, -2, -17, -1)"
2022/11/28/23:08:18.344246,"(24, 3, 2, -1, 0, 5, 12, 2)"
2022/11/28/23:08:18.344269,"(-53, -4, 1, 0, -5, -10, -15, -23)"
2022/11/28/23:08:18.365946,"(11, -3, 4, 11, 5, 3, 9, 30)"
2022/11/28/23:08:18.366046,"(-14, -1, -11, -5, -2, -2, -5, -1)"
2022/11/28/23:08:18.366643,"(11, 15, 13, -7, -1, -3, -6, -15)"
2022/11/28/23:08:18.366654,"(13, -6, -18, -15, -7, -2, -11, 5)"
2022/11/28/23:08:18.388422,"(-12, -17, 6, 12, 5, 1, 4, -14)"
2022/11/28/23:08:18.388443,"(9, 23, 8, -1, 4, -1, -2, -3)"
2022/11/28/23:08:18.389117,"(-14, -28, -7, -1, -2, -5, 0, 6)"
2022/11/28/23:08:18.389136,"(12, 15, -31, -20, -1, 0, -2, -1)"
2022/11/28/23:08:18.403528,"(-4, 17, 29, 14, -6, -3, -6, 8)"
2022/11/28/23:08:18.403561,"(6, 3, -10, -9, 1, 2, 8, 1)"
2022/11/28/23:08:18.404248,"(16, -27, -2, 3, 0, 1, -1, -7)"
2022/11/28/23:08:18.404256,"(-25, -12, 12, 9, 1, 4, 4, 14)"
2022/11/28/23:08:18.434160,"(-10, -13, -21, -22, -6, -3, -7, -20)"
2022/11/28/23:08:18.434200,"(9, 4, 4, -3, -1, -1, 1, 5)"
2022/11/28/23:08:18.435037,"(-11, 5, -4, 10, -3, -4, -14, -13)"
2022/11/28/23:08:18.435268,"(17, 3, -1, -1, 4, 4, 14, 5)"
2022/11/28/23:08:18.448031,"(37, 12, 1, -1, -1, 0, -2, 11)"
2022/11/28/23:08:18.448048,"(-36, -5, 6, 2, 0, 3, 4, -3)"
2022/11/28/23:08:18.448971,"(-18, -14, -17, -8, -1, -3, -11, -8)"
2022/11/28/23:08:18.449000,"(49, 20, -3, -10, -2, -3, -9, -1)"
2022/11/28/23:08:18.463250,"(-5, -10, 17, 13, -1, 2, 3, 4)"
2022/11/28/23:08:18.463277,"(-14, -27, -1, 9, -1, -1, -1, -8)"
2022/11/28/23:08:18.464045,"(0, 42, -6, -12, -2, -3, -7, -3)"
2022/11/28/23:08:18.464070,"(-11, 3, 11, 9, 0, 0, 5, 2)"
2022/11/28/23:08:18.485719,"(-7, -29, -18, -11, -3, -4, -6, -3)"
2022/11/28/23:08:18.485726,"(22, 4, -1, -4, -4, -2, 12, 13)"
2022/11/28/23:08:18.486570,"(-31, 3, -4, 3, -1, -3, -6, -15)"
2022/11/28/23:08:18.486583,"(13, -5, -4, -5, -1, -2, 1, 0)"
2022/11/28/23:08:18.508539,"(15, 11, 0, -3, -5, 0, 0, 1)"
2022/11/28/23:08:18.508568,"(-22, -35, -5, 1, 0, 3, 3, 1)"
2022/11/28/23:08:18.509241,"(-9, 4, 5, -5, 0, -1, 5, 7)"
2022/11/28/23:08:18.509255,"(-2, -11, -4, -4, -2, -2, -9, -3)"
2022/11/28/23:08:18.523650,"(-2, -3, -4, 3, -1, 2, 7, -6)"
2022/11/28/23:08:18.523683,"(29, 14, -14, -8, 1, 0, 4, 11)"
2022/11/28/23:08:18.524336,"(23, -1, 14, 15, 1, -1, 5, 3)"
2022/11/28/23:08:18.524348,"(-47, -6, 11, 6, 1, 2, -6, -18)"
2022/11/28/23:08:18.546007,"(-5, 3, -12, -13, -1, 0, -2, 9)"
2022/11/28/23:08:18.546034,"(-2, 13, 8, 1, -1, -5, -13, -17)"
2022/11/28/23:08:18.546889,"(6, -7, -1, -13, -4, -3, -8, -4)"
2022/11/28/23:08:18.546900,"(28, 21, 6, 16, 3, -1, 7, 7)"
2022/11/28/23:08:18.568013,"(-14, -12, 5, -1, -1, -2, -1, -4)"
