time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2022/11/28/22:55:17.354183,1,1669697717,353814125,RU_myo,0.6469024840241421,-0.19707973591036462,-0.6973778453118075,-0.2373623700698074,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-91.875,-19.5,-20.5,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.95166015625,0.08447265625,-0.12646484375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.375472,2,1669697717,375002622,RU_myo,0.6379943171730901,-0.20458786483920388,-0.6984795719629622,-0.2514624114372076,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-93.0625,-24.625,-25.0625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.8779296875,0.234375,-0.18505859375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.389228,3,1669697717,388964176,RU_myo,0.6283321517129623,-0.21245499952528624,-0.6990691078892929,-0.2671403426952536,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-101.9375,-30.625,-36.0625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.88818359375,0.34814453125,-0.236328125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.412786,4,1669697717,412192583,RU_myo,0.6171131645525265,-0.2207594022536335,-0.6987764435725325,-0.2866149165007086,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-122.1875,-29.6875,-49.375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.9072265625,0.38037109375,-0.2646484375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.435155,5,1669697717,434737920,RU_myo,0.6028917181787671,-0.23003633182990213,-0.6981654549753915,-0.3101126564148933,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-146.1875,-36.5,-64.75,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.97998046875,0.37841796875,-0.298828125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.449429,6,1669697717,449137687,RU_myo,0.5871087446705385,-0.23914045759633745,-0.6964859013863723,-0.33618826963773013,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-160.125,-36.6875,-77.6875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.02734375,0.30908203125,-0.22412109375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.472947,7,1669697717,472309350,RU_myo,0.5702320768695694,-0.2475501770077035,-0.6935189007244908,-0.3641233619398321,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-168.8125,-33.75,-87.8125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.06591796875,0.310546875,-0.17529296875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.495009,8,1669697717,494660377,RU_myo,0.5525992646860267,-0.2544495620141424,-0.689558923395486,-0.3929350636236625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-170.5,-29.875,-97.4375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.0703125,0.3310546875,-0.15966796875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.509569,9,1669697717,509206771,RU_myo,0.5339954212829856,-0.26080265574833666,-0.6846908944968033,-0.4219351179939741,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-172.9375,-29.625,-102.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.048828125,0.31201171875,-0.095703125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.532884,10,1669697717,532476663,RU_myo,0.5162054870373843,-0.2652434436822502,-0.6798312745459238,-0.4483383196709181,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-155.6875,-26.875,-101.375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.0146484375,0.22509765625,-0.03369140625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.555277,11,1669697717,554634809,RU_myo,0.5001564350038514,-0.26695353834128693,-0.6756231525921459,-0.47128834546671644,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-129.3125,-21.375,-98.875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.99267578125,0.216796875,0.03271484375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.576075,12,1669697717,575583219,RU_myo,0.48618618458645085,-0.2663465364719146,-0.6722747706778505,-0.49064156890415245,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-102.875,-15.25,-92.875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.95751953125,0.275390625,0.07177734375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.592603,13,1669697717,592021703,RU_myo,0.47496015998381996,-0.26525017415698815,-0.669045653269421,-0.506392244588249,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-81.1875,-14.4375,-83.25,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.92529296875,0.2998046875,0.0771484375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2022/11/28/22:55:17.615281,14,1669697717,614863395,RU_myo,0.46562633646209506,-0.264398124204194,-0.6656338740930147,-0.5198242899000739,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-69.4375,-12.5625,-73.875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.93408203125,0.27099609375,0.10888671875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
