time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2022/11/28/21:47:06.266986,912,1669693626,265456438,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.068427833846641e-05, -0.39239928, -4.90427465065904e-06, -2.2051226, 4.302758054529488e-05, 2.074096, -5.123104992918612e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:06.367048,913,1669693626,365590333,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.068427833846641e-05, -0.39239928, -4.90427465065904e-06, -2.2051226, 4.302758054529488e-05, 2.074096, -5.123104992918612e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:06.466588,914,1669693626,465465068,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.06842574306411e-05, -0.39239518669301765, -4.904423878141783e-06, -2.2051215395056034, 4.3027658972478635e-05, 2.074099032812576, -5.123137282077185e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:06.566670,915,1669693626,565429687,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.060987013552936e-05, -0.3779443200000001, -5.435355652654238e-06, -2.2015202, 4.3306692586626554e-05, 2.0846519999999997, -5.2380178653542924e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:06.666633,916,1669693626,665428400,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.050279134106917e-05, -0.3560855999999999, -6.22688841072056e-06, -2.1955162, 4.375485556385768e-05, 2.1004859999999996, -5.4103584610858936e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:06.766446,917,1669693626,765471220,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.03029512219799e-05, -0.31131047999999995, -7.798171573367583e-06, -2.1817070000000003, 4.4805942670200114e-05, 2.1313999999999997, -5.758881797787647e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:06.866421,918,1669693626,865497112,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.003778787122196e-05, -0.24961247999999991, -9.86274721395489e-06, -2.159192, 4.6568596329999654e-05, 2.170608, -6.23705337804455e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:06.966338,919,1669693626,965434551,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(7.964109844468897e-05, -0.17169672000000014, -1.2248305620237209e-05, -2.1252694, 4.930182277495803e-05, 2.214717, -6.839367303490886e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:07.066526,920,1669693627,65422296,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(7.8921149223313e-05, -0.07826832000000006, -1.4653254841109517e-05, -2.0772374, 5.323285237027331e-05, 2.259957, -7.554727167338813e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:07.166590,921,1669693627,165570974,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(7.754757083509879e-05, 0.02820479999999992, -1.661990540667301e-05, -2.0126944, 5.833897648917162e-05, 2.3021809999999996, -8.349953130930008e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:07.266366,922,1669693627,265428781,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(7.524392654794844e-05, 0.1396137599999998, -1.759426236748429e-05, -1.9343422, 6.455446123541284e-05, 2.3353569999999997, -9.175920493547636e-05, 0.04, 0.04)",(),()
2022/11/28/21:47:07.366539,923,1669693627,365454912,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(7.258823607178345e-05, 0.23903567999999975, -1.766532462576274e-05, -1.8550894, 6.906888527873747e-05, 2.3553379999999997, -9.77554077272768e-05, 0.04, 0.04)",(),()
