time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2022/11/28/21:46:58.866643,897,1669693618,865396499,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(9.211835525924627e-05, -0.19743359999999988, -8.485900469348198e-06, -2.5572572, 7.322353089800569e-05, 2.6214999999999997, -8.671316325279607e-05, 0.04, 0.04)",(),()
2022/11/28/21:46:58.966599,898,1669693618,965497493,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(9.211835525924627e-05, -0.19743359999999988, -8.485900469348198e-06, -2.5572572, 7.322353089800569e-05, 2.6214999999999997, -8.671316325279607e-05, 0.04, 0.04)",(),()
2022/11/28/21:46:59.066384,899,1669693619,65346002,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(9.211807585095047e-05, -0.19778615999999993, -8.485784182673203e-06, -2.5572549570026255, 7.322279051162911e-05, 2.621123, -8.671244855963143e-05, 0.04, 0.04)",(),()
2022/11/28/21:46:59.166584,900,1669693619,165473222,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(9.121305118218385e-05, -0.21083088000000005, -8.109122819709045e-06, -2.5500524, 7.082462286486663e-05, 2.601142, -8.439750317569204e-05, 0.04, 0.04)",(),()
2022/11/28/21:46:59.266242,901,1669693619,265346288,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.96403900701801e-05, -0.23409984000000006, -7.449737280950388e-06, -2.5356427999999998, 6.674105839808254e-05, 2.563065, -8.038976839117495e-05, 0.04, 0.04)",(),()
2022/11/28/21:46:59.366356,902,1669693619,365355491,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.689114792615847e-05, -0.27887496, -6.312040825858874e-06, -2.4996188, 5.9855134161351566e-05, 2.4820100000000003, -7.328441699839655e-05, 0.04, 0.04)",(),()
2022/11/28/21:46:59.466575,903,1669693619,465442419,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.465147236520735e-05, -0.32365007999999995, -5.627673844921655e-06, -2.4461832, 5.430649481485172e-05, 2.38399, -6.695905677727802e-05, 0.04, 0.04)",(),()
2022/11/28/21:46:59.566436,904,1669693619,565406322,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.29726009361717e-05, -0.35538048, -5.1139121400500595e-06, -2.3870438, 4.997008073955281e-05, 2.293133, -6.160697687087056e-05, 0.04, 0.04)",(),()
2022/11/28/21:46:59.666371,905,1669693619,665448188,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.176682761391646e-05, -0.3779443200000001, -4.876368900885082e-06, -2.3188984, 4.659658047253484e-05, 2.2026529999999998, -5.696903265533246e-05, 0.04, 0.04)",(),()
2022/11/28/21:46:59.765760,906,1669693619,765290260,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(8.103887196484528e-05, -0.3888736800000001, -4.849483059665533e-06, -2.2528544, 4.430072024263555e-05, 2.125368, -5.341646496710998e-05, 0.04, 0.04)",(),()
