time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2022/11/28/21:49:28.566488,1348,1669693768,565390110,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.00012852040779140605, -0.3927518400000001, -0.00011696787251445379, -2.2048224000000003, -8.12430821231465e-05, 2.074096, -5.598383068677909e-05, 0.04, 0.04)",(),()
2022/11/28/21:49:28.666489,1349,1669693768,665441513,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.00012852040779140605, -0.3927518400000001, -0.00011696787251445379, -2.2048224000000003, -8.12430821231465e-05, 2.074096, -5.598383068677909e-05, 0.04, 0.04)",(),()
2022/11/28/21:49:28.766581,1350,1669693768,765402317,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.00012852055104988465, -0.3927475479035721, -0.00011696827708900472, -2.204821290639117, -8.124275874415666e-05, 2.0740991827355506, -5.5984088257166296e-05, 0.04, 0.04)",(),()
2022/11/28/21:49:28.866515,1351,1669693768,865417718,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.00012900925819955182, -0.37829687999999995, -0.00011834842908795022, -2.20122, -8.01395945480752e-05, 2.0846519999999997, -5.6862755202360085e-05, 0.04, 0.04)",(),()
2022/11/28/21:49:28.966515,1352,1669693768,965376615,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.00012973293409860117, -0.35643816000000017, -0.00012038246092339835, -2.1952160000000003, -7.838902740989652e-05, 2.100863, -5.823243651410967e-05, 0.04, 0.04)",(),()
2022/11/28/21:49:29.066518,1353,1669693769,65476179,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.00013115239421728302, -0.31166304, -0.00012435368718718, -2.1814068, -7.43404867079437e-05, 2.131777, -6.128606477449482e-05, 0.04, 0.04)",(),()
2022/11/28/21:49:29.166634,1354,1669693769,165497303,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.0001329205311752904, -0.24996503999999997, -0.00012940860510696908, -2.1588918, -6.765851268976467e-05, 2.170985, -6.610031125990702e-05, 0.04, 0.04)",(),()
2022/11/28/21:49:29.266449,1355,1669693769,265357971,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.00013474646338872015, -0.17169672000000014, -0.00013509430248683115, -2.1249692, -5.674211483543246e-05, 2.2150939999999997, -7.363682157268494e-05, 0.04, 0.04)",(),()
2022/11/28/21:49:29.366378,1356,1669693769,365434169,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.00013563952380086415, -0.07826832000000006, -0.00014016925508779533, -2.0769372, -4.197561872417638e-05, 2.260334, -8.343557367874985e-05, 0.04, 0.04)",(),()
2022/11/28/21:49:29.466407,1357,1669693769,465363025,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']","(0.0001344665590263787, 0.028557359999999976, -0.0001433866894667258, -2.0120940000000003, -2.257703349590668e-05, 2.302558, -9.581253122297087e-05, 0.04, 0.04)",(),()
